,lat,lon,Date_Mid_Greenup_Phase_1_aot40_r
1312,32.364567,-88.73149,-0.5869001513421134
853,41.694342,24.738078,-0.5866951777159982
904,50.78944397,14.08679867,-0.585747895393731
389,38.0058,114.4586,-0.573814930631064
139,30.2006,115.0817,-0.5701350584648696
105,37.8572,113.5758,-0.5694893855772023
663,31.6449,118.5024,-0.5691132580678119
296,40.8336,114.8883,-0.5624098130642238
1183,51.303394,6.819887,-0.5619064188690751
1170,43.5915,3.88681,-0.5610941114647375
1131,46.112775,24.22805,-0.5586298584457567
55,31.4668,104.6697,-0.5583933045072089
894,50.159406,19.477464,-0.5566317108457508
193,30.0475,101.9603,-0.5554925076138895
698,49.77012634,13.36822128,-0.5506676251755818
1211,42.736572,11.87643,-0.5505519993779162
883,50.736389,15.739722,-0.5455699639405044
589,41.0385,113.1076,-0.5454685918370089
820,48.753179,21.245046,-0.5436576342277513
250,50.2524,127.4833,-0.5428137149734884
413,28.7199,104.5742,-0.5417099214573979
615,37.6828,112.7195,-0.5395767829894144
989,53.63074,10.110595,-0.5375404187378113
720,47.3456,5.002377,-0.5349347205609586
85,34.2629,108.993,-0.5333403372110916
1161,50.876983,18.416878,-0.5325473073624667
380,38.8639,115.5086,-0.5269709290399447
1054,40.62984,-3.17159,-0.5263927406086246
549,28.9398,118.8692,-0.523701319925737
31,34.3017,107.0708,-0.522255155608622
1380,44.310555,-84.89187,-0.5197080974929812
405,28.7562,104.639,-0.5189223863646953
1029,42.53417,12.52194,-0.518513582509682
916,48.397079,10.008293,-0.5159289918386472
394,39.1661,117.1444,-0.515527834183341
956,44.9513,7.6362,-0.5149056120378662
414,26.585,101.7169,-0.5113149923787732
401,28.793,104.563,-0.5098708845730011
521,30.5944,114.3014,-0.5026396255132318
970,51.698954,7.122684,-0.5021753161018704
511,26.8919,112.6006,-0.5010517199204813
1036,51.360755,9.271233,-0.4993362815381373
1013,49.276386,2.482167,-0.4985965664400864
1132,49.165508,9.224786,-0.4977170582731809
59,30.8023,106.0789,-0.4975356134735261
1024,47.054443,-0.886111,-0.4952676754474004
1344,41.84046,-72.01037,-0.4949280422980294
974,49.841221,7.866222,-0.4948229187543663
562,22.2281,113.299,-0.4935221672487975
228,37.6982,112.6991,-0.4932834829412966
332,45.6842,126.6206,-0.4919682253179064
166,31.0386,112.2213,-0.4910992818680174
1044,53.064262,14.285139,-0.4908604449692597
869,47.913256,7.908035,-0.4907207737737126
81,43.831,87.6432,-0.488604944161541
954,67.878588,21.062962,-0.4871093283548516
42,34.6258,112.4267,-0.4855035884778515
754,49.744886,21.454617,-0.4854078552687663
86,34.2173,108.9356,-0.4838142640076247
1452,40.27813,-105.54564,-0.4820995100181333
808,48.782852,20.987197,-0.4805397548177085
1047,51.862042,6.874469,-0.4792874072411907
1235,40.3597,-3.5429,-0.4769761988421269
1027,49.90167,2.304597,-0.4741509688733601
815,49.028057,2.750278,-0.4732644986461882
465,31.737,119.579,-0.471111056276135
1404,39.99139,-75.08083,-0.4708866285215174
619,30.9413,117.7807,-0.4701685536074719
691,48.001511,7.832122,-0.4696616327581494
1437,29.823318,-94.98379,-0.46853319252164
307,30.6189,114.282,-0.4684374676904183
985,49.351124,8.423,-0.4669837588545892
415,28.9634,105.4324,-0.4668085208153527
814,45.79728,3.113833,-0.4666041277704011
421,27.8246,114.9231,-0.4643442733842219
975,49.628771,8.364779,-0.4641105011668011
797,46.7675,15.956111,-0.4636670085503564
1195,50.0075,20.259167,-0.4616527787469995
1067,51.651166,12.302866,-0.4616351349647999
1443,39.399837,-119.73961,-0.4615880931245463
795,48.2702,16.2972,-0.4601875373232619
1070,48.889039,8.665536,-0.4572015575329266
689,43.25055555,-2.155,-0.4570706932286151
72,40.1461,124.3933,-0.4562491148017543
857,47.430833,19.184175,-0.453576831254764
949,50.81487387,3.322494319,-0.451479177309453
992,47.538193,6.868361,-0.4514300874242922
455,36.885,120.515,-0.4509061198410812
1086,50.13577,8.92157,-0.4505669049740931
232,37.5211,111.1406,-0.4496787703548593
186,30.2981,109.4978,-0.4463899590688283
433,32.0931,118.6414,-0.4460154138878883
183,31.7275,113.3583,-0.4453735440541294
994,49.872303,8.664619,-0.4438244836640418
1010,53.56292,-1.510436,-0.4436673347528999
1353,40.56333,-78.919975,-0.4430053650803853
158,33.8518,115.7789,-0.4429975340057329
605,27.2442,111.5283,-0.4412856070049417
1220,43.25811,-2.97344,-0.4374695934329794
670,28.687,115.8518,-0.4373030796099428
1232,49.15167,-0.352778,-0.437038758818444
806,47.128863,10.034324,-0.4366404615109672
1090,50.221941,8.446079,-0.4364492672511668
88,34.3474,108.935,-0.4358271135776755
1428,30.260279,-81.45361,-0.4353340168340329
606,27.3033,111.5239,-0.4351735949655514
1345,41.97639,-72.388054,-0.4337403280155321
756,43.16832,-2.63794,-0.4324464228405571
751,49.259552,2.474397,-0.4323114259407775
533,30.5366,105.5861,-0.4318222423835832
865,50.978292,10.317236,-0.4318199317094686
279,41.0026,117.9268,-0.4317896064567494
969,51.453459,6.86505,-0.4310414205856989
844,64.244226,19.767238,-0.4260688256202993
968,50.889871,6.985074,-0.4245320086925268
1165,43.0819,-1.9127,-0.4223865926882691
1140,50.68352509,14.04119492,-0.4219062831319604
1152,50.349608,18.236575,-0.4213029216471423
897,60.22393,25.10244,-0.4209898910538936
1198,51.067439,19.448694,-0.4203637480480141
743,58.370556,26.734722,-0.4197414184979132
1381,38.548138,-82.73116,-0.4167422745298338
463,31.909,120.237,-0.4155544169518614
926,52.644169,13.483079,-0.4119255044722548
684,50.010575,19.949189,-0.411598076533934
1018,45.000278,9.009444,-0.4101626820597125
608,27.5444,109.9453,-0.4095593301340141
462,31.955,119.18,-0.4086635126674077
933,46.401944,13.011111,-0.4084695873372492
825,48.04944444,14.44277778,-0.4073446165410264
871,54.436985,12.721938,-0.406002634352987
444,25.2697,110.2819,-0.404834035010193
697,49.66958237,12.6778841,-0.4018866348319947
1265,35.233475,-85.18158,-0.4014881253046596
789,45.0249,7.6491,-0.3998271647113706
981,50.731478,13.75145,-0.3987230652622037
900,66.3217,29.40157,-0.3963518319293985
133,32.9917,112.5192,-0.3949839938212902
908,49.73508453,16.03419685,-0.3943920406967812
109,42.2816,118.9233,-0.3939820485320147
1301,34.785217,-84.62643,-0.3937255189976251
1016,42.42212,12.109196,-0.3906211932583895
1145,50.42864609,14.91385937,-0.3880303446521273
1442,32.52127,-84.94463,-0.3870048401128331
1039,50.766815,7.973542,-0.3868040429984544
124,35.4209,119.471,-0.3839214645975776
354,41.7653,123.4114,-0.3817292223591302
276,30.8669,120.0751,-0.3807533807191671
8,44.5963,129.5904,-0.3796443311279214
860,43.28334,5.511384,-0.3772971988461325
722,49.40619,1.15515,-0.3771604392153143
709,52.407578,20.955928,-0.3769024221485928
1366,42.86183,-71.878624,-0.376117523547032
794,65.04338,25.4979,-0.3746273384989501
906,46.08253,10.95804,-0.3743179718054614
1234,50.44914,2.9,-0.3739441294826914
838,45.1391,7.0501,-0.3736563554833173
917,47.72514,10.306561,-0.3733133318407794
412,25.8333,114.9322,-0.3732539262517342
695,49.50260925,18.53856087,-0.3731697540933879
915,44.4122,8.1695,-0.3714974737190213
542,27.7569,111.9561,-0.3711379579009928
623,33.5828,114.0138,-0.3708744607396685
1417,41.705227,-76.512726,-0.3661997702935805
937,57.8634,11.9216,-0.3624897408588332
2,43.8306,126.555,-0.3618373970746342
432,29.7228,106.6263,-0.3600781032862768
828,43.9275,12.224722,-0.3580470429695852
712,52.029194,23.149389,-0.3574817096131794
1157,47.594913,7.568175,-0.3548782502264707
791,56.00833511,21.88694763,-0.3539710272338846
783,41.669172,13.674326,-0.3522374051800691
947,48.33472,16.729445,-0.3513433189427701
1071,47.664361,9.169289,-0.3510241383170925
546,30.9285,113.9153,-0.3506399182918994
79,35.0532,118.3429,-0.3501824383623481
961,50.79664963,4.358623958,-0.3501486880646856
1364,36.060894,-86.28629,-0.3492256062393162
1240,53.371306,-2.239218,-0.3485483859704567
874,45.60822,5.270872,-0.3484781594157823
256,45.3001,130.9762,-0.3475395518102294
282,30.1808,120.0883,-0.3466984449755998
519,30.1383,104.6295,-0.3465827163702349
321,36.6133,114.484,-0.3443322723277423
680,44.9089,8.2055,-0.3440532154096576
1081,51.90158,10.48132,-0.3436106310075482
1091,46.708333,14.891667,-0.3423577802671344
1274,41.53694,-81.45887,-0.340316426374503
628,34.5023,109.4259,-0.3385112277830314
1262,36.085506,-83.76481,-0.3380636210203523
1149,43.3094,-2.0109,-0.3370193758965584
1455,38.23887,-82.9881,-0.3364267469410844
1003,48.77586,5.162789,-0.3355746650354524
1297,48.5103,-113.99681,-0.3349243182090782
1087,50.383217,8.060998,-0.3319520741966942
277,39.5269,116.7244,-0.3313598710169043
675,48.962223,4.36,-0.3288670866402497
1181,50.30886,2.807369,-0.326849221999874
418,28.2642,117.0564,-0.3266819210525459
1306,44.70735,-89.77192,-0.3265958958970862
925,52.99875,11.73846,-0.3256358960961171
363,40.8062,111.7276,-0.3251495794416032
1099,57.810833,15.564736,-0.3248474924432096
802,49.119442,6.180833,-0.324015780526006
1055,49.73244858,13.40228081,-0.3229886118638059
1362,41.265556,-75.84639,-0.32267163972958
595,34.4285,115.6702,-0.3171795736884993
5,47.3227,123.9483,-0.3161176335517345
672,52.420319,16.877289,-0.3159833314095484
506,27.7344,109.1839,-0.3158673718971861
849,47.676111,17.649736,-0.3157788337153144
252,45.1214,124.8006,-0.3126018715140169
1007,48.9964,1.7033,-0.3113435888313359
967,53.480927,9.857223,-0.3111767155876854
534,28.2053,113.0792,-0.3090412318651598
1156,43.40444,-3.84194,-0.3084239710010886
973,49.446,7.7673,-0.3083604358314235
622,39.2474,117.7918,-0.3081297530224362
584,41.7173,125.9358,-0.3071997543345213
980,51.317905,12.297411,-0.3070164316772673
718,41.096667,-8.555833,-0.306756488597847
1224,53.74878,-0.341222,-0.306103397849628
1391,39.749027,-86.18627,-0.3060263573675736
613,30.7525,120.7846,-0.3051581422829439
984,54.09323,10.240596,-0.303625216190472
803,48.16206944,16.52561389,-0.3026724145339753
1102,50.010325,8.451527,-0.3022799410191709
23,41.2864,123.7669,-0.299050208837364
872,50.654066,10.769534,-0.2989592239054083
888,46.58389,0.345556,-0.2983187133163033
1206,45.238642,19.835704,-0.297906804650664
1147,52.115725,21.237297,-0.2962785644857366
868,47.739919,26.658519,-0.294952182554851
835,48.39167,13.67085,-0.2936683821610831
931,50.12218857,14.46757793,-0.2906278627954905
490,36.864,118.78,-0.2900886899910817
1277,39.42689,-84.20077,-0.2898682635510192
45,34.7781,114.3389,-0.2878324180344613
966,51.406846,6.965589,-0.2868737086485354
1119,45.623056,13.7875,-0.2859116675037547
1419,41.645382,-70.89751,-0.2850241036683987
1385,38.11515,-86.60325,-0.2844829241586877
472,35.176,113.2467,-0.283619413718053
313,31.7848,117.1959,-0.2831310446766673
83,34.3731,109.2186,-0.2814493730313345
741,59.4944458,25.9305687,-0.2813371224593661
395,39.1082,117.237,-0.2812344893661583
548,28.9666,118.8709,-0.2802762544227459
812,47.27129,11.4169445,-0.2801416813680023
440,29.3547,110.5594,-0.2793295587183624
899,40.540351,-3.645253,-0.2758193707772624
116,37.4451,116.2991,-0.2750075691844166
1405,43.577602,-116.178154,-0.2748305692097373
7,44.561,129.61,-0.2726733213025782
580,30.4519,114.8858,-0.2726545438661956
145,32.0564,112.1392,-0.2722417616926289
333,45.7478,126.593,-0.2718125531568423
40,32.1059,114.1099,-0.2709203569018081
475,29.3867,117.3102,-0.2706487689896955
1040,53.060045,8.916966,-0.2699170048905899
1139,50.66109467,14.04306316,-0.2698299593213383
1250,44.18089,-85.73898,-0.2693434337917149
807,47.410164,9.653713,-0.267613840858836
685,48.85731,7.314175,-0.2668181862980187
1434,43.68578,-74.98538,-0.2658521176132316
437,27.9153,113.0048,-0.2654899398268565
855,42.142889,24.765239,-0.2637219362228557
304,36.6116,114.5302,-0.2636266445974798
1216,51.54052,5.85307,-0.2632900851610935
778,45.54301186,13.71352366,-0.2619892059655278
826,45.1546,7.658,-0.2617402436810899
375,43.8772,125.3716,-0.2617216089171861
1049,50.877923,12.0749,-0.2611854347931681
391,38.8394,117.457,-0.2608786418837875
211,41.5881,120.4318,-0.2606718069176929
249,30.97,117.8483,-0.2577896444966779
686,48.610363,7.781631,-0.2565603746986125
14,31.6837,118.5092,-0.2557346922907481
386,40.217,116.2296,-0.2555665886426113
283,33.6067,118.989,-0.2531741354388527
1399,32.362606,-88.27799,-0.2527564265028456
1285,30.700895,-91.05607,-0.2524378331642553
1375,42.298492,-72.334076,-0.2522205956371572
699,49.45165634,17.45415878,-0.2493223496311063
172,42.9418,89.1904,-0.2490758844849268
84,30.6306,104.1122,-0.2460679627674259
920,49.869422,9.171544,-0.2442110072082512
36,34.493,109.4636,-0.2438517761665853
1377,43.97462,-70.12461,-0.2432263512710625
47,35.2127,113.2269,-0.242819553220973
1042,53.924712,9.532635,-0.2404868418086281
1033,45.038333,9.669167,-0.2376582246325988
774,47.40555556,15.36083333,-0.2376365988677986
1451,33.9828,-111.79871,-0.2369027215705917
841,47.557222,18.420836,-0.2360994875657563
760,47.594257,1.302667,-0.2341000452722894
1331,41.058617,-74.25555,-0.2329582224252142
696,49.91351318,14.7826252,-0.2316995196258
918,48.904228,11.948795,-0.2275603928944331
731,45.0419,7.6259,-0.2271481965882522
1355,39.80933,-80.26567,-0.2230236368402914
958,47.0495,6.97915,-0.2220198983893999
1225,41.31347521,2.013824628,-0.2208450315579654
439,29.1217,110.5319,-0.2200740108776531
1105,59.399355,18.077416,-0.2191354180270134
983,41.947654,12.533667,-0.2190377526097061
182,36.5446,104.1724,-0.2172149124340213
1214,45.297325,27.949461,-0.2166009104551513
948,46.6775,12.972,-0.2157171221063936
1111,47.47706,11.05722,-0.2156832083866908
793,47.06701111,15.49368889,-0.2154864871975135
532,27.725,111.9975,-0.2154830241817595
449,31.155,120.636,-0.2153883101696631
587,31.9996,118.7356,-0.2151416018999004
1046,40.33639,-1.10667,-0.2120750116860595
1155,43.26444,-4.06278,-0.2118158246082655
403,27.1312,114.99,-0.2112955474357918
411,31.2071,121.577,-0.2108101326259971
135,32.9692,112.548,-0.2087071794272604
799,47.09436111,15.41511111,-0.2079987851974482
93,34.9976,118.2794,-0.2071496515618706
526,27.8851,102.2685,-0.2066564198790201
796,48.1061111,15.91944444,-0.2063958768119444
271,37.0851,114.5237,-0.2059369586409517
426,37.3753,97.3731,-0.2053605385641999
566,28.0089,120.634,-0.2049345308533706
197,38.2839,109.7289,-0.2038985320028274
856,42.680558,23.296786,-0.2037854287508369
873,55.39638901,10.38917255,-0.2035174565233068
711,49.04781723,18.00782776,-0.2032673734197738
929,51.897598,14.057064,-0.2014059531027235
634,36.6428,101.748,-0.201029375065508
461,32.6524,117.0067,-0.2007045173097595
344,34.2761,117.179,-0.2004217646841427
752,45.3189,8.4024,-0.1992469762842846
732,45.9225,6.87,-0.1985700508669154
1166,41.04,21.3564,-0.1979071851597749
362,40.7866,111.5512,-0.1977908367127316
1453,32.41281,-86.2634,-0.1974449541552176
425,29.9572,121.713,-0.1929345915086727
708,43.09625,-0.040497,-0.1918972333991602
1118,50.65844442,5.627835291,-0.1912063936931119
1133,49.07655,8.40666,-0.1911672446373882
1050,46.522,6.63963,-0.190502690486015
1014,50.32276,3.39593,-0.1889099691992416
953,45.69802778,18.83463889,-0.1860535733863822
1006,51.27399,1.098061,-0.1844667125406619
755,51.259431,22.569133,-0.1838517240511642
901,48.68817,6.190431,-0.1828318991065984
1121,50.85205095,4.347777506,-0.1827380477685552
848,46.62936,14.28931,-0.1820929056081337
151,30.9743,118.7385,-0.181091822500037
125,37.5639,121.2514,-0.1810832485709438
944,47.04472222,15.15277778,-0.1808675385310942
617,39.0845,117.1589,-0.177052758002713
991,47.2474,6.015419,-0.1754530088017535
960,51.25210341,4.491362028,-0.1754454061539302
115,34.7837,117.2852,-0.1736851343172906
758,45.47833,9.23583,-0.1729911322298171
1037,49.83918762,18.26368904,-0.1727834666276992
1065,48.947611,13.420573,-0.1726434886030698
1208,44.386558,23.733658,-0.169360942014435
707,43.230297,0.062339,-0.1679493574859394
656,36.0822,111.5169,-0.165168769128044
840,54.68611145,25.2108345,-0.1638977710003001
705,45.5588,8.0564,-0.1636064612365824
499,34.77172,113.73961,-0.1623184613796255
1228,46.9631,7.46252,-0.1623180783788975
1101,42.056383,25.59345,-0.1621628333858595
1343,41.78472,-72.63167,-0.1621124287617747
1026,43.623608,1.438531,-0.16189779556708
959,47.513333,21.624444,-0.1616421401925935
248,30.8792,117.7439,-0.1607936211929749
976,45.56472,5.928333,-0.160779394611881
312,31.3019,120.591,-0.1581527454508548
302,30.558,114.2529,-0.1575809329900491
200,30.6145,116.9896,-0.1560380522836338
749,43.313,-7.6937,-0.155871098618049
1059,48.18169,11.46445,-0.154892826666352
703,50.02403641,15.76354885,-0.153689415392125
1251,35.59095,-78.4622,-0.1536088268983557
1425,40.304695,-79.50567,-0.153367093406755
1173,50.900317,5.986853,-0.1526991010307449
681,48.847917,10.096292,-0.1516727190572084
1023,47.44739,-0.550067,-0.1508316618768429
1126,49.079012,19.3025249,-0.1489048174478731
1186,44.564972,27.366081,-0.1481356015202559
272,37.0886,114.4704,-0.1458302822814864
771,43.3583,-5.8664,-0.145460965248525
349,45.7258,126.6411,-0.1446953729590901
136,34.4045,115.6458,-0.1446456181993428
387,39.6334,118.1725,-0.1408344472790617
149,33.5698,114.0055,-0.1400125361002807
884,59.20243,9.4871,-0.1388065998234557
419,30.3119,120.1197,-0.1363707164097864
21,41.3094,123.7169,-0.1362441819811465
265,47.7412,128.9102,-0.1348726917140372
181,34.5538,105.8945,-0.1348063868514471
1241,35.507225,-82.96362,-0.1344148172772413
82,43.8711,87.5525,-0.1342877206581618
269,39.6973,106.8174,-0.1339660198230717
378,43.9166,125.3325,-0.1336362814292642
952,46.951,7.44087,-0.1334416313108609
26,41.0879,121.1115,-0.133147944489893
340,32.02,120.87,-0.1315633031887128
285,40.8033,111.6572,-0.1312246145134614
487,46.098,85.6979,-0.130776483021665
891,42.516944,1.56525,-0.1287862556519191
971,49.438464,12.548869,-0.1279675132434383
921,48.773072,8.220214,-0.1272711438502201
1278,41.24045,-80.66272,-0.1272411516709907
728,49.442356,1.093789,-0.1270232834674575
1109,54.334944,-0.80855,-0.1255496576474722
700,43.610497,2.23015,-0.1246477763414311
336,31.2472,120.561,-0.1242821739886046
524,29.9833,103.0111,-0.1230398243263335
119,37.393,117.9776,-0.1218502089997568
679,48.899233,9.172792,-0.1207146053088457
480,27.5002,114.0997,-0.1200919992812618
876,44.99694,11.07083,-0.119614017945736
530,31.2827,107.5277,-0.1188931816546537
143,32.6494,110.78,-0.1184106743186308
1084,52.25534,8.05286,-0.1169195599712578
661,35.4828,112.8271,-0.1155747658227317
247,30.9412,117.8177,-0.1153559724459264
393,39.0927,117.202,-0.1149825240200694
159,30.6618,117.47,-0.1147959034810957
1125,47.565439,14.244676,-0.1131103804243627
719,47.27476,4.099476,-0.1122605360040537
1218,51.028931,7.004976,-0.1116479249056982
744,43.34639,-4.06417,-0.1107245867887158
445,27.6253,113.8493,-0.1098919450821149
777,46.13111418,14.99611517,-0.1091468763812524
1097,51.05833172,3.729298172,-0.1090668341267408
470,26.2714,117.635,-0.1074887934638815
11,46.408,124.902,-0.1071822127234643
713,53.028647,18.666103,-0.1046689863671122
655,30.5767,104.0594,-0.1044972606240603
164,35.7636,115.0312,-0.1037618394360787
1259,29.767998,-95.22058,-0.1035566641436068
319,38.9108,115.4713,-0.1034326619300069
281,37.8873,112.5139,-0.1030022857251992
1142,46.632142,27.730886,-0.1029408058286745
977,45.154075,26.818619,-0.1025911644350809
1296,43.4351,-89.67979,-0.1021624756845727
435,29.355,113.2117,-0.1014709971231031
486,45.6094,84.895,-0.1011245289349253
184,30.1256,104.6296,-0.1000600165509424
46,34.7965,114.2885,-0.0989120718747067
1062,51.321364,12.032141,-0.0966094707947619
1100,50.85671305,4.425760659,-0.0963313538857978
19,41.8822,123.9161,-0.0953206584280346
930,51.746848,14.33447,-0.0945985615310149
1273,39.70595,-79.012,-0.0935615899763536
1284,32.535294,-93.74704,-0.0934988188653381
1311,40.712776,-81.598335,-0.092264241607386
1052,57.70902,11.970241,-0.0917913910255885
611,36.5482,104.1465,-0.0911362056528722
1148,45.1619,5.7356,-0.0893227719500887
798,42.404687,12.857794,-0.0877040779709464
863,52.602056,11.850274,-0.0854716453803947
1128,45.371944,11.841944,-0.0850017519174878
1244,34.09396,-80.9623,-0.0841530460540422
306,39.9499,119.5897,-0.0839212492113843
1004,51.52229,-0.125889,-0.0838909032047536
607,29.2956,117.2461,-0.0819346187063898
1160,42.36831811,1.776783258,-0.0815204809839606
567,26.0746,119.317,-0.0797649893512957
1294,44.735977,-68.67075,-0.0777993093874251
557,32.6389,110.7258,-0.0771842427245061
714,53.134088,17.995712,-0.0770206955836222
775,46.06554495,14.51272032,-0.0759698334233868
226,39.9289,116.4174,-0.0759611110566386
469,30.8388,106.1087,-0.0742022137248053
941,47.04027778,14.330725,-0.0733101165482484
1117,51.0612777,3.77526239,-0.0731507654024966
962,45.957778,12.618611,-0.0731430695540499
1402,43.656765,-70.629135,-0.0728359021401612
1352,31.893913,-106.42583,-0.0727338778064608
805,46.05184,11.45389,-0.0726862767209062
1305,46.0519,-89.654,-0.0715653197339454
262,46.6554,131.1524,-0.0712827306721984
1162,45.96141,4.465711,-0.0703516836675203
1319,39.866833,-88.92559,-0.0700387297917016
682,47.809892,7.764528,-0.0691950996536674
879,41.53583,20.6989,-0.0687024568209426
1229,47.3815,8.56592,-0.068359781820978
633,36.5819,101.834,-0.0679967825256902
676,49.224167,4.020556,-0.067625636987642
1406,41.644066,-83.54616,-0.0668415502867344
540,28.2558,109.6414,-0.0653807951189316
1177,43.3665,-5.833,-0.065075096924376
471,29.7091,106.4522,-0.065036377177887
113,35.4216,119.523,-0.0647101575154232
293,37.7394,112.5583,-0.0645040407962765
547,44.5782,129.6115,-0.0644384587379895
1227,41.636078,25.379683,-0.0642093090983814
111,42.2554,118.8788,-0.0616863670650951
6,47.2988,123.945,-0.0615629102710783
434,29.4758,113.2621,-0.0614964925329133
850,42.637192,23.243864,-0.0613548927723149
1038,45.696736,27.211622,-0.0603047519525642
134,32.9735,112.5003,-0.0598191164970311
1035,41.554167,14.674722,-0.0598152666536829
1412,29.901035,-95.32613,-0.058677322473459
604,25.8481,114.9461,-0.0575007160368701
161,35.7511,114.2956,-0.053211623980873
553,24.8978,118.5972,-0.0524410818148435
324,40.8369,111.7516,-0.0511656259632437
764,45.869995,1.31,-0.0509078475595389
875,40.641111,-8.100556,-0.0507353028619181
724,43.32074,-3.11272,-0.0498781673305942
639,33.3942,120.156,-0.0482611604918291
1369,43.176674,-85.41661,-0.04638714794257
585,31.2864,120.628,-0.0455545154062287
965,45.59667,5.918611,-0.0451939666006733
784,55.072222,24.283894,-0.0439921565763873
420,28.1136,116.9822,-0.0437604754483678
388,38.0178,114.5331,-0.0424701550315795
1446,43.670834,-110.59947,-0.0414740323922009
163,35.303,113.883,-0.0376807159025052
1202,42.284,21.2738,-0.0370271793822054
1351,29.733727,-95.25759,-0.0357691847178128
1266,36.0388,-85.7331,-0.034170060596995
495,28.1944,113.0014,-0.0335944192479288
1450,43.34317,-87.92087,-0.0332123252405141
367,45.7733,126.689,-0.0322188704167386
536,23.4835,111.2711,-0.0314695049136037
715,43.6287,0.179069,-0.0288625718648001
1429,40.689255,-122.40219,-0.0282667783779697
701,46.13167,9.56639,-0.0281746590710299
910,49.20272446,16.61628723,-0.0280562505811763
368,45.5419,126.979,-0.0276725041895772
945,48.27329,14.31479,-0.0266492112195689
1089,48.12027778,14.878333,-0.02444484672809
582,29.5462,103.7723,-0.0224611820630677
768,50.429014,21.277367,-0.0223409138855974
1252,42.416637,-83.90218,-0.0204667599350299
951,47.4387,8.57012,-0.0203310950227388
512,25.0925,104.9022,-0.0159271489210291
515,26.8956,112.6211,-0.0132962490365474
766,45.848333,11.569167,-0.0132756936443932
243,32.9673,117.3533,-0.0118332931791179
436,28.9703,111.6975,-0.0116171453197592
776,46.651838,16.196777,-0.0112297873582226
809,45.83611,8.80417,-0.0098933643521139
264,47.4311,128.5159,-0.0077031958004072
823,45.1763,7.7116,-0.0068305353212251
1191,48.445553,0.110833,-0.0067221642146346
53,30.3544,112.2008,-0.0065307429584531
