,lat,lon,EVI2_Onset_Greenness_Maximum_1_aot40_r
1166,41.04,21.3564,-0.1945626620377273
382,39.9295,116.3392,-0.1945583131571453
904,50.78944397,14.08679867,-0.1923790724930067
641,24.7791,113.6735,-0.1923116466690498
712,52.029194,23.149389,-0.1910635647806366
1422,44.616943,-86.109406,-0.1905965053139187
744,43.34639,-4.06417,-0.1905708998196069
1307,43.7775,-91.2269,-0.1893701457031555
104,36.0714,111.5028,-0.1887762086220445
1432,36.60843,-83.73694,-0.1884324833619097
88,34.3474,108.935,-0.188159268404437
180,36.1911,113.1569,-0.1878483908530967
566,28.0089,120.634,-0.187248746461255
813,47.04735,16.07905,-0.1855576969307893
383,39.9611,116.2878,-0.182064274211457
847,41.97833,21.47,-0.1797230792559967
695,49.50260925,18.53856087,-0.1788368641292038
1160,42.36831811,1.776783258,-0.1779829325895438
746,42.14326062,2.510206967,-0.1770757507828983
66,39.8129,110.0023,-0.1767936086915183
1243,35.438557,-81.27675,-0.1765854358206569
1231,46.34072,2.593945,-0.175951850743766
1238,40.6646,-3.7739,-0.1758694560894678
1101,42.056383,25.59345,-0.1757427808364361
1188,53.59617,8.09059,-0.1740573943769352
1110,53.40337,-1.752006,-0.1740385801800716
473,26.6272,118.1756,-0.1722378339178898
1384,42.334984,-89.03777,-0.1714744457971924
954,67.878588,21.062962,-0.1706328911977301
785,60.608299,15.6294,-0.1703501458951501
839,48.247222,20.616403,-0.1699889921377826
1284,32.535294,-93.74704,-0.1693992506920355
1329,32.726658,-103.12292,-0.1681656872103286
242,32.8911,117.4185,-0.1671048326375987
1362,41.265556,-75.84639,-0.1669712048773373
1317,42.060284,-87.86323,-0.1645538313833087
1054,40.62984,-3.17159,-0.1641541103321946
1027,49.90167,2.304597,-0.1628527451306186
489,36.881,118.746,-0.1627699494639576
866,50.979455,11.037924,-0.1610099690864028
131,33.6128,114.6613,-0.1608534213862295
353,41.7867,123.4678,-0.1600577511150173
1291,39.9878,-79.2515,-0.1595011939978469
368,45.5419,126.979,-0.1592074363750432
1351,29.733727,-95.25759,-0.1579625700018903
325,33.5981,119.036,-0.1571014917651847
1328,41.05192,-73.76366,-0.1566726055511466
540,28.2558,109.6414,-0.1563760612458692
945,48.27329,14.31479,-0.1553913650307781
338,31.3708,120.641,-0.1553433183367098
1355,39.80933,-80.26567,-0.1549357113282375
1381,38.548138,-82.73116,-0.1545187761730813
971,49.438464,12.548869,-0.153318761503912
52,30.3197,112.2494,-0.1522752688892346
1087,50.383217,8.060998,-0.1507930307997938
36,34.493,109.4636,-0.150434471104571
205,41.998,121.6094,-0.1485450239181118
750,43.2757,-5.596,-0.1466431664816794
416,28.2264,117.0222,-0.1458662327622296
1029,42.53417,12.52194,-0.1457075761564094
572,38.4418,106.2266,-0.1450923838912626
943,47.05917,15.016667,-0.1425340049240566
428,30.7819,111.3275,-0.1420466328193295
1304,34.474525,-85.408844,-0.141397752197622
253,47.3086,130.2684,-0.1412842798447905
237,50.2341,127.5144,-0.1397633383477844
1019,52.437165,-1.829999,-0.1381928403300336
258,47.3416,130.2537,-0.1379441617951865
727,47.651725,23.570508,-0.1372936137429365
561,29.6547,116.0172,-0.1372767304513637
393,39.0927,117.202,-0.1370941412498737
729,46.072224,5.820833,-0.1364079817526594
14,31.6837,118.5092,-0.1343172140034902
41,35.0697,109.0697,-0.1341363733974888
1252,42.416637,-83.90218,-0.1339094042824709
265,47.7412,128.9102,-0.1338323218902516
125,37.5639,121.2514,-0.1335973408494814
1068,47.145014,23.877389,-0.1330887300843114
1177,43.3665,-5.833,-0.1327361799816812
792,45.760833,11.736667,-0.1320583712330648
10,44.5462,129.6386,-0.1314013616182186
581,42.0353,119.2658,-0.1307895813418031
1261,35.63348,-83.941605,-0.1307283339889637
1005,44.7037,8.0333,-0.1305651233955657
705,45.5588,8.0564,-0.129695079147127
541,27.7044,111.9892,-0.1284563722138209
1413,41.094967,-85.101814,-0.1284104810752132
378,43.9166,125.3325,-0.1275890887707308
377,43.9027,125.2863,-0.1265199806953414
549,28.9398,118.8692,-0.1257465829225757
817,47.8055556,13.043333,-0.1255579181357193
854,42.666508,23.400164,-0.1254890139362705
349,45.7258,126.6411,-0.124022369611713
532,27.725,111.9975,-0.1233028740221384
921,48.773072,8.220214,-0.1230074943121692
1341,29.625557,-95.26722,-0.1216843522958203
1021,45.89,0.9,-0.1215187235455673
153,32.8929,115.8277,-0.1201445351698257
99,40.0844,113.2711,-0.1194252062873313
1323,43.14618,-77.54817,-0.1189758661241268
61,41.0931,123.011,-0.1178033247135207
179,44.3075,86.0697,-0.117702284696484
913,50.08148193,14.4426918,-0.1171489910639961
1316,29.632057,-98.56493,-0.116628416741987
291,37.8195,112.57,-0.1160822866699669
281,37.8873,112.5139,-0.1159291657758006
345,34.2384,117.1918,-0.115883829224383
1342,29.583048,-95.01554,-0.1156118912177213
784,55.072222,24.283894,-0.1148180578330255
1137,44.82112,20.459113,-0.1146519873613772
1077,43.21291,-3.1344,-0.113596003142879
758,45.47833,9.23583,-0.1132613168055129
591,36.61763,114.5129,-0.1114532841708719
1296,43.4351,-89.67979,-0.1111145072251144
190,31.2124,107.4644,-0.1107454512835652
752,45.3189,8.4024,-0.110196921694536
1338,38.48123,-77.3704,-0.1099460247015534
1379,32.50996,-92.046196,-0.1098722897912274
1282,35.500103,-82.59986,-0.1091818713548813
398,29.7166,106.6205,-0.1087490213281319
440,29.3547,110.5594,-0.1083468417768858
1275,41.55523,-81.57526,-0.1076145373928821
972,46.934128,26.38925,-0.1070573415919796
1435,41.49212,-81.67845,-0.1069300657902767
623,33.5828,114.0138,-0.1068213583364442
1303,33.588547,-84.06961,-0.1059410364112312
628,34.5023,109.4259,-0.1056773577203171
1136,42.45639,14.23472,-0.1035282800686419
1414,40.046665,-76.28333,-0.1029494994704742
812,47.27129,11.4169445,-0.102005528339161
1141,49.672507,9.001981,-0.1009266665136996
479,27.7019,106.9242,-0.1005663349643299
1007,48.9964,1.7033,-0.0991138909452819
1256,39.48599,-87.40131,-0.0988742773278951
1155,43.26444,-4.06278,-0.0986179928583373
294,30.7478,120.726,-0.0980217523633264
1,41.1442,123.0485,-0.0977062558174808
1394,33.553055,-86.815,-0.0975826836231002
1451,33.9828,-111.79871,-0.0974881806796191
285,40.8033,111.6572,-0.0964769911521519
1363,35.96497,-84.22317,-0.0957466141161559
225,37.6945,112.7532,-0.0945662308353499
1263,36.019184,-83.87381,-0.0941166084199462
660,36.1851,120.3905,-0.0904167335060153
1380,44.310555,-84.89187,-0.0896027678711231
779,45.93766834,13.91156335,-0.0884499579510659
797,46.7675,15.956111,-0.0881034407292957
741,59.4944458,25.9305687,-0.087602138039625
590,37.9844,106.2025,-0.0856387912934564
834,48.257474,13.03923,-0.0853502308127163
395,39.1082,117.237,-0.0838888745662206
107,37.8486,113.5819,-0.0834283191270214
2,43.8306,126.555,-0.0826488697179083
1070,48.889039,8.665536,-0.0814565078491193
76,40.7514,120.8392,-0.0803645297330886
1250,44.18089,-85.73898,-0.0799019579392245
672,52.420319,16.877289,-0.0794305047184059
627,22.5978,114.297,-0.0786357180732882
71,40.1503,124.4256,-0.0784729989315693
1247,35.0608,-83.4306,-0.0784378708083771
709,52.407578,20.955928,-0.0780321708424887
895,47.64892,-2.76399,-0.0771452872663969
358,41.6989,123.4231,-0.0765824983201802
1454,39.96528,-76.69945,-0.0765391011880185
870,52.800773,10.756733,-0.0748347360379293
243,32.9673,117.3533,-0.0729099931936278
18,41.8491,123.7977,-0.0708576870205501
1144,42.58194,12.62361,-0.0700051750658247
578,39.1067,117.1941,-0.0689325183407963
1368,34.530716,-86.96754,-0.0679058392238037
1322,40.816,-73.902,-0.0661425348325992
701,46.13167,9.56639,-0.0655978598340214
245,32.633,116.8281,-0.0655245990897465
451,26.4365,106.6555,-0.0644086407853996
806,47.128863,10.034324,-0.0635772450422849
959,47.513333,21.624444,-0.0626684962168999
1389,39.40745,-94.26537,-0.0618675968595032
995,53.56414,9.967882,-0.0609064752460065
679,48.899233,9.172792,-0.0602770799586184
749,43.313,-7.6937,-0.0597630926143175
852,42.432356,25.637389,-0.0595502997933082
962,45.957778,12.618611,-0.0586718843757025
1297,48.5103,-113.99681,-0.0565891538771693
677,43.2561,-5.7759,-0.0547567556578436
880,45.0028,7.8375,-0.0536792146530814
1026,43.623608,1.438531,-0.0534425735993042
1059,48.18169,11.46445,-0.0514506063471992
464,31.354,119.818,-0.0490508055559723
681,48.847917,10.096292,-0.048339537324748
937,57.8634,11.9216,-0.0476951147342698
808,48.782852,20.987197,-0.04545438162864
1113,54.97825,-1.610528,-0.0454214321332134
1139,50.66109467,14.04306316,-0.0446054812710667
127,36.7023,119.1437,-0.0442574843097327
119,37.393,117.9776,-0.0392763888963303
33,34.3739,107.1186,-0.0374381887033687
361,32.4625,119.9189,-0.0367183520602608
111,42.2554,118.8788,-0.0366112590542725
147,30.9891,112.1969,-0.0355251339988249
832,48.53111111,14.57472222,-0.0353493967853681
1097,51.05833172,3.729298172,-0.0332626594290648
802,49.119442,6.180833,-0.0312354076983894
307,30.6189,114.282,-0.0301931763534205
312,31.3019,120.591,-0.0301689528457144
560,34.343,106.0055,-0.0300185363649051
341,34.5885,119.176,-0.0299626604306053
891,42.516944,1.56525,-0.029171655147512
1050,46.522,6.63963,-0.0274397368709739
430,29.3578,113.1094,-0.0274126404189564
48,33.742,113.3257,-0.0271431253027067
1032,45.60222,9.27611,-0.0263364833770034
1439,39.310833,-76.47444,-0.0258213808841285
794,65.04338,25.4979,-0.0249418109287438
1426,30.848612,-85.60389,-0.0245606323117341
283,33.6067,118.989,-0.0245401149942166
185,31.6908,113.3833,-0.0226015996000532
93,34.9976,118.2794,-0.0224124430576497
1324,40.283092,-74.742615,-0.0217142518704406
363,40.8062,111.7276,-0.0210332246115097
704,45.569,8.1876,-0.0195867815066078
204,38.8411,105.6985,-0.0195533965447559
522,36.1758,117.1089,-0.019354455840364
718,41.096667,-8.555833,-0.0180799614831654
1071,47.664361,9.169289,-0.0171820555062723
380,38.8639,115.5086,-0.0170179029080731
944,47.04472222,15.15277778,-0.0161190387768332
1377,43.97462,-70.12461,-0.0150509953531531
886,53.246535,6.608937,-0.0146901477304354
461,32.6524,117.0067,-0.0138986321290278
997,55.862281,-3.205782,-0.013822001274827
374,43.8805,125.3297,-0.0117871455889962
1031,45.226667,11.665833,-0.011775396933011
157,31.7905,116.4996,-0.0116468083407809
1352,31.893913,-106.42583,-0.0107650978071898
492,26.3108,117.7275,-0.0094871666093715
370,43.8325,125.1761,-0.0054563677408558
269,39.6973,106.8174,-0.0051614186491579
803,48.16206944,16.52561389,-0.0038319962519101
1251,35.59095,-78.4622,-0.0027255127022583
1335,42.09142,-77.20978,-0.0020116023232868
1302,37.1655,-78.3069,-0.0020009753575992
938,56.672901,12.8576,-0.0011759895790455
936,50.85780611,4.288706017,-0.0003847874482076
856,42.680558,23.296786,0.0011957178631816
1427,39.52508,-119.80772,0.001408407160373
918,48.904228,11.948795,0.0031476571542964
130,32.1195,114.0775,0.0035664118925307
966,51.406846,6.965589,0.0037489769820959
737,49.233464,6.987601,0.0049455985761775
544,39.7443,98.5061,0.0067604950900644
1396,34.015434,-84.60742,0.0071156442830836
927,54.88361,-1.406878,0.0076184385718922
1153,41.63528,-0.89361,0.0087213650833521
1098,51.15013609,3.80873543,0.0092718729192815
985,49.351124,8.423,0.0094508455241993
322,36.6114,116.9862,0.0125165715863425
1300,33.43395,-84.16181,0.0132754877986604
663,31.6449,118.5024,0.014259694693758
958,47.0495,6.97915,0.014368043949126
446,27.6434,113.8385,0.0144035273975022
821,45.1758,7.5602,0.0174004310328563
274,38.3254,116.8584,0.019917461115398
874,45.60822,5.270872,0.020102096788423
562,22.2281,113.299,0.0203202201093776
470,26.2714,117.635,0.0210898516970584
211,41.5881,120.4318,0.0230311990874625
1279,39.9428,-81.3373,0.0246327495417036
980,51.317905,12.297411,0.0272927074729957
1325,44.08747,-75.97316,0.0276124466042242
1330,40.92458,-75.06782,0.0278911113748228
37,41.7166,86.1972,0.0285170358362071
686,48.610363,7.781631,0.029359600166792
102,36.0783,111.5531,0.0294873425505848
1292,35.320107,-97.4841,0.0305820181200603
1112,44.92467,10.5172,0.0308451405748972
1038,45.696736,27.211622,0.0359639566236797
662,35.4887,112.8508,0.0361237408623309
1259,29.767998,-95.22058,0.0398981267818802
1409,43.54792,-96.70077,0.0436575192851782
994,49.872303,8.664619,0.0443580669977011
656,36.0822,111.5169,0.0444591365628527
135,32.9692,112.548,0.0461735993433439
1333,40.06483,-74.44405,0.0464099299965798
1181,50.30886,2.807369,0.0464710111587905
1255,38.013332,-87.577225,0.0468676811335882
42,34.6258,112.4267,0.0468963239124705
646,36.6331,117.9592,0.0469801244274357
356,41.8411,123.5903,0.0474120987922803
101,36.2125,113.0886,0.0492384430080582
1312,32.364567,-88.73149,0.0492770122716344
1197,44.429489,24.351389,0.0499158637635043
1115,59.316007,18.057807,0.0502717663549546
1349,43.1818,-87.901,0.0534404774760602
857,47.430833,19.184175,0.0535202223357933
725,49.02134,1.148319,0.053705739336067
964,49.300731,8.700103,0.0556828619962496
992,47.538193,6.868361,0.0559708782289849
642,24.7733,113.5824,0.0563620131335199
421,27.8246,114.9231,0.0563703272428454
423,32.0754,118.7997,0.0564102457429366
791,56.00833511,21.88694763,0.0569568625011108
553,24.8978,118.5972,0.0571874869232556
142,32.395,111.0419,0.0576840752365164
1083,40.314518,-3.716868,0.0581647452379136
764,45.869995,1.31,0.0583158580638203
122,36.8194,118.3092,0.0601426826929266
251,46.7975,130.3258,0.0630576567656482
531,29.5822,105.0406,0.0638687190922247
520,30.1506,104.6356,0.0641602742768446
113,35.4216,119.523,0.0648798081731507
639,33.3942,120.156,0.0659640893117614
369,45.8167,126.561,0.0665503132592632
365,43.7783,125.245,0.067381154190273
94,35.0888,118.3956,0.0718729747791127
629,39.8261,109.9486,0.0722910073748345
1285,30.700895,-91.05607,0.0736451162060357
876,44.99694,11.07083,0.0741435382128732
515,26.8956,112.6211,0.0741743558170617
523,29.9775,102.9905,0.0741799207379656
1082,50.16443,9.399441,0.0757662806889519
894,50.159406,19.477464,0.0764948586508374
941,47.04027778,14.330725,0.0773940474028437
507,27.2272,111.4328,0.0781969496392459
487,46.098,85.6979,0.0796646913582573
747,46.671307,5.556806,0.0801815491967974
106,37.8731,113.4894,0.0807328754870238
329,31.3008,121.467,0.080921126011964
1289,35.379166,-82.7925,0.0815715894191152
337,31.3097,120.669,0.0815818864517187
811,43.39873,6.075611,0.0816376748353607
96,35.2464,115.4208,0.0837952469612515
59,30.8023,106.0789,0.0860203375573697
1420,35.158688,-78.728035,0.0862736520631819
1443,39.399837,-119.73961,0.0863529087136043
148,33.5698,114.0261,0.0887116549023999
271,37.0851,114.5237,0.089212248377252
1400,30.439722,-84.34639,0.0895521934615402
490,36.864,118.78,0.0904059520199482
63,41.1196,123.044,0.0908633763565525
1234,50.44914,2.9,0.092486382742339
234,42.8845,125.1358,0.0936963306946525
694,54.124819,22.038056,0.0940844689043218
1287,36.109005,-79.802315,0.0947945645635094
858,42.732292,23.310972,0.0955045611802631
733,48.051117,7.011114,0.097394703495743
85,34.2629,108.993,0.0984961301327095
1326,42.68075,-73.75733,0.0993347407030983
1025,40.67354965,22.89343834,0.099640817444779
335,34.2778,117.2933,0.1006355050726917
1444,45.25928,-122.58815,0.1008892249641153
1159,49.851334,3.284,0.1031450857118871
916,48.397079,10.008293,0.1036995953258845
526,27.8851,102.2685,0.1038567787846483
822,41.99917,21.44084,0.1042786630094414
481,27.8403,112.9118,0.1052319371151221
1138,52.401352,13.059945,0.1063969041724386
680,44.9089,8.2055,0.1071336537510307
786,46.80138889,13.49388889,0.1075025164441135
214,46.0656,122.0392,0.1081311434547925
739,49.357861,6.73354,0.108581029304557
1014,50.32276,3.39593,0.1086368719219753
1078,41.03028,21.33667,0.1088188747162047
224,39.3197,112.4258,0.1100434432187863
1337,38.20087,-77.37742,0.1111704347650519
136,34.4045,115.6458,0.112008926337985
209,42.3022,123.8139,0.112969253700695
1102,50.010325,8.451527,0.1134906739188809
732,45.9225,6.87,0.1136844769450342
583,41.7347,123.2444,0.1138943131688287
1046,40.33639,-1.10667,0.1177149911101329
1212,42.36417,13.38306,0.1180512774481739
1270,41.515053,-81.24991,0.1193458577656116
845,47.561944,18.960008,0.1195916344922964
1055,49.73244858,13.40228081,0.1204758807816356
184,30.1256,104.6296,0.1205630564521321
1175,46.329586,-0.458889,0.1209354155341438
836,44.79361,10.33167,0.1211151442955473
452,24.5058,118.0936,0.121860602151251
912,50.04613113,14.33141327,0.1226677498718439
1161,50.876983,18.416878,0.1233122887076982
1272,40.084515,-82.81558,0.1237458312656881
735,45.475327,4.515003,0.1241324462299112
141,30.2092,115.0307,0.1243851013233911
771,43.3583,-5.8664,0.1280136679357652
83,34.3731,109.2186,0.1281256295277253
186,30.2981,109.4978,0.1282518148238153
1372,46.81826,-92.08936,0.1327307461319192
608,27.5444,109.9453,0.1327423897188206
1086,50.13577,8.92157,0.1331127214598417
386,40.217,116.2296,0.1351427312419147
220,35.4936,112.8318,0.1352286666869876
1244,34.09396,-80.9623,0.1355752817437984
513,25.0992,104.8811,0.1364833459443218
154,32.8605,115.8554,0.1371160621606285
514,28.6842,115.9314,0.1422090128576071
1118,50.65844442,5.627835291,0.1434251862081431
933,46.401944,13.011111,0.1452528736057644
178,44.2967,86.0497,0.1468430947446552
181,34.5538,105.8945,0.1475604380557824
1023,47.44739,-0.550067,0.1480315522359541
372,38.8661,121.5213,0.1480818597026203
963,49.462229,11.0248,0.1482978585578592
139,30.2006,115.0817,0.1493226074282324
900,66.3217,29.40157,0.1495495867794126
64,40.6821,109.8538,0.1542980354091553
1045,41.932892,12.506947,0.1543199329025425
1074,43.5512,-5.9197,0.1547343008433426
187,32.4287,105.8628,0.1554064449902603
1391,39.749027,-86.18627,0.1557293350901132
334,31.2284,121.533,0.1568074792626261
459,31.656,120.734,0.1569709421135025
1318,42.04915,-88.273026,0.158166486386075
1207,38.748611,-9.148889,0.1582685067695957
503,26.2331,111.6236,0.1608500949848058
1095,47.86194444,15.32194444,0.1631623719964518
742,45.871406,22.908594,0.1658093104588419
98,40.0917,113.3444,0.1699659445423565
1401,30.681719,-91.36625,0.1699956218287998
875,40.641111,-8.100556,0.1718543465266744
247,30.9412,117.8177,0.1719603618872683
1036,51.360755,9.271233,0.1724890261641209
1419,41.645382,-70.89751,0.1732922851328663
115,34.7837,117.2852,0.175516947887438
51,30.7856,106.1064,0.1781145457455418
1084,52.25534,8.05286,0.178126008664432
654,28.4586,119.93,0.1782934706759594
726,43.3069,-5.7057,0.1802915959020686
849,47.676111,17.649736,0.1820139905632515
1288,30.229652,-90.96563,0.1823145840088025
1387,33.317142,-86.82575,0.1864294411340393
1165,43.0819,-1.9127,0.1888691783362744
236,32.8977,117.3145,0.1890714993911209
460,31.882,120.55,0.1901663292793798
149,33.5698,114.0055,0.1927432576570985
703,50.02403641,15.76354885,0.1932344658817471
961,50.79664963,4.358623958,0.1932516536052386
1000,48.021657,12.538174,0.1936417544796271
160,35.9019,114.17,0.1939082295448518
976,45.56472,5.928333,0.1962937265333553
45,34.7781,114.3389,0.1968434554901841
1108,40.3419,-3.8337,0.1993274844326853
801,45.463333,10.480833,0.1993543490685395
798,42.404687,12.857794,0.2014615986360609
360,40.7612,111.717,0.2015429387182548
1253,48.41252,-92.82922,0.2036262826579044
782,42.157856,11.908954,0.2051753379444938
1343,41.78472,-72.63167,0.208308609301746
29,36.6028,109.4761,0.2086113432936357
114,37.4674,116.3032,0.2107208948436532
511,26.8919,112.6006,0.2124914870411192
965,45.59667,5.918611,0.2130284757860625
255,45.6077,122.7911,0.214515309534798
1365,41.61524,-71.72,0.2174591895761367
1438,35.206112,-111.65278,0.2181964688851295
15,43.8245,126.5052,0.2184732002485785
765,45.809998,2.06,0.2208299884324096
435,29.355,113.2117,0.2209253420372686
140,30.2019,114.8988,0.2211020347147038
384,40.135,116.6636,0.2214248457031577
161,35.7511,114.2956,0.2216376422778308
304,36.6116,114.5302,0.2221615235673712
984,54.09323,10.240596,0.2248980584748893
287,33.9592,118.2442,0.2270426677731007
1016,42.42212,12.109196,0.2281687496629397
502,28.1322,113.0178,0.2283416055757963
172,42.9418,89.1904,0.2288186450334612
1294,44.735977,-68.67075,0.2295124067356818
736,49.254344,6.867744,0.2301851855800096
434,29.4758,113.2621,0.2320274989075446
1269,44.351696,-68.22698,0.2326441511619262
926,52.644169,13.483079,0.232948048895181
55,31.4668,104.6697,0.2337968099495338
44,36.0681,114.361,0.2341854315650105
1356,39.96111,-77.475555,0.2378972782690717
1168,43.79306,11.09778,0.239558236980285
827,45.193889,9.164722,0.2398895143451465
1056,43.1788,-6.5527,0.2400371651891711
449,31.155,120.636,0.2403569700925406
215,40.761,107.4212,0.2408100421261301
118,37.3803,118.0062,0.241420825508162
87,34.2322,108.8922,0.2419668187772297
103,37.4236,122.1214,0.2421888728619023
275,38.2991,116.8842,0.2423161486025827
547,44.5782,129.6115,0.2424630006052957
621,27.583,110.0394,0.2426269540466264
4,47.3386,123.9488,0.244649961689389
453,26.567,101.7227,0.2460269074151427
252,45.1214,124.8006,0.2465116710908779
339,32.0005,120.86,0.2472662397520502
795,48.2702,16.2972,0.2474482617555466
1436,28.332226,-82.30564,0.2476483630325266
1260,32.82006,-96.860115,0.2536467239039603
1453,32.41281,-86.2634,0.254372845372676
1276,38.81194,-76.74417,0.2561993788812995
174,42.8172,93.5128,0.2566675424151263
1383,39.117218,-94.635605,0.2583245365675808
1366,42.86183,-71.878624,0.2588783598052311
1267,35.85611,-78.574165,0.2594574332749206
1410,29.68639,-95.29472,0.259885612735428
80,40.6532,109.8756,0.2606824436685221
79,35.0532,118.3429,0.2607416103289717
1295,41.6175,-87.199165,0.2617344605325877
1320,40.136337,-111.6605,0.2636235559821493
191,31.8896,102.2502,0.2636820361316401
3,47.3636,123.9305,0.2648216699446449
776,46.651838,16.196777,0.2665850062676733
132,33.6347,114.6758,0.2679546622060297
908,49.73508453,16.03419685,0.2680615494655576
1421,39.46048,-76.633545,0.2683739615726168
855,42.142889,24.765239,0.2701791112525279
594,34.6972,119.3581,0.2703027511105047
56,31.1208,104.4239,0.271744426636059
751,49.259552,2.474397,0.2740298991946585
1246,33.342224,-81.788734,0.2744119456683411
859,43.305286,5.394716,0.27446024571764
437,27.9153,113.0048,0.2757085973471997
853,41.694342,24.738078,0.278685345214722
506,27.7344,109.1839,0.2795457790124238
418,28.2642,117.0564,0.2795783973687118
600,26.5917,104.83,0.2799974875028466
610,30.8955,120.0875,0.2804020628034233
156,31.7643,116.4738,0.2832998055634863
462,31.955,119.18,0.2844016802811679
280,40.9763,117.9392,0.2861435243306828
546,30.9285,113.9153,0.2875679003908776
860,43.28334,5.511384,0.2906631640641066
831,45.148333,9.940278,0.2926220860212454
603,32.4535,105.8945,0.2927796843871533
1028,44.39703,8.20604,0.2929459150590476
488,43.9174,81.2996,0.2964232735774451
74,41.1489,122.0303,0.2974686841373341
425,29.9572,121.713,0.2984457620738667
196,38.2911,109.7456,0.2993681286317559
176,41.1551,80.2613,0.2994106353115624
260,47.3382,130.1097,0.3005027591838132
534,28.2053,113.0792,0.3019666520976094
231,38.4519,112.7383,0.3040884335401406
201,30.5119,117.0331,0.304977464057518
38,36.6868,117.532,0.3070371864837474
1374,42.19438,-72.555115,0.3079921308995448
1099,57.810833,15.564736,0.3105690140025529
173,42.9559,89.1673,0.3110906284763188
848,46.62936,14.28931,0.3135024171456335
278,39.5111,116.6708,0.3167647566182911
835,48.39167,13.67085,0.3174975278175029
1242,35.2318,-77.5669,0.3179677535993633
1382,38.06503,-84.49761,0.3203517773544959
556,29.5698,115.9773,0.3205678597930462
34,34.3622,107.2386,0.3214840938278396
97,35.2375,115.4747,0.322319128571042
748,43.2941,-5.6796,0.3229630316869368
457,36.253,120.014,0.3249601884023491
953,45.69802778,18.83463889,0.3261481536437751
1073,48.507703,9.051178,0.3265067185671916
264,47.4311,128.5159,0.3268948969805043
539,28.3169,109.7325,0.3276117015489905
1449,27.946688,-82.731766,0.3279719868920311
326,45.7319,126.685,0.3288458954819261
907,49.40159607,15.6102457,0.3296185934475247
486,45.6094,84.895,0.3335816452057244
928,51.5645,14.3764,0.334603026954767
65,40.6288,109.8642,0.3355462506996717
1111,47.47706,11.05722,0.3375848534223759
570,27.9939,120.6748,0.3376199055355759
1358,40.24699,-76.846985,0.3378239613156176
1223,47.0677,8.30068,0.3395807203216966
152,32.2786,118.3244,0.3453126444823994
723,46.19583,6.240556,0.3461886319540592
580,30.4519,114.8858,0.3484103894882807
1441,31.188932,-85.423096,0.3517777636698324
257,45.3039,130.9429,0.3522247141073681
1306,44.70735,-89.77192,0.3522398539152309
901,48.68817,6.190431,0.3588749352346554
1360,40.107224,-74.882225,0.359711716821103
738,45.431539,28.054742,0.3606925302145991
919,48.376576,10.88837,0.361242230822792
692,47.660056,9.485675,0.3695846755024244
1392,38.71085,-90.47606,0.371613206525319
1193,42.39197569,2.842138412,0.3720066283505401
169,37.9251,102.6201,0.374679962988625
1125,47.565439,14.244676,0.3763685300987539
177,39.4467,76.0072,0.3772649323347892
250,50.2524,127.4833,0.3775303799404991
699,49.45165634,17.45415878,0.3780093253958725
467,29.334,120.04,0.3791209664997502
284,33.5039,119.135,0.3797674242238796
331,31.5475,120.354,0.38237164397687
884,59.20243,9.4871,0.382449668734171
17,41.0821,123.022,0.3827328230472648
239,46.6365,126.9785,0.3833983083531936
873,55.39638901,10.38917255,0.3839599288330413
1208,44.386558,23.733658,0.3865232392863909
1314,30.085262,-93.76134,0.3887478110129767
1004,51.52229,-0.125889,0.3909188872144703
1361,41.44278,-75.623055,0.3912263141735705
289,30.4183,120.3019,0.3921831816368921
906,46.08253,10.95804,0.392341531556834
571,25.0492,101.538,0.3950594385150082
476,46.7432,82.9994,0.3955669184877711
414,26.585,101.7169,0.3956454681118643
69,40.6655,122.167,0.3980810968642671
1237,41.9356664,2.238568301,0.4025642129116829
366,45.7667,126.635,0.4042257776425041
1406,41.644066,-83.54616,0.4045821543599686
197,38.2839,109.7289,0.4048604005027084
688,45.1828,5.7531,0.4049580621773293
189,31.1986,107.5082,0.4078494873203118
376,43.8463,125.2841,0.4085830821650996
444,25.2697,110.2819,0.4096431932270444
552,28.6542,121.419,0.4109200526285546
743,58.370556,26.734722,0.4109842633528687
62,30.7236,103.9728,0.4129425816226368
456,29.7178,118.327,0.4176427091008855
1131,46.112775,24.22805,0.4204908325251235
263,46.5656,131.12,0.4214402239235346
1455,38.23887,-82.9881,0.4224845031008583
343,32.1028,118.9125,0.4226701838526817
128,36.1937,117.1437,0.4237132432063643
1405,43.577602,-116.178154,0.424611504305851
896,43.1804,-2.2682,0.4253223990098225
203,43.9311,116.0781,0.4263131486936388
1186,44.564972,27.366081,0.4275583569664752
272,37.0886,114.4704,0.4287578331780416
143,32.6494,110.78,0.4287895383539367
1298,64.84569,-147.72742,0.4292348502710245
1145,50.42864609,14.91385937,0.4293487998638221
441,29.5102,106.5777,0.4301580576806361
1187,43.285,13.42861,0.4326510120239576
133,32.9917,112.5192,0.4328603477593093
1403,29.939613,-89.92388,0.4333109671052576
915,44.4122,8.1695,0.4342335532012813
49,33.737,113.2919,0.4398209938253888
413,28.7199,104.5742,0.4407169785904715
16,43.8358,126.5844,0.4411252568668115
620,27.7314,112.0194,0.4428679191138421
577,30.6558,104.0219,0.4469412564883643
364,38.9511,121.565,0.4471134549098198
277,39.5269,116.7244,0.4474402668928361
1354,40.814182,-79.56475,0.4479941485859555
922,47.649258,26.249011,0.4486984779602651
262,46.6554,131.1524,0.4487700601635535
