,lat,lon,EVI2_Onset_Greenness_Maximum_1_aot40_r
697,49.66958237,12.6778841,-0.5493947717087299
664,34.6692,112.3628,-0.5481555977947505
708,43.09625,-0.040497,-0.5473917929039273
241,32.9427,117.3605,-0.5468391803635202
100,36.1989,113.1031,-0.5466457918917775
551,33.015,114.0114,-0.5431993535283446
298,34.77134,113.65724,-0.5430796204534049
1205,39.48963,16.3868,-0.5382178685409493
1274,41.53694,-81.45887,-0.5380238873913972
1183,51.303394,6.819887,-0.5373815572223282
468,47.8517,88.1264,-0.537335854700773
1042,53.924712,9.532635,-0.5366195743773707
472,35.176,113.2467,-0.5365109681250109
1310,45.2384,-86.994,-0.5355305649916186
1003,48.77586,5.162789,-0.5332987961236285
622,39.2474,117.7918,-0.5326865134822545
68,40.6511,122.215,-0.5306420364915305
1037,49.83918762,18.26368904,-0.5288841468387984
1209,50.912475,15.31219,-0.5282151709422466
1104,51.75816,10.61248,-0.527033784914647
200,30.6145,116.9896,-0.5242514361691545
558,29.7535,116.0721,-0.5230251335427155
1063,48.326013,10.903051,-0.5225013686441867
820,48.753179,21.245046,-0.518355717726834
1216,51.54052,5.85307,-0.5181452330643719
482,31.5031,120.242,-0.517039193769669
557,32.6389,110.7258,-0.515965841283892
73,40.1092,124.3633,-0.5156395538921383
412,25.8333,114.9322,-0.5137989062857448
923,51.054558,12.141322,-0.5118788009438733
1433,40.56252,-80.503944,-0.5110437204843361
1415,30.419806,-91.182014,-0.5082997898177227
759,45.84083,9.34889,-0.5082764863006913
687,45.183611,11.311389,-0.5072244512419414
1100,50.85671305,4.425760659,-0.5065514675152449
404,24.8886,102.8204,-0.505494681429947
788,47.541944,19.146122,-0.5052368765072173
1424,42.27807,-85.54189,-0.5048794462707261
969,51.453459,6.86505,-0.5039053193251798
952,46.951,7.44087,-0.5035906125330712
310,36.663,117.0495,-0.5018413721506313
823,45.1763,7.7116,-0.501653502356995
226,39.9289,116.4174,-0.5016502060675422
902,45.038831,24.298631,-0.5016007616519202
1182,51.839382,10.790143,-0.5006106718114797
50,34.7752,111.1922,-0.500132013468912
538,28.2675,109.6958,-0.4994873339869553
162,35.7306,114.2878,-0.497896956242917
720,47.3456,5.002377,-0.496371813283331
1254,34.002747,-89.79919,-0.4945990151902484
1064,56.2904,8.4274,-0.4938514970741933
323,33.575,119.007,-0.4938258130600007
1069,52.398406,13.368103,-0.4932928893221164
878,43.293137,5.574184,-0.4920687434546294
1283,35.9359,-81.5306,-0.4914475808174011
1002,53.37287,-3.022722,-0.4911778423656894
499,34.77172,113.73961,-0.490521784760756
301,34.7525,113.64164,-0.4902369397149022
320,38.8632,115.493,-0.4890052924545012
303,36.5713,114.4918,-0.48776809734722
295,40.762,114.8902,-0.4870137710570043
612,24.6947,108.0497,-0.4865689177332072
43,36.1017,114.3551,-0.4859651736057573
935,50.88369465,4.382977505,-0.4834592349753425
306,39.9499,119.5897,-0.4799652705400555
973,49.446,7.7673,-0.4791513770425153
850,42.637192,23.243864,-0.4770741529170512
171,35.5307,106.7021,-0.4767320359777945
1308,42.5956,-87.88576,-0.4764630745078962
1173,50.900317,5.986853,-0.4763201589818647
924,49.544078,8.465281,-0.4758507659673011
897,60.22393,25.10244,-0.4746602113428118
588,35.5934,104.6194,-0.4743024854879423
673,49.419528,8.6767,-0.4732716844287162
824,44.5,11.286111,-0.4720598518127489
787,49.50504,5.97694,-0.471945273049541
311,36.6868,117.0624,-0.4717822346487756
1404,39.99139,-75.08083,-0.4697508963134189
676,49.224167,4.020556,-0.4678713170284064
892,44.926111,10.370833,-0.4676555428643756
841,47.557222,18.420836,-0.465817789627775
569,26.8906,100.2203,-0.4656577013362958
1154,41.66638888,-4.715,-0.4640948769916755
120,36.8103,118.0414,-0.4632913681240521
81,43.831,87.6432,-0.4631136526282911
624,35.878,120.005,-0.4626603719849981
1277,39.42689,-84.20077,-0.4625312335201423
26,41.0879,121.1115,-0.4609638819501202
800,45.655,10.20083,-0.4608365257497976
1305,46.0519,-89.654,-0.4605768684486834
996,49.32273,11.02792,-0.4602366901734865
810,47.4885583,12.066633,-0.4597984968947728
783,41.669172,13.674326,-0.4578047997903554
448,31.172,120.658,-0.4577812681778316
1418,45.49664,-122.602875,-0.4577145535685032
667,26.6027,106.7109,-0.4576789881791918
1395,33.545277,-86.549164,-0.4575689179673111
373,43.79,125.4605,-0.456801534583858
678,50.836389,19.130111,-0.4564172715643162
340,32.02,120.87,-0.4535490940518447
683,45.6725,12.238611,-0.4514622559093574
495,28.1944,113.0014,-0.4511502839486175
1015,48.17278,6.452811,-0.4460378127370055
917,47.72514,10.306561,-0.4448421996817673
212,41.5646,120.4521,-0.444210638932717
977,45.154075,26.818619,-0.4427747331672704
559,29.7046,115.9584,-0.4412649210202909
510,26.9056,112.5664,-0.4406132771345565
930,51.746848,14.33447,-0.438707209816964
22,43.8622,126.54,-0.4382245652828266
819,45.6642,8.1598,-0.4368776576718811
877,46.256617,26.792892,-0.4354221986454827
1129,51.49633,-0.460861,-0.4320275178759879
30,36.6106,109.5056,-0.4315198718991377
1132,49.165508,9.224786,-0.4305639179409649
27,40.8434,121.0533,-0.4305503466776652
1213,50.676856,17.950278,-0.4304683643688935
159,30.6618,117.47,-0.4297482105891699
1281,35.76541,-82.264946,-0.4293579249993378
216,41.7325,125.9446,-0.4274880338117238
1199,43.650722,25.363583,-0.4262156898258804
1196,44.938125,26.044994,-0.4256325941802555
95,36.1856,113.0844,-0.4256112551989582
1043,45.411864,28.005967,-0.4253249014157527
659,36.0855,111.5018,-0.4247190132449966
438,27.8336,113.251,-0.4234009734903146
1140,50.68352509,14.04119492,-0.4227482507684885
934,47.5292,9.9267,-0.4220831594907647
768,50.429014,21.277367,-0.4183287796187638
1148,45.1619,5.7356,-0.4155881349210035
392,39.0343,117.707,-0.4136218366750476
348,32.0551,118.7538,-0.4119909374105669
512,25.0925,104.9022,-0.4113184267158182
939,46.23451421,15.262476,-0.4076561014348211
643,37.4442,118.5857,-0.4072281302698157
455,36.885,120.515,-0.4065864274743767
674,50.007629,18.455548,-0.4052834584826279
1134,45.736694,21.250808,-0.4049224181323164
308,30.6217,114.3646,-0.4044235027979222
367,45.7733,126.689,-0.4040894198706353
722,49.40619,1.15515,-0.403924662716679
775,46.06554495,14.51272032,-0.4032722473837982
666,26.5424,106.674,-0.4000063370915471
967,53.480927,9.857223,-0.3996341153354041
730,45.683333,9.466667,-0.399174272711411
527,27.8914,102.237,-0.3988977179698625
1367,41.3014,-72.90287,-0.3985980346861907
1327,40.8679,-73.87809,-0.3973908296929628
293,37.7394,112.5583,-0.3918536671167969
947,48.33472,16.729445,-0.3917435526298584
354,41.7653,123.4114,-0.3916357477284813
206,42.0224,121.6717,-0.390054989124711
77,40.7677,120.8695,-0.38955439863855
389,38.0058,114.4586,-0.3892815271773064
458,31.381,120.999,-0.388582069330203
619,30.9413,117.7807,-0.3882569593280182
217,39.3278,112.4072,-0.3867318077914302
493,31.9037,102.224,-0.3861058205546738
914,52.146264,14.638166,-0.3846670768606946
596,33.965,118.283,-0.3845317460139407
1375,42.298492,-72.334076,-0.3829448867975725
1315,42.139996,-87.799225,-0.382828880265146
1239,45.248889,10.299444,-0.3825592470291455
164,35.7636,115.0312,-0.3804782229331185
863,52.602056,11.850274,-0.3794049939445877
1214,45.297325,27.949461,-0.3791328502956331
770,45.4512,7.878,-0.3788635814813598
1006,51.27399,1.098061,-0.3786452134503527
1156,43.40444,-3.84194,-0.3778714474472545
689,43.25055555,-2.155,-0.377723678094482
1081,51.90158,10.48132,-0.3758603065289517
1089,48.12027778,14.878333,-0.3691395313651989
11,46.408,124.902,-0.3677207808464993
1072,49.634841,9.657919,-0.3673488257143696
604,25.8481,114.9461,-0.3652709751096605
109,42.2816,118.9233,-0.363292767153956
1348,34.454514,-94.143524,-0.361402137211965
942,45.55879167,18.69876944,-0.3603688406134855
1017,53.187222,-6.121667,-0.3599994658527604
1039,50.766815,7.973542,-0.3591492366128726
774,47.40555556,15.36083333,-0.3590065895666912
1119,45.623056,13.7875,-0.356248768103655
1185,51.536893,7.457409,-0.3545523210582279
754,49.744886,21.454617,-0.3542995785986958
75,40.7136,120.9092,-0.3541987388737125
828,43.9275,12.224722,-0.3530670054433767
1313,38.86067,-90.10585,-0.3519835033251448
599,32.3153,118.3093,-0.3513959431496397
426,37.3753,97.3731,-0.3513603458377246
1434,43.68578,-74.98538,-0.3512955309011957
240,46.6528,126.964,-0.349587154040575
760,47.594257,1.302667,-0.34914175082995
1416,39.28102,-78.08157,-0.3485274898350117
762,45.158745,1.537222,-0.3480520485480012
1206,45.238642,19.835704,-0.3473747054143994
516,27.5342,109.9781,-0.3472661043178777
1022,50.775482,3.12568,-0.3471308972526687
471,29.7091,106.4522,-0.3466535873983565
1278,41.24045,-80.66272,-0.3451556296360679
309,36.0658,120.4134,-0.3446774484117171
807,47.410164,9.653713,-0.3439057808892669
1011,43.91611,11.00694,-0.3421982375952385
731,45.0419,7.6259,-0.3420851278413928
763,46.17,1.87,-0.3416653892673706
166,31.0386,112.2213,-0.3403017634086465
781,48.167961,17.106244,-0.3381191549933431
1340,29.723333,-95.63583,-0.3363734095344345
1265,35.233475,-85.18158,-0.3362307543319196
346,32.0309,118.8109,-0.3356120081160807
799,47.09436111,15.41511111,-0.3352389997652746
1109,54.334944,-0.80855,-0.3351270282256655
199,30.2756,118.1371,-0.3335706763416796
315,31.8571,117.25,-0.3333769960657164
246,33.9477,116.7856,-0.3331246857987873
998,48.173194,11.648036,-0.3317131668846754
1332,35.9138,-81.191,-0.3312338763863828
524,29.9833,103.0111,-0.3300277223164303
390,39.9136,116.184,-0.3272869454771465
887,52.039023,4.359376,-0.3272461339595766
1257,41.182465,-81.33048,-0.3271753567998269
956,44.9513,7.6362,-0.3252009081346648
669,29.4251,113.1493,-0.3251937605346968
1440,47.5525,-122.06472,-0.3234954850030248
317,36.6734,117.1265,-0.3224392029672164
844,64.244226,19.767238,-0.3215304300206726
319,38.9108,115.4713,-0.3209052080061108
648,28.3611,112.9581,-0.3206360184108731
899,40.540351,-3.645253,-0.3199546569714356
411,31.2071,121.577,-0.3198095434814305
804,48.124711,17.125496,-0.318848631266397
321,36.6133,114.484,-0.3170477165163737
1373,38.45934,-82.64041,-0.3163257967722945
587,31.9996,118.7356,-0.315722681661712
266,48.471,129.5029,-0.3151009921493664
846,47.105278,17.556667,-0.3141184889359903
1020,45.560556,11.539722,-0.311247121011201
1262,36.085506,-83.76481,-0.3107956398496616
403,27.1312,114.99,-0.3100683443996475
773,48.40861,15.619166,-0.3074424983474726
123,34.5578,117.7276,-0.3064356049396469
983,41.947654,12.533667,-0.3053796741042767
655,30.5767,104.0594,-0.3053659701638614
112,37.4309,118.6614,-0.3037942998477315
826,45.1546,7.658,-0.3011847905345188
767,44.013056,12.42,-0.3010500779726255
661,35.4828,112.8271,-0.3009109150543744
1190,49.784339,22.756239,-0.2993864659890617
7,44.561,129.61,-0.2992324821489994
1359,40.46542,-79.960754,-0.2976036591847237
840,54.68611145,25.2108345,-0.2972329705491864
213,43.1713,124.4002,-0.2962851609007702
898,47.737415,7.309075,-0.2950819862575695
816,49.211447,18.771215,-0.2943031124538984
409,27.7844,114.3956,-0.2916154328605183
684,50.010575,19.949189,-0.2909609646876763
990,42.697918,9.446417,-0.2848679674559872
9,44.6075,129.6364,-0.2848618119346525
1397,33.331112,-87.00361,-0.2843605888061848
299,34.80246,113.67526,-0.282756586104971
1339,38.8577,-77.05922,-0.2819156274513892
497,28.2597,112.9792,-0.2810480765486528
1210,47.068717,21.927233,-0.2804960971798703
1445,35.988277,-77.5843,-0.2786705214041957
518,29.5844,103.7627,-0.2773371245478001
903,50.37658691,13.32762241,-0.2772501765639381
957,47.0674,8.46333,-0.2755465851346652
706,42.09791019,1.848237224,-0.275398765832639
1321,40.72099,-74.192894,-0.2747768793028619
207,41.1953,123.2,-0.2745665847590133
314,31.8707,117.2588,-0.2739878268256182
1116,51.34879529,4.339709947,-0.27387670690902
529,31.2132,107.4988,-0.2726954617537346
999,44.98375,26.015214,-0.272614819629585
450,37.197,122.038,-0.2724202291259718
86,34.2173,108.9356,-0.2719573357661556
665,31.751,119.579,-0.2719001874242069
1301,34.785217,-84.62643,-0.2705377561201759
193,30.0475,101.9603,-0.2686155337043267
138,30.2313,115.0601,-0.2683074234800843
1258,41.606663,-87.30494,-0.2662961676422276
1224,53.74878,-0.341222,-0.2660238977040497
872,50.654066,10.769534,-0.2617958419762938
573,30.4663,106.6271,-0.2614348614250424
105,37.8572,113.5758,-0.261205628623045
690,44.3818,7.5382,-0.2601414906910315
1429,40.689255,-122.40219,-0.2599924331114918
756,43.16832,-2.63794,-0.2599555756789058
579,30.0003,120.5483,-0.2590980232390726
1248,41.4271,-80.1451,-0.2589819883114836
565,26.1028,119.2984,-0.2579460062547463
881,51.468662,5.47235,-0.2572567095743392
194,33.0706,107.0154,-0.2564636366941529
1128,45.371944,11.841944,-0.2556783861814897
227,37.7067,112.7249,-0.2551967366176893
1249,36.306965,-79.09197,-0.2544863866034418
494,25.7759,113.0348,-0.254463797103319
144,32.5714,110.8839,-0.2535473017111477
327,31.1907,121.703,-0.25321257731807
640,29.6815,115.9872,-0.2528228292339443
1311,40.712776,-81.598335,-0.2515363623920695
1085,46.541047,24.559642,-0.2510985586862305
279,41.0026,117.9268,-0.2508474652742373
371,43.8447,125.3863,-0.250415388058844
188,30.5232,105.5582,-0.2491963168044241
1437,29.823318,-94.98379,-0.2484985731114976
350,31.7069,119.9468,-0.2459443376919508
175,42.8328,93.4961,-0.245508745373045
1222,49.23074,7.003174,-0.2452712296736922
480,27.5002,114.0997,-0.2416905276165972
613,30.7525,120.7846,-0.2406367627697755
1066,45.263142,27.969506,-0.2359414801497933
789,45.0249,7.6491,-0.2354542205163481
1117,51.0612777,3.77526239,-0.2351620188101519
1353,40.56333,-78.919975,-0.2346142834807101
843,43.223044,27.587239,-0.2325837601171321
117,36.4372,115.9848,-0.2313488423783323
408,27.0968,115.0093,-0.230985344650532
975,49.628771,8.364779,-0.2308653996844292
1344,41.84046,-72.01037,-0.2282897412076765
498,34.7178,113.7329,-0.2267931024470647
1376,42.099697,-71.6194,-0.226600407355142
19,41.8822,123.9161,-0.2250027550670598
182,36.5446,104.1724,-0.224966904715004
1241,35.507225,-82.96362,-0.223515865076626
72,40.1461,124.3933,-0.2211157028214659
355,41.8467,123.4264,-0.221060604629835
979,51.396095,12.234054,-0.2207546048191032
84,30.6306,104.1122,-0.2207251947772622
555,31.7231,118.5228,-0.2198526906277681
1090,50.221941,8.446079,-0.2195648171405701
129,36.2017,117.0885,-0.2177548670811649
1347,37.71325,-119.7062,-0.2174694516571541
1010,53.56292,-1.510436,-0.2156085906635306
533,30.5366,105.5861,-0.2137403635311369
675,48.962223,4.36,-0.2124726530019268
12,46.586,125.153,-0.2116548441715281
126,37.5433,121.3719,-0.2080664392842474
682,47.809892,7.764528,-0.2077732752914955
814,45.79728,3.113833,-0.2075496247554799
757,43.15333,-4.25306,-0.2062894818898782
978,44.865555,-0.939444,-0.2060118022767029
696,49.91351318,14.7826252,-0.2053652473000941
1268,40.026035,-82.433,-0.2033055394155349
1425,40.304695,-79.50567,-0.2032860294026217
805,46.05184,11.45389,-0.2021985578897057
1227,41.636078,25.379683,-0.2015829277718385
1171,43.5166,-5.6707,-0.2014931929870136
1040,53.060045,8.916966,-0.2013926395528686
405,28.7562,104.639,-0.2009533200823201
6,47.2988,123.945,-0.2009398507212204
1370,42.51334,-83.005974,-0.2001739996228564
1364,36.060894,-86.28629,-0.2000568943983351
1120,50.94535924,3.15240159,-0.1999051909364979
420,28.1136,116.9822,-0.1987139652716847
1149,43.3094,-2.0109,-0.1971129546997608
595,34.4285,115.6702,-0.1967812535931854
1399,32.362606,-88.27799,-0.194682327175159
