,CN_r,CN_p,CN_std,US_r,US_p,US_std,EU_r,EU_p,EU_std
0,-0.393053976,1.74661E-28,0.098263494,-0.565140633,1.36928E-19,0.141285158,-0.496377109,4.85962E-56,0.124094277
1,0.160573518,0.022056933,0.04014338,0.17813664,0.048031722,0.04453416,0.266337259,8.61859E-05,0.066584315
2,0.130307575,0.000177343,0.032576894,0.097912506,0.021520477,0.024478127,0.218919767,3.91985E-07,0.054729942
3,0.202395579,0.019925762,0.050598895,0.085757779,0.019708457,0.021439445,0.463978475,5.25946E-37,0.115994619
