,lat,lon,EVI2_Onset_Greenness_Maximum_1_co2_r
465,31.737,119.579,0.7161581908160946
559,29.7046,115.9584,0.7165510488147323
1052,57.70902,11.970241,0.717008590294269
129,36.2017,117.0885,0.7202474866811928
311,36.6868,117.0624,0.7224649586467707
297,36.3083,120.3999,0.7237960850895732
68,40.6511,122.215,0.7252590679507873
1172,46.162556,-1.153603,0.7253217453039962
782,42.157856,11.908954,0.725459764342334
582,29.5462,103.7723,0.7299820127173048
469,30.8388,106.1087,0.7311201566652256
111,42.2554,118.8788,0.7327381833892007
400,27.0999,114.9658,0.7349810637575082
391,38.8394,117.457,0.735217025270948
202,41.2991,123.149,0.7355600624104346
169,37.9251,102.6201,0.7361338975568581
164,35.7636,115.0312,0.7374476634901294
229,35.0147,110.9956,0.7378824629029166
637,36.913,121.531,0.7409533056620119
406,30.1819,120.2697,0.7428483076640958
1118,50.65844442,5.627835291,0.7436260025408511
488,43.9174,81.2996,0.7479379888707898
336,31.2472,120.561,0.7496551720437774
581,42.0353,119.2658,0.7496897401615021
1085,46.541047,24.559642,0.7508262991263219
622,39.2474,117.7918,0.7523500684536323
468,47.8517,88.1264,0.753134354980345
1435,41.49212,-81.67845,0.7533969450701523
932,43.322554,21.919025,0.7536970402110261
106,37.8731,113.4894,0.7537470707542033
502,28.1322,113.0178,0.7547619179345129
1379,32.50996,-92.046196,0.7555958801752943
266,48.471,129.5029,0.7558667453331233
443,49.2261,119.7594,0.7565365956651094
1219,47.60472222,15.67305556,0.7578039923827495
613,30.7525,120.7846,0.7578839094839608
551,33.015,114.0114,0.7585135117082955
89,34.1978,108.985,0.7593990304350867
1083,40.314518,-3.716868,0.7594468859212212
104,36.0714,111.5028,0.7596167857723182
76,40.7514,120.8392,0.7605249825422015
564,29.8566,114.2936,0.7606092673647168
385,40.3275,116.6275,0.7613389406630278
399,29.4572,106.3754,0.7614894803922859
356,41.8411,123.5903,0.7615634813919107
455,36.885,120.515,0.7617637233098786
45,34.7781,114.3389,0.7627683024000889
1137,44.82112,20.459113,0.7627723540243374
1216,51.54052,5.85307,0.7641577610514022
43,36.1017,114.3551,0.7658102502480607
62,30.7236,103.9728,0.769107252625672
383,39.9611,116.2878,0.770006913572459
310,36.663,117.0495,0.7717171190373406
201,30.5119,117.0331,0.7732994403548024
203,43.9311,116.0781,0.7741715462970906
644,37.4658,118.5019,0.7742318821649271
355,41.8467,123.4264,0.7744382206558252
535,28.19,112.9394,0.7750760210394402
592,34.1781,117.1694,0.7757438680225529
1205,39.48963,16.3868,0.777250994396968
1394,33.553055,-86.815,0.7791012310823523
429,36.0022,106.2792,0.780433774156582
192,33.8715,109.9154,0.7805844950742366
1061,50.048397,10.232076,0.7815995541647993
494,25.7759,113.0348,0.7817149821238614
1203,40.71099,14.70244,0.7825395641037762
133,32.9917,112.5192,0.7827985209409067
1106,50.84971052,4.33410368,0.7859490088256851
50,34.7752,111.1922,0.7869498295250734
396,39.6506,118.1705,0.7897708497303233
1400,30.439722,-84.34639,0.7904168138186445
711,49.04781723,18.00782776,0.7907916866104415
228,37.6982,112.6991,0.7910995977742578
1298,64.84569,-147.72742,0.7917410111963641
1249,36.306965,-79.09197,0.7938608805447039
1233,47.30737,5.065881,0.7940561006165007
91,38.4975,106.2328,0.7943534835782108
303,36.5713,114.4918,0.794908419298983
405,28.7562,104.639,0.7951632982318461
290,37.9854,112.549,0.7977024989325163
692,47.660056,9.485675,0.7977612802344634
387,39.6334,118.1725,0.799604359725657
98,40.0917,113.3444,0.8017535241391492
713,53.028647,18.666103,0.8020472556212608
771,43.3583,-5.8664,0.8023679621671078
420,28.1136,116.9822,0.8038131093171245
643,37.4442,118.5857,0.8057072987285555
1151,51.939783,15.518861,0.8063524682233316
1430,38.85287,-77.63462,0.8068557864044767
1171,43.5166,-5.6707,0.8110893830366533
608,27.5444,109.9453,0.8112900663098211
484,35.546,112.8453,0.8113845605084397
1167,44.92008,2.441082,0.8160736088421285
1228,46.9631,7.46252,0.8189068786343588
453,26.567,101.7227,0.8210837823694541
485,31.0201,103.6202,0.822313257805779
1220,43.25811,-2.97344,0.8226269419249455
351,32.4639,119.888,0.8231750167712311
508,28.1308,112.8908,0.8241964960453708
557,32.6389,110.7258,0.8244640215064182
648,28.3611,112.9581,0.8248620215536386
254,45.1722,124.7965,0.8248843537372833
240,46.6528,126.964,0.8264518734180483
531,29.5822,105.0406,0.8267870569275493
673,49.419528,8.6767,0.8271060903016086
70,40.0625,124.3303,0.8271918619349278
253,47.3086,130.2684,0.8282199596824095
276,30.8669,120.0751,0.8292754106222647
589,41.0385,113.1076,0.8299371680116259
1164,43.675114,4.62921,0.8305126094361197
415,28.9634,105.4324,0.8313096693514428
265,47.7412,128.9102,0.8326084469724732
150,33.5699,114.051,0.8341411234074008
67,40.7094,122.2703,0.8342513924430492
1091,46.708333,14.891667,0.8349041724776296
119,37.393,117.9776,0.8364085978011225
1346,39.4125,-107.23056,0.8376575708538001
640,29.6815,115.9872,0.8377512961820749
724,43.32074,-3.11272,0.8378102659458495
457,36.253,120.014,0.839972607055165
656,36.0822,111.5169,0.842907818334376
614,32.1873,119.4424,0.8431323804625129
987,49.052284,8.253538,0.8450261908711386
1131,46.112775,24.22805,0.8473630384226624
669,29.4251,113.1493,0.8489699298239829
506,27.7344,109.1839,0.8513200131958304
249,30.97,117.8483,0.8558994850357761
567,26.0746,119.317,0.8560951288856006
137,32.9771,113.9976,0.8575555783142921
392,39.0343,117.707,0.8579652296476252
305,39.9041,119.5251,0.859712027342531
273,37.7541,115.6838,0.8602555630470867
1405,43.577602,-116.178154,0.8629176798791893
110,42.2728,118.9576,0.8636702945614609
647,36.8406,118.0253,0.8651827475531647
179,44.3075,86.0697,0.8676189637079867
327,31.1907,121.703,0.8697416715969603
213,43.1713,124.4002,0.8733513947740607
394,39.1661,117.1444,0.8743478773241955
191,31.8896,102.2502,0.8828515752477911
649,28.793,104.6055,0.8830701901866476
1448,34.264915,-88.76622,0.8831094081096789
630,27.9119,112.9074,0.8858276842307824
1450,43.34317,-87.92087,0.8883894445616343
1109,54.334944,-0.80855,0.889694135949192
105,37.8572,113.5758,0.8901436546116046
1215,53.694628,19.968892,0.8909121797908992
586,35.7668,115.0,0.8926603686528913
487,46.098,85.6979,0.8980335994272954
74,41.1489,122.0303,0.9006417288823011
585,31.2864,120.628,0.9014068936179565
366,45.7667,126.635,0.9058365536078674
56,31.1208,104.4239,0.909304117542756
1204,41.886019,12.541618,0.9094433862008666
659,36.0855,111.5018,0.9095700393679552
521,30.5944,114.3014,0.91290912778693
177,39.4467,76.0072,0.913009488330602
402,29.4906,106.6349,0.9149629459515568
1123,45.714444,11.368611,0.9154809140086668
517,27.5578,109.9972,0.9191881258660192
638,23.0822,114.4053,0.9205728161002168
1094,55.46333313,26.00416946,0.9268809457288502
463,31.909,120.237,0.9303726667636416
466,31.4,119.46,0.9339786661269222
1009,55.79216,-3.2429,0.9348853783384568
388,38.0178,114.5331,0.9348912980968744
259,47.3388,130.3114,0.9399597467945612
267,46.8028,130.2751,0.940005262354472
1212,42.36417,13.38306,0.9422501113893028
955,47.4067,9.39438,0.9453316789655228
1211,42.736572,11.87643,0.9527390601861102
431,29.8253,106.4213,0.9574335209660724
611,36.5482,104.1465,0.958171622063017
658,29.4875,106.4782,0.9603172058540952
146,32.1142,112.1825,0.9633718176116656
121,36.4847,117.8525,0.9721193394689792
1225,41.31347521,2.013824628,0.9802142596021952
624,35.878,120.005,0.9807278942833132
1200,43.89555,25.956575,0.9809082298936382
321,36.6133,114.484,0.9833208637410004
1218,51.028931,7.004976,0.988089261443006
1456,31.954287,-84.08101,0.9908175263886918
1235,40.3597,-3.5429,0.997923568029011
