,lat,lon,EVI2_Onset_Greenness_Maximum_1_temp_r
455,36.885,120.515,-0.2504458011504004
1334,43.05235,-76.05921,-0.2477218250434652
87,34.2322,108.8922,-0.2474832633156795
971,49.438464,12.548869,-0.2474015266529716
673,49.419528,8.6767,-0.2467069685433021
849,47.676111,17.649736,-0.246391253769188
822,41.99917,21.44084,-0.2458522031171704
145,32.0564,112.1392,-0.2457515310953493
131,33.6128,114.6613,-0.2454697177589732
173,42.9559,89.1673,-0.2448910265845331
1007,48.9964,1.7033,-0.2448810423407988
1326,42.68075,-73.75733,-0.2447582077579732
362,40.7866,111.5512,-0.2443951334180893
194,33.0706,107.0154,-0.2418110464385742
82,43.8711,87.5525,-0.2416427721013035
916,48.397079,10.008293,-0.2391223776784374
1451,33.9828,-111.79871,-0.2388181072126003
81,43.831,87.6432,-0.2371719443342996
285,40.8033,111.6572,-0.2325440975080881
814,45.79728,3.113833,-0.2304150937922174
364,38.9511,121.565,-0.2297352885858055
618,28.4436,117.9756,-0.2276134630903603
135,32.9692,112.548,-0.22561441609656
1315,42.139996,-87.799225,-0.2255966497854312
310,36.663,117.0495,-0.2251490116721673
795,48.2702,16.2972,-0.2233834281838851
1327,40.8679,-73.87809,-0.2228118493787675
515,26.8956,112.6211,-0.2218247885921629
1131,46.112775,24.22805,-0.2218195289788092
121,36.4847,117.8525,-0.2217535209008077
1045,41.932892,12.506947,-0.2215000456911577
1251,35.59095,-78.4622,-0.2200943836582647
532,27.725,111.9975,-0.2184850088315657
629,39.8261,109.9486,-0.2182074764866231
295,40.762,114.8902,-0.2179857899193179
1442,32.52127,-84.94463,-0.2178978103557842
341,34.5885,119.176,-0.2176432714220965
190,31.2124,107.4644,-0.2158078296749729
488,43.9174,81.2996,-0.2134259539093157
289,30.4183,120.3019,-0.2131630677741639
747,46.671307,5.556806,-0.2117204996960018
102,36.0783,111.5531,-0.2104430365412574
52,30.3197,112.2494,-0.2087087205182826
829,46.143173,-0.396042,-0.2067079521240512
22,43.8622,126.54,-0.2066554570886491
1089,48.12027778,14.878333,-0.2046806906209295
25,41.3472,123.8142,-0.2041806768031702
812,47.27129,11.4169445,-0.2033866793051701
839,48.247222,20.616403,-0.2018046413682311
1271,40.0877,-82.95977,-0.2003456148999807
151,30.9743,118.7385,-0.2000282470685553
778,45.54301186,13.71352366,-0.1998986550959162
1393,33.578335,-86.77389,-0.1996424369768554
1324,40.283092,-74.742615,-0.1983857214182202
220,35.4936,112.8318,-0.1977104639441834
435,29.355,113.2117,-0.1959222742378951
764,45.869995,1.31,-0.1937911733382294
1357,42.14175,-80.03861,-0.1933883138034662
348,32.0551,118.7538,-0.1932846861773159
31,34.3017,107.0708,-0.1932565911860946
226,39.9289,116.4174,-0.1931405859980234
543,29.315,110.4417,-0.1929636588002175
34,34.3622,107.2386,-0.1924356385183608
556,29.5698,115.9773,-0.1912304634259048
1032,45.60222,9.27611,-0.1906253656473032
1017,53.187222,-6.121667,-0.1903908707369045
596,33.965,118.283,-0.1903511247655935
440,29.3547,110.5594,-0.1900904169107155
1370,42.51334,-83.005974,-0.1897097143791359
448,31.172,120.658,-0.1886031066322811
670,28.687,115.8518,-0.186602365051716
1365,41.61524,-71.72,-0.1848118091871041
1269,44.351696,-68.22698,-0.1841184358170445
95,36.1856,113.0844,-0.1821223877676354
857,47.430833,19.184175,-0.1797673049339013
300,34.81334,113.56746,-0.1777590144181867
1287,36.109005,-79.802315,-0.1758335999688418
1005,44.7037,8.0333,-0.1754914021485574
1242,35.2318,-77.5669,-0.1751409950714744
1342,29.583048,-95.01554,-0.1751237117471666
976,45.56472,5.928333,-0.1750828739174395
27,40.8434,121.0533,-0.1737908818036184
1294,44.735977,-68.67075,-0.1725129196246954
221,35.4897,112.8676,-0.1724267379361431
1336,40.82799,-73.05754,-0.1708737999194584
113,35.4216,119.523,-0.1695153691858327
743,58.370556,26.734722,-0.1656667774950541
1416,39.28102,-78.08157,-0.1655394004740767
1433,40.56252,-80.503944,-0.1636320966401602
45,34.7781,114.3389,-0.1631040676606032
49,33.737,113.2919,-0.1623653635645547
1067,51.651166,12.302866,-0.161955965541667
1054,40.62984,-3.17159,-0.1617393727001706
1222,49.23074,7.003174,-0.1614657107224934
178,44.2967,86.0497,-0.1608585655052667
1231,46.34072,2.593945,-0.1601830163430737
489,36.881,118.746,-0.1599008233365512
47,35.2127,113.2269,-0.1598421650061333
1413,41.094967,-85.101814,-0.1569197203559892
1121,50.85205095,4.347777506,-0.1565906232482976
877,46.256617,26.792892,-0.1556977352453468
83,34.3731,109.2186,-0.1551085250530363
816,49.211447,18.771215,-0.1549151743861987
284,33.5039,119.135,-0.1534912783824502
183,31.7275,113.3583,-0.1529021227409328
495,28.1944,113.0014,-0.1522876506729445
1371,27.189215,-81.34035,-0.1508887568068626
459,31.656,120.734,-0.149733632749938
1363,35.96497,-84.22317,-0.1470119674072558
1341,29.625557,-95.26722,-0.1465485248674805
419,30.3119,120.1197,-0.145813835673035
276,30.8669,120.0751,-0.1441136136896471
802,49.119442,6.180833,-0.1439617835018753
156,31.7643,116.4738,-0.1438874554500743
963,49.462229,11.0248,-0.1431568846672227
313,31.7848,117.1959,-0.1425806132003916
774,47.40555556,15.36083333,-0.142400419414601
345,34.2384,117.1918,-0.1401249222420008
354,41.7653,123.4114,-0.1366465376213037
735,45.475327,4.515003,-0.1363005201949382
1190,49.784339,22.756239,-0.1358878405970501
361,32.4625,119.9189,-0.1345277523191753
1023,47.44739,-0.550067,-0.1337048712725292
779,45.93766834,13.91156335,-0.1328168043293489
98,40.0917,113.3444,-0.1323858627711166
1364,36.060894,-86.28629,-0.1304449891332955
656,36.0822,111.5169,-0.1300910051769397
464,31.354,119.818,-0.1299956241494925
1443,39.399837,-119.73961,-0.1297327258979653
682,47.809892,7.764528,-0.1286716458246513
992,47.538193,6.868361,-0.1270769443537685
1362,41.265556,-75.84639,-0.1268366738987132
302,30.558,114.2529,-0.126386994369013
36,34.493,109.4636,-0.1248495758570132
388,38.0178,114.5331,-0.1224902552076978
461,32.6524,117.0067,-0.1223097070142057
20,41.8611,124.0436,-0.1217743442308169
537,23.7233,114.6892,-0.1191813047150687
170,35.5461,106.6692,-0.118811591760278
476,46.7432,82.9994,-0.1186955274625265
46,34.7965,114.2885,-0.118504744765052
574,38.497,106.1015,-0.1180835758640676
330,31.6219,120.275,-0.1179476710641067
403,27.1312,114.99,-0.1174496035346395
719,47.27476,4.099476,-0.1172772903238537
1317,42.060284,-87.86323,-0.1157724617348001
899,40.540351,-3.645253,-0.1156885870326389
619,30.9413,117.7807,-0.1151835061887034
241,32.9427,117.3605,-0.1146484988034746
206,42.0224,121.6717,-0.1139417340021245
959,47.513333,21.624444,-0.1135304796945114
273,37.7541,115.6838,-0.1121069762194822
90,36.1031,103.631,-0.1120834438320509
321,36.6133,114.484,-0.1110284945089697
643,37.4442,118.5857,-0.1105223728498186
1436,28.332226,-82.30564,-0.1103569244419844
470,26.2714,117.635,-0.1075943245041647
950,50.46519216,3.939714326,-0.1073716760512292
444,25.2697,110.2819,-0.1072810030724368
1257,41.182465,-81.33048,-0.1068828485864269
1397,33.331112,-87.00361,-0.1066064886352829
143,32.6494,110.78,-0.1060932081028809
141,30.2092,115.0307,-0.1047373133955619
286,33.9528,118.293,-0.1040516767081417
371,43.8447,125.3863,-0.1030302002970589
610,30.8955,120.0875,-0.1024881026037893
1288,30.229652,-90.96563,-0.1018869279266573
1314,30.085262,-93.76134,-0.1005162256262559
962,45.957778,12.618611,-0.0989149244231255
1165,43.0819,-1.9127,-0.0976855536014934
1430,38.85287,-77.63462,-0.0965461046193001
186,30.2981,109.4978,-0.0964320865307107
378,43.9166,125.3325,-0.0956100015014787
236,32.8977,117.3145,-0.095320945762224
1224,53.74878,-0.341222,-0.0922993288567185
281,37.8873,112.5139,-0.0922326727757587
245,32.633,116.8281,-0.0919797223861351
458,31.381,120.999,-0.0904928252493655
1066,45.263142,27.969506,-0.090185064930901
1194,49.18742,6.910867,-0.0874701873317946
622,39.2474,117.7918,-0.0846540311865944
50,34.7752,111.1922,-0.0840760500457689
366,45.7667,126.635,-0.0839990768128746
21,41.3094,123.7169,-0.0830519839438073
604,25.8481,114.9461,-0.0819987726280865
1420,35.158688,-78.728035,-0.0803968078200478
526,27.8851,102.2685,-0.0799508034109393
1267,35.85611,-78.574165,-0.0765686538118441
23,41.2864,123.7669,-0.0752499016383928
425,29.9572,121.713,-0.0730940905758953
1449,27.946688,-82.731766,-0.070982740008093
518,29.5844,103.7627,-0.069549015076098
1322,40.816,-73.902,-0.068638345593056
1330,40.92458,-75.06782,-0.0683025460090103
868,47.739919,26.658519,-0.0673339321587987
242,32.8911,117.4185,-0.0650588059321119
654,28.4586,119.93,-0.0640971393108839
249,30.97,117.8483,-0.063789090319652
347,32.0745,118.7794,-0.0634213021979785
1138,52.401352,13.059945,-0.0630349587385579
552,28.6542,121.419,-0.0615484341731521
681,48.847917,10.096292,-0.0614032853666818
512,25.0925,104.9022,-0.0613958046529424
207,41.1953,123.2,-0.0613819370450852
878,43.293137,5.574184,-0.0597655471380503
957,47.0674,8.46333,-0.0582982312917523
322,36.6114,116.9862,-0.0575830264292691
147,30.9891,112.1969,-0.0573328783269124
739,49.357861,6.73354,-0.0570196251116566
1455,38.23887,-82.9881,-0.0558568087280645
1368,34.530716,-86.96754,-0.0550066130439662
492,26.3108,117.7275,-0.0544067197354074
487,46.098,85.6979,-0.0530813478415421
327,31.1907,121.703,-0.0521532335374233
528,26.5892,104.8,-0.0498665361316788
1182,51.839382,10.790143,-0.0498019234397278
360,40.7612,111.717,-0.0489257142927426
1354,40.814182,-79.56475,-0.0487685315258864
1238,40.6646,-3.7739,-0.0449618991368141
565,26.1028,119.2984,-0.0439399635163126
1348,34.454514,-94.143524,-0.0438815003781125
1272,40.084515,-82.81558,-0.0425152290080543
