,lat,lon,EVI2_Onset_Greenness_Maximum_1_temp_r
786,46.80138889,13.49388889,-0.0416795297098483
1308,42.5956,-87.88576,-0.0398710256698349
1284,32.535294,-93.74704,-0.0384636308420724
864,42.90056,13.33667,-0.0380958546585259
1244,34.09396,-80.9623,-0.0372696980081738
922,47.649258,26.249011,-0.0371873696851447
1311,40.712776,-81.598335,-0.036618713819124
1340,29.723333,-95.63583,-0.0360430440256947
1366,42.86183,-71.878624,-0.035447080194904
1274,41.53694,-81.45887,-0.0339608143528336
1350,42.51831,-89.06347,-0.0331955392733682
1450,43.34317,-87.92087,-0.0322885427257119
1074,43.5512,-5.9197,-0.0319191585877016
977,45.154075,26.818619,-0.0319045171675698
1304,34.474525,-85.408844,-0.0317400652062104
176,41.1551,80.2613,-0.0312074865101025
855,42.142889,24.765239,-0.026610117819551
262,46.6554,131.1524,-0.0259629936554833
717,43.404011,21.947746,-0.0258136686894248
770,45.4512,7.878,-0.0257316683724886
1279,39.9428,-81.3373,-0.0247316094771608
798,42.404687,12.857794,-0.0234374887214438
222,39.3522,112.4397,-0.0213594957039186
172,42.9418,89.1904,-0.0210896112351314
259,47.3388,130.3114,-0.0208725302054031
161,35.7511,114.2956,-0.0205787096307883
92,38.5036,106.1358,-0.0195503660410968
1064,56.2904,8.4274,-0.0194702048306803
234,42.8845,125.1358,-0.0191588206139141
1010,53.56292,-1.510436,-0.0189979645026857
1383,39.117218,-94.635605,-0.0186660364028915
994,49.872303,8.664619,-0.0173242283923554
911,50.11108017,14.50309563,-0.0164475676694454
101,36.2125,113.0886,-0.0159915022384335
989,53.63074,10.110595,-0.0159225971860416
1374,42.19438,-72.555115,-0.0158079267627107
1101,42.056383,25.59345,-0.0157814731729245
465,31.737,119.579,-0.0154673086782781
738,45.431539,28.054742,-0.0153044646601427
219,35.5051,112.85,-0.0151606396495826
1234,50.44914,2.9,-0.014728495605493
894,50.159406,19.477464,-0.0111961710270184
1120,50.94535924,3.15240159,-0.0097752214668453
965,45.59667,5.918611,-0.0096041040835853
754,49.744886,21.454617,-0.0094919793895597
308,30.6217,114.3646,-0.0056782217296525
729,46.072224,5.820833,-0.0049487832392813
902,45.038831,24.298631,-0.0041335653810219
941,47.04027778,14.330725,-0.0018864163351032
1408,40.3663,-80.6158,-0.0008422856645105
42,34.6258,112.4267,-0.0006269778416513
1391,39.749027,-86.18627,-0.0001710631736827
1265,35.233475,-85.18158,-3.1473058592860004e-05
93,34.9976,118.2794,0.0023693111456565
806,47.128863,10.034324,0.0025158421275485
263,46.5656,131.12,0.0036450490362484
323,33.575,119.007,0.0037155724192968
1003,48.77586,5.162789,0.0065515422570902
19,41.8822,123.9161,0.0079032872871902
1042,53.924712,9.532635,0.0079802031319214
138,30.2313,115.0601,0.0099919496752607
239,46.6365,126.9785,0.0105205198787075
733,48.051117,7.011114,0.0134527699909064
146,32.1142,112.1825,0.0136670685420267
732,45.9225,6.87,0.0136958892427485
1117,51.0612777,3.77526239,0.0155271488491987
1323,43.14618,-77.54817,0.017506521892887
869,47.913256,7.908035,0.0175150490084644
9,44.6075,129.6364,0.0179849961463936
1193,42.39197569,2.842138412,0.0188722882137306
1432,36.60843,-83.73694,0.0193020920578239
581,42.0353,119.2658,0.0195538139507291
1386,41.81305,-88.07283,0.019842989482926
1260,32.82006,-96.860115,0.0204308629215834
918,48.904228,11.948795,0.0205521159651202
358,41.6989,123.4231,0.0215213928650135
1395,33.545277,-86.549164,0.0217026430030569
198,32.6939,109.0281,0.0218758135317349
1401,30.681719,-91.36625,0.0221181749105442
1037,49.83918762,18.26368904,0.0223974265909196
6,47.2988,123.945,0.0225053302611049
1414,40.046665,-76.28333,0.0226764785667409
486,45.6094,84.895,0.0243483958276327
1106,50.84971052,4.33410368,0.0245451535962071
65,40.6288,109.8642,0.025584362081667
267,46.8028,130.2751,0.0263415125082407
124,35.4209,119.471,0.0291750586963631
734,43.310833,-0.391111,0.0294640636709808
969,51.453459,6.86505,0.0297199100219907
572,38.4418,106.2266,0.0305191300156578
1333,40.06483,-74.44405,0.032580014469913
1273,39.70595,-79.012,0.0336172440760708
889,50.74823,2.25978,0.038602810239629
1241,35.507225,-82.96362,0.0389639970106703
382,39.9295,116.3392,0.040403996080493
939,46.23451421,15.262476,0.0411699869182173
886,53.246535,6.608937,0.0411772637428077
1258,41.606663,-87.30494,0.0450161651104646
577,30.6558,104.0219,0.0456771929162913
563,29.6038,115.9114,0.045821674842779
561,29.6547,116.0172,0.0472913754957957
1154,41.66638888,-4.715,0.0476260651433828
750,43.2757,-5.596,0.0480685207246263
318,31.8403,117.1318,0.0506192520333314
478,27.72,106.9178,0.0507955628864199
238,50.2472,127.5291,0.0512628837860567
1381,38.548138,-82.73116,0.0517378023744528
389,38.0058,114.4586,0.0518000783560892
1422,44.616943,-86.109406,0.0525417172016976
1124,45.690278,9.643889,0.0526297901267691
319,38.9108,115.4713,0.0533015537181835
1418,45.49664,-122.602875,0.0546947743962084
677,43.2561,-5.7759,0.0574181384630556
904,50.78944397,14.08679867,0.057525798311549
214,46.0656,122.0392,0.0580700706125164
1208,44.386558,23.733658,0.0581421677389728
174,42.8172,93.5128,0.059427115151897
167,30.4742,114.9028,0.0605231880566857
1389,39.40745,-94.26537,0.0609029135462813
1039,50.766815,7.973542,0.0609683663279773
204,38.8411,105.6985,0.0620397245356551
1252,42.416637,-83.90218,0.0649753015970065
1415,30.419806,-91.182014,0.0659442217458622
967,53.480927,9.857223,0.0665174333468051
617,39.0845,117.1589,0.0673967779304243
1239,45.248889,10.299444,0.0678446337865866
942,45.55879167,18.69876944,0.0685463516040296
985,49.351124,8.423,0.0693241709284832
1372,46.81826,-92.08936,0.0707661301148167
391,38.8394,117.457,0.0732954445030698
913,50.08148193,14.4426918,0.0741208663147797
627,22.5978,114.297,0.0750537960422546
385,40.3275,116.6275,0.0752511302618937
127,36.7023,119.1437,0.0768088753374165
1425,40.304695,-79.50567,0.0774613518786545
434,29.4758,113.2621,0.0775439006736157
652,37.374,120.399,0.0775531826063711
1404,39.99139,-75.08083,0.0796160830634057
550,30.3714,114.8989,0.0819481289528085
903,50.37658691,13.32762241,0.0823115569145985
413,28.7199,104.5742,0.0825217771493433
1262,36.085506,-83.76481,0.0826316380348151
867,51.207944,10.450997,0.0846837062439853
99,40.0844,113.2711,0.0855415568883291
933,46.401944,13.011111,0.0860271708037602
1115,59.316007,18.057807,0.0863556196683153
1090,50.221941,8.446079,0.0867455444382414
775,46.06554495,14.51272032,0.0870998404201752
128,36.1937,117.1437,0.088524386978826
35,34.3617,108.7233,0.089123669460965
874,45.60822,5.270872,0.0894807824765083
1325,44.08747,-75.97316,0.0899515415060831
1077,43.21291,-3.1344,0.0911290709623099
1338,38.48123,-77.3704,0.0921180135541507
984,54.09323,10.240596,0.0924350650363131
1253,48.41252,-92.82922,0.0924631743383304
686,48.610363,7.781631,0.0931967281458132
1282,35.500103,-82.59986,0.0949189636714512
513,25.0992,104.8811,0.0951241679752939
189,31.1986,107.5082,0.0953748406878666
744,43.34639,-4.06417,0.096136779584337
805,46.05184,11.45389,0.0966436480568148
968,50.889871,6.985074,0.0975914536538553
998,48.173194,11.648036,0.0986066900397382
1020,45.560556,11.539722,0.0988168461746474
320,38.8632,115.493,0.0999324072090875
558,29.7535,116.0721,0.1013909137652452
997,55.862281,-3.205782,0.1023620393385661
454,29.6963,118.2903,0.1030833130945645
570,27.9939,120.6748,0.1058661189742073
261,46.6191,131.1652,0.1059363931884889
139,30.2006,115.0817,0.1061016587100332
1426,30.848612,-85.60389,0.1068510510083857
1309,45.56498,-88.80859,0.1089807729582161
943,47.05917,15.016667,0.1097567316110497
727,47.651725,23.570508,0.1115829754853527
1302,37.1655,-78.3069,0.1120101740775451
588,35.5934,104.6194,0.1128674477413765
68,40.6511,122.215,0.1130317286857524
807,47.410164,9.653713,0.1136698199900456
1021,45.89,0.9,0.1141317883228085
199,30.2756,118.1371,0.11449061348251
48,33.742,113.3257,0.1156106262655991
701,46.13167,9.56639,0.116340759257023
192,33.8715,109.9154,0.1164038866296546
270,37.7124,112.469,0.117365161308027
646,36.6331,117.9592,0.1180904446972607
636,23.4714,116.7519,0.1184041427234454
1247,35.0608,-83.4306,0.1184507134442809
506,27.7344,109.1839,0.1204618491011198
523,29.9775,102.9905,0.1219858231610707
1306,44.70735,-89.77192,0.1232900425713677
296,40.8336,114.8883,0.1233735486542389
544,39.7443,98.5061,0.1234270146188955
369,45.8167,126.561,0.1237448700275997
442,36.7729,119.1936,0.1242344853790785
1136,42.45639,14.23472,0.126058720217677
1181,50.30886,2.807369,0.1273608133588564
253,47.3086,130.2684,0.1301361442583007
386,40.217,116.2296,0.1313672791759127
460,31.882,120.55,0.132117106522309
1454,39.96528,-76.69945,0.1330658726799427
1332,35.9138,-81.191,0.13334726925951
1087,50.383217,8.060998,0.136824935749676
690,44.3818,7.5382,0.1387537221707789
374,43.8805,125.3297,0.1391940066679113
720,47.3456,5.002377,0.1408415237311286
653,29.6277,106.6556,0.1422106610290107
447,31.388,120.953,0.1472282500066822
573,30.4663,106.6271,0.1478803160662718
808,48.782852,20.987197,0.1479764471385051
1289,35.379166,-82.7925,0.1481293571082531
58,30.8064,106.056,0.1489212752840371
917,47.72514,10.306561,0.1502087829002543
1098,51.15013609,3.80873543,0.1509158385674152
136,34.4045,115.6458,0.1509861917554844
674,50.007629,18.455548,0.1510823657323386
188,30.5232,105.5582,0.1514800662619108
1147,52.115725,21.237297,0.1530207206310303
445,27.6253,113.8493,0.1531273541181147
1355,39.80933,-80.26567,0.1534112638938584
380,38.8639,115.5086,0.1545682115535291
995,53.56414,9.967882,0.1549498836870668
773,48.40861,15.619166,0.1604091319024618
687,45.183611,11.311389,0.1607950235567239
264,47.4311,128.5159,0.1623064232047083
248,30.8792,117.7439,0.162799281268966
1206,45.238642,19.835704,0.1630089129370749
793,47.06701111,15.49368889,0.1630962280879538
1412,29.901035,-95.32613,0.1632253883130745
876,44.99694,11.07083,0.163336427564672
648,28.3611,112.9581,0.1637938861885315
749,43.313,-7.6937,0.1665121272460339
420,28.1136,116.9822,0.1668709233239018
452,24.5058,118.0936,0.1677264063279529
1297,48.5103,-113.99681,0.1689713842289179
1248,41.4271,-80.1451,0.1694434365892606
182,36.5446,104.1724,0.1702023223142292
1440,47.5525,-122.06472,0.1705321131656372
18,41.8491,123.7977,0.1717869641375184
1072,49.634841,9.657919,0.1719553450875183
531,29.5822,105.0406,0.1738237475203133
1369,43.176674,-85.41661,0.1740849404999386
51,30.7856,106.1064,0.1763217423924397
405,28.7562,104.639,0.1779518711630878
1161,50.876983,18.416878,0.1796719975407381
16,43.8358,126.5844,0.1812304058373397
850,42.637192,23.243864,0.1818359463429741
339,32.0005,120.86,0.1820962505436702
533,30.5366,105.5861,0.1822334472160928
166,31.0386,112.2213,0.1840479928106422
297,36.3083,120.3999,0.1844884549009195
227,37.7067,112.7249,0.1876808964851709
834,48.257474,13.03923,0.1895321871502497
548,28.9666,118.8709,0.190498230613399
1439,39.310833,-76.47444,0.1912542916503134
71,40.1503,124.4256,0.1917848943088886
1173,50.900317,5.986853,0.1919694778796443
252,45.1214,124.8006,0.1920293103465088
275,38.2991,116.8842,0.1931097945306035
1153,41.63528,-0.89361,0.1937729779958976
1328,41.05192,-73.76366,0.1958974038997021
120,36.8103,118.0414,0.1981206605786327
650,28.7728,104.6201,0.1984799302286124
801,45.463333,10.480833,0.1999749843812573
280,40.9763,117.9392,0.2005644821735985
355,41.8467,123.4264,0.2009861177856968
148,33.5698,114.0261,0.202459721039748
1280,41.420883,-82.095726,0.2025169811509372
1029,42.53417,12.52194,0.203086749728589
640,29.6815,115.9872,0.2037141464535326
1347,37.71325,-119.7062,0.2048878767815775
474,30.2111,120.2072,0.205820778418783
947,48.33472,16.729445,0.2070940023643724
1300,33.43395,-84.16181,0.2093390966394142
844,64.244226,19.767238,0.211101120581799
1166,41.04,21.3564,0.2111028372432582
466,31.4,119.46,0.2111325780904866
813,47.04735,16.07905,0.2112531745212548
1170,43.5915,3.88681,0.2115134313290803
1268,40.026035,-82.433,0.21265233153964
1278,41.24045,-80.66272,0.2127598671478982
433,32.0931,118.6414,0.2135222591299737
870,52.800773,10.756733,0.21514625033459
317,36.6734,117.1265,0.2155088145304672
53,30.3544,112.2008,0.2156657700478677
571,25.0492,101.538,0.2181743687030547
41,35.0697,109.0697,0.2185250108765452
508,28.1308,112.8908,0.2217877540473885
669,29.4251,113.1493,0.2225769109292302
817,47.8055556,13.043333,0.2227629154374631
277,39.5269,116.7244,0.2241707897882632
820,48.753179,21.245046,0.2263389573650508
496,26.5939,104.89,0.2271252833820739
1441,31.188932,-85.423096,0.2278619291075118
553,24.8978,118.5972,0.2321929659447715
536,23.4835,111.2711,0.2328792427068702
1356,39.96111,-77.475555,0.2339170348224734
130,32.1195,114.0775,0.2344912582169519
335,34.2778,117.2933,0.2356299480578048
469,30.8388,106.1087,0.236484392834465
1301,34.785217,-84.62643,0.2368429219359842
208,41.2495,123.1683,0.237908861108995
1275,41.55523,-81.57526,0.2395039565656181
600,26.5917,104.83,0.2419214980642222
1375,42.298492,-72.334076,0.2427597528801608
30,36.6106,109.5056,0.2443489626154348
28,34.6886,112.494,0.2450426234894356
771,43.3583,-5.8664,0.2450612877147217
1277,39.42689,-84.20077,0.245496071935125
1321,40.72099,-74.192894,0.2457645491858579
1299,63.7232,-148.9676,0.2464941298683207
871,54.436985,12.721938,0.2465645918960994
781,48.167961,17.106244,0.2481577353327335
797,46.7675,15.956111,0.2483786769102752
457,36.253,120.014,0.250113567073941
427,30.6465,111.3549,0.2504593063445253
1207,38.748611,-9.148889,0.2507459442540529
953,45.69802778,18.83463889,0.2508427763920952
683,45.6725,12.238611,0.2512467536111492
991,47.2474,6.015419,0.2521451104419943
1345,41.97639,-72.388054,0.2540282382488933
930,51.746848,14.33447,0.2581328773258642
314,31.8707,117.2588,0.2582925358210303
1261,35.63348,-83.941605,0.2584327180068211
331,31.5475,120.354,0.2584884915046685
123,34.5578,117.7276,0.2640309579990592
292,37.8692,112.5369,0.2654969777642501
224,39.3197,112.4258,0.2658963230337122
439,29.1217,110.5319,0.2662033128126541
978,44.865555,-0.939444,0.2671377401229479
934,47.5292,9.9267,0.2711037356698538
217,39.3278,112.4072,0.271441786576429
1183,51.303394,6.819887,0.2715655638074308
473,26.6272,118.1756,0.2719341490099827
675,48.962223,4.36,0.2719606829520074
597,25.0441,101.5482,0.2729479052276888
115,34.7837,117.2852,0.2734573035309591
1359,40.46542,-79.960754,0.2765499896385623
794,65.04338,25.4979,0.2772611112450205
621,27.583,110.0394,0.2773085418807609
1437,29.823318,-94.98379,0.2783261550960016
1298,64.84569,-147.72742,0.2791390042903032
1113,54.97825,-1.610528,0.2819682879776991
667,26.6027,106.7109,0.2821519137001324
344,34.2761,117.179,0.2827964546771586
637,36.913,121.531,0.2829647687115628
851,43.126475,25.691211,0.284991036011578
1256,39.48599,-87.40131,0.2855223690568854
772,45.515278,10.219444,0.2869220252351441
1349,43.1818,-87.901,0.2880489278280354
826,45.1546,7.658,0.2881323808992212
304,36.6116,114.5302,0.2911221045082128
546,30.9285,113.9153,0.2922027758048185
162,35.7306,114.2878,0.2932020428957038
983,41.947654,12.533667,0.2935675462169635
43,36.1017,114.3551,0.2936702102387223
400,27.0999,114.9658,0.2941861807047528
897,60.22393,25.10244,0.2945607500359387
519,30.1383,104.6295,0.2960021631708123
623,33.5828,114.0138,0.2967403810996938
1259,29.767998,-95.22058,0.2967568223280941
60,41.0971,122.9642,0.2970008823935353
404,24.8886,102.8204,0.2982639445868508
1446,43.670834,-110.59947,0.2984313994063293
278,39.5111,116.6708,0.2993152279947851
1377,43.97462,-70.12461,0.2999488408208884
177,39.4467,76.0072,0.2999981823586104
582,29.5462,103.7723,0.3005213272075084
1387,33.317142,-86.82575,0.3027703612096857
642,24.7733,113.5824,0.3035040871039489
1392,38.71085,-90.47606,0.3043821863572553
324,40.8369,111.7516,0.3047492243103237
1286,36.02661,-80.341965,0.305320680190855
359,41.7406,123.505,0.3093828206794418
254,45.1722,124.7965,0.3106841709007417
54,31.4535,104.7563,0.3109732563925767
370,43.8325,125.1761,0.3149049258027128
1303,33.588547,-84.06961,0.3150180352142788
594,34.6972,119.3581,0.3156329635207004
165,35.7609,115.0574,0.3170575663105173
566,28.0089,120.634,0.3177027531334363
1385,38.11515,-86.60325,0.3199553616414664
1407,41.965195,-87.87627,0.3210257703216591
1400,30.439722,-84.34639,0.3213988023237642
819,45.6642,8.1598,0.3214320072558821
1384,42.334984,-89.03777,0.3215475335864098
1071,47.664361,9.169289,0.3216210011198125
78,36.229,117.6795,0.3219740722999212
144,32.5714,110.8839,0.3222876866061797
86,34.2173,108.9356,0.322525367846395
426,37.3753,97.3731,0.3240056946829598
368,45.5419,126.979,0.324540933905524
1079,41.91614,0.191101,0.3245451086516029
1382,38.06503,-84.49761,0.3264715087216936
1403,29.939613,-89.92388,0.3272254945523823
929,51.897598,14.057064,0.3276098476874571
854,42.666508,23.400164,0.3282031241023225
767,44.013056,12.42,0.3282044221760897
67,40.7094,122.2703,0.3282778773010241
76,40.7514,120.8392,0.3296446761121918
179,44.3075,86.0697,0.3323172861332092
549,28.9398,118.8692,0.3327516188637396
10,44.5462,129.6386,0.332961063909938
555,31.7231,118.5228,0.3403951465291156
343,32.1028,118.9125,0.3418267436103835
979,51.396095,12.234054,0.3436411233871717
1452,40.27813,-105.54564,0.3437644601723034
1069,52.398406,13.368103,0.3450542275612338
116,37.4451,116.2991,0.3472709661267023
356,41.8411,123.5903,0.350198359934976
1353,40.56333,-78.919975,0.3520981264453077
133,32.9917,112.5192,0.3523332057218711
975,49.628771,8.364779,0.3528984935045233
608,27.5444,109.9453,0.3530868374276009
100,36.1989,113.1031,0.3541184602820627
746,42.14326062,2.510206967,0.3546419103847895
1281,35.76541,-82.264946,0.356545459154588
367,45.7733,126.689,0.3577505506102629
661,35.4828,112.8271,0.3582786426481414
1445,35.988277,-77.5843,0.3586748918516498
803,48.16206944,16.52561389,0.359688962832694
900,66.3217,29.40157,0.3597338940168263
392,39.0343,117.707,0.3603070854685378
883,50.736389,15.739722,0.3612277502722753
882,51.60308,4.781016,0.3612781804526344
1201,41.15604,15.09675,0.3613002851847154
397,26.3003,106.805,0.3615794512031718
228,37.6982,112.6991,0.3631103838661452
44,36.0681,114.361,0.3633388814430314
187,32.4287,105.8628,0.3642521162375112
256,45.3001,130.9762,0.3644800830269344
153,32.8929,115.8277,0.3660330657198902
1270,41.515053,-81.24991,0.3664929577779879
973,49.446,7.7673,0.3668501508290038
184,30.1256,104.6296,0.3677229034607141
1313,38.86067,-90.10585,0.3687799211071126
287,33.9592,118.2442,0.3690818243050031
1221,43.4015,-5.8028,0.3699073045703652
1006,51.27399,1.098061,0.3707887376183991
1127,45.5966,7.76643,0.3716719953365432
57,31.1317,104.3826,0.3722709848159989
1388,37.70097,-94.03474,0.3742153003595264
1140,50.68352509,14.04119492,0.3754047880624835
612,24.6947,108.0497,0.375524978420784
468,47.8517,88.1264,0.3762143653691239
59,30.8023,106.0789,0.3774525359130891
632,22.5311,113.0219,0.3808387818412567
282,30.1808,120.0883,0.3809946669667212
620,27.7314,112.0194,0.3819694587082879
164,35.7636,115.0312,0.3827004775913453
1316,29.632057,-98.56493,0.3841575546087755
1352,31.893913,-106.42583,0.3851063911047732
840,54.68611145,25.2108345,0.3864927567555625
491,43.941,81.3364,0.3872607778866995
265,47.7412,128.9102,0.3888859485559617
443,49.2261,119.7594,0.3889066219723938
1290,35.587143,-83.07416,0.3896700209228516
1444,45.25928,-122.58815,0.393027225646558
542,27.7569,111.9561,0.3935019673067926
1319,39.866833,-88.92559,0.3979206839254944
1056,43.1788,-6.5527,0.3988742416274587
952,46.951,7.44087,0.4016070254357848
328,31.1654,121.412,0.4019938424680221
529,31.2132,107.4988,0.4027121965212019
615,37.6828,112.7195,0.4037595793658902
796,48.1061111,15.91944444,0.4062758087320416
1344,41.84046,-72.01037,0.4157099701357436
697,49.66958237,12.6778841,0.4178233527118585
1379,32.50996,-92.046196,0.4188914005478439
33,34.3739,107.1186,0.4191823893739584
1346,39.4125,-107.23056,0.4202874424051378
1312,32.364567,-88.73149,0.4229195685160738
1132,49.165508,9.224786,0.4232625653477168
333,45.7478,126.593,0.4247214059702026
417,28.2475,117.0311,0.425746781751633
311,36.6868,117.0624,0.426313417709188
312,31.3019,120.591,0.426691104395873
1339,38.8577,-77.05922,0.4295865700584632
763,46.17,1.87,0.4302162160584814
890,47.2225,-1.5375,0.4306778326922402
1373,38.45934,-82.64041,0.4325129965655291
540,28.2558,109.6414,0.433494743448762
517,27.5578,109.9972,0.4350072000176231
218,33.6406,114.6369,0.4367656003807664
134,32.9735,112.5003,0.4378395024209046
799,47.09436111,15.41511111,0.4386815329342201
1219,47.60472222,15.67305556,0.4415331046680969
340,32.02,120.87,0.4418592422688655
1429,40.689255,-122.40219,0.4429084072476838
1399,32.362606,-88.27799,0.4445725253010983
1001,47.73344,12.891241,0.4541647789639043
1285,30.700895,-91.05607,0.454299059228254
483,38.5167,102.1692,0.4565868797595734
149,33.5698,114.0055,0.4573208684897928
1050,46.522,6.63963,0.4573218728602304
1307,43.7775,-91.2269,0.4574298265891485
1310,45.2384,-86.994,0.4579300822167125
905,45.873889,10.1775,0.4597831204731225
1292,35.320107,-97.4841,0.4598014064017679
377,43.9027,125.2863,0.4599356537858357
1040,53.060045,8.916966,0.460154678870505
630,27.9119,112.9074,0.4604993184487144
665,31.751,119.579,0.4607357096300943
1246,33.342224,-81.788734,0.4613387437353701
29,36.6028,109.4761,0.4621913922705523
1014,50.32276,3.39593,0.4622852521129033
1351,29.733727,-95.25759,0.4625095227208243
982,50.892377,14.822846,0.4651936123593587
303,36.5713,114.4918,0.4664206955747733
1394,33.553055,-86.815,0.4684905248007011
698,49.77012634,13.36822128,0.4689139222682814
1096,51.838221,5.856938,0.4692887061235373
804,48.124711,17.125496,0.4719875132608445
205,41.998,121.6094,0.4722563592837556
451,26.4365,106.6555,0.4742477753830071
1105,59.399355,18.077416,0.4760297084465865
150,33.5699,114.051,0.4769120532850142
1168,43.79306,11.09778,0.4774176663007999
685,48.85731,7.314175,0.4785247665970283
785,60.608299,15.6294,0.478671598208185
436,28.9703,111.6975,0.4805645610781013
163,35.303,113.883,0.4823773116940418
494,25.7759,113.0348,0.4826502132591476
1128,45.371944,11.841944,0.4830110169625509
853,41.694342,24.738078,0.4832809717414224
1034,43.66028,11.90167,0.4835079470154234
1179,46.555842,26.926942,0.4863805911599201
935,50.88369465,4.382977505,0.4869205189464493
691,48.001511,7.832122,0.4873140829731589
557,32.6389,110.7258,0.4878969396728596
1431,40.73614,-73.82153,0.4884569612436005
1110,53.40337,-1.752006,0.4886598886129074
923,51.054558,12.141322,0.4889659585565681
524,29.9833,103.0111,0.4907989810357871
415,28.9634,105.4324,0.492519256929667
551,33.015,114.0114,0.4936079476353838
624,35.878,120.005,0.4943575899830468
700,43.610497,2.23015,0.495695864414386
1398,27.939747,-82.000084,0.4969385351656351
91,38.4975,106.2328,0.4974127384513146
481,27.8403,112.9118,0.4997810523853199
1149,43.3094,-2.0109,0.503165785875948
777,46.13111418,14.99611517,0.5044123495838561
514,28.6842,115.9314,0.506191727754529
1177,43.3665,-5.833,0.5065273351901419
212,41.5646,120.4521,0.5082042838599935
421,27.8246,114.9231,0.5082660307873511
1015,48.17278,6.452811,0.5084175157495047
346,32.0309,118.8109,0.5095112096618107
602,44.0114,87.2997,0.5099461145740729
960,51.25210341,4.491362028,0.5131183959568372
383,39.9611,116.2878,0.5164339086554743
247,30.9412,117.8177,0.5183223616335824
925,52.99875,11.73846,0.5213176219708892
722,49.40619,1.15515,0.5221749665693446
628,34.5023,109.4259,0.5223336579585969
1197,44.429489,24.351389,0.5224053713234228
158,33.8518,115.7789,0.5236030605226552
1411,34.623238,-82.53206,0.5260835029938957
119,37.393,117.9776,0.5261836371118971
399,29.4572,106.3754,0.5275181490330432
576,38.4842,106.2757,0.5279797730663695
888,46.58389,0.345556,0.5300751633843004
970,51.698954,7.122684,0.5315695420284491
441,29.5102,106.5777,0.5317201166638226
152,32.2786,118.3244,0.533081082729955
104,36.0714,111.5028,0.5359309850151932
836,44.79361,10.33167,0.5367817738178433
741,59.4944458,25.9305687,0.5385521897498262
762,45.158745,1.537222,0.538965308795289
498,34.7178,113.7329,0.5420898899799232
305,39.9041,119.5251,0.5427010506961576
401,28.793,104.563,0.5427885313812298
462,31.955,119.18,0.5429438833804415
269,39.6973,106.8174,0.5430818352957579
500,30.2798,109.4707,0.5435607326258036
638,23.0822,114.4053,0.5450410850808138
1130,51.47707,0.317969,0.5452936855204439
1331,41.058617,-74.25555,0.5464005907522138
423,32.0754,118.7997,0.5465092546603695
1155,43.26444,-4.06278,0.5531827714082441
611,36.5482,104.1465,0.5535949290156549
633,36.5819,101.834,0.5551096817710872
1423,35.43477,-83.44213,0.5560017788027685
760,47.594257,1.302667,0.5569550748601046
1343,41.78472,-72.63167,0.5585021623866865
180,36.1911,113.1569,0.5589058192525048
1180,56.15976,10.19364,0.5590614533661137
1266,36.0388,-85.7331,0.5605336548411546
230,35.0303,110.9686,0.560817351925898
892,44.926111,10.370833,0.5611145195935593
932,43.322554,21.919025,0.5672590328276126
1058,46.064275,23.563517,0.5699810479895111
429,36.0022,106.2792,0.571322069507817
437,27.9153,113.0048,0.5730172719225086
569,26.8906,100.2203,0.5765655838777703
914,52.146264,14.638166,0.5767963542121942
684,50.010575,19.949189,0.5776088454092301
562,22.2281,113.299,0.5806081853822136
279,41.0026,117.9268,0.581002452553788
1210,47.068717,21.927233,0.5810681695839826
695,49.50260925,18.53856087,0.5825257541300121
530,31.2827,107.5277,0.583281020670733
181,34.5538,105.8945,0.583299151864882
598,26.4214,111.6156,0.5842971300633134
931,50.12218857,14.46757793,0.5873411197607021
885,51.407365,5.393328,0.5902929977899094
8,44.5963,129.5904,0.5965153089615024
672,52.420319,16.877289,0.5968314577990508
1122,43.867496,18.423061,0.5989498819039131
326,45.7319,126.685,0.6026308383060306
406,30.1819,120.2697,0.6026578612347347
103,37.4236,122.1214,0.6036326418397119
1002,53.37287,-3.022722,0.6042240487740383
422,32.0023,118.7752,0.6062698869405796
824,44.5,11.286111,0.6071285067581642
541,27.7044,111.9892,0.6077641302807835
730,45.683333,9.466667,0.6087510766678954
409,27.7844,114.3956,0.6129999006748459
641,24.7791,113.6735,0.6135046086301373
647,36.8406,118.0253,0.6144077062669558
1013,49.276386,2.482167,0.6157689171337524
142,32.395,111.0419,0.616465081394436
293,37.7394,112.5583,0.6166966243315821
1134,45.736694,21.250808,0.6190005121721885
2,43.8306,126.555,0.6196880909806093
591,36.61763,114.5129,0.6200401018303646
1175,46.329586,-0.458889,0.6256857570658182
706,42.09791019,1.848237224,0.6275057691985588
301,34.7525,113.64164,0.6276800323271159
477,29.2617,117.1547,0.6292069331543131
539,28.3169,109.7325,0.629558977625961
122,36.8194,118.3092,0.6321276283634163
1254,34.002747,-89.79919,0.6325733295813614
1148,45.1619,5.7356,0.6330905195983426
408,27.0968,115.0093,0.6331918777631191
159,30.6618,117.47,0.6333093982141331
1057,52.349703,13.424304,0.6344627984780845
1199,43.650722,25.363583,0.6345031362983357
416,28.2264,117.0222,0.6346312478456779
315,31.8571,117.25,0.6379381241741076
231,38.4519,112.7383,0.6387839821209778
485,31.0201,103.6202,0.6389134141562643
215,40.761,107.4212,0.6445625473033041
1011,43.91611,11.00694,0.6448468600119165
1453,32.41281,-86.2634,0.6452191905950626
605,27.2442,111.5283,0.647093180280203
1,41.1442,123.0485,0.6494962930177571
398,29.7166,106.6205,0.6494978795665998
