,CN_r,CN_p,CN_std,US_r,US_p,US_std,EU_r,EU_p,EU_std
0,0.103614525,0.041780417,0.025903631,0.149252543,0.03006721,0.037313136,0.061230205,0.017812247,0.015307551
1,-0.137886225,0.010324297,0.034471556,-0.076614981,0.036801562,0.019153745,-0.051716293,0.017357603,0.012929073
2,-0.180425013,8.00572E-06,0.045106253,-0.356392101,6.94807E-09,0.089098025,-0.098464921,0.010023396,0.02461623
3,-0.114494084,0.016398014,0.028623521,-0.222512799,0.0457533,0.0556282,-0.193901369,0.004981808,0.048475342
