,CN_r,CN_p,US_r,US_p,EU_r,EU_p
0,0.17328996561951826,0.01171161223075873,0.4823307178749491,3.363482350201712e-06,0.23389151731296343,0.16215023111106547
1,0.26396988029979035,0.18026302365874736,0.3840989171577931,0.09321013122362268,0.18499167445992218,0.16824462392222336
