,lat,lon,EVI2_Growing_Season_Area_1_co2_r
187,32.4287,105.8628,0.1063520982273666
430,29.3578,113.1094,0.1067993982435737
786,46.80138889,13.49388889,0.106993665560485
954,67.878588,21.062962,0.1099641981238341
987,49.052284,8.253538,0.1100532943646632
507,27.2272,111.4328,0.1103371068393409
412,25.8333,114.9322,0.1135141312869339
214,46.0656,122.0392,0.1136354423308832
1384,42.334984,-89.03777,0.1155124245573895
1287,36.109005,-79.802315,0.1156699685506946
1416,39.28102,-78.08157,0.1160146249377974
1325,44.08747,-75.97316,0.1160989843320179
425,29.9572,121.713,0.1162488355309093
390,39.9136,116.184,0.1163863049121056
7,44.561,129.61,0.1176025843296912
629,39.8261,109.9486,0.1177891789799294
1270,41.515053,-81.24991,0.1191999340714089
79,35.0532,118.3429,0.1192789615419167
838,45.1391,7.0501,0.1198035968831411
691,48.001511,7.832122,0.1203002322570249
717,43.404011,21.947746,0.121741900181864
955,47.4067,9.39438,0.1220522049848376
716,49.94498825,17.90953064,0.1220942481138933
762,45.158745,1.537222,0.1222484676681927
83,34.3731,109.2186,0.1230632619100628
537,23.7233,114.6892,0.1248070660922262
1306,44.70735,-89.77192,0.1250639397486798
725,49.02134,1.148319,0.1258555915222123
826,45.1546,7.658,0.1292023483382879
1193,42.39197569,2.842138412,0.1294523885441011
1096,51.838221,5.856938,0.1297748273334096
897,60.22393,25.10244,0.1298307513898142
1060,46.564369,26.910667,0.1299720725797463
1178,40.39472222,-3.73194444,0.1300539446528011
1383,39.117218,-94.635605,0.1306809977840013
842,47.091111,17.901122,0.1307986703807438
1266,36.0388,-85.7331,0.1319129992228521
714,53.134088,17.995712,0.132528525376372
1099,57.810833,15.564736,0.1345406921899243
1148,45.1619,5.7356,0.1361806852837371
890,47.2225,-1.5375,0.137468324222637
1454,39.96528,-76.69945,0.1374920267755658
1082,50.16443,9.399441,0.1376352839689283
1069,52.398406,13.368103,0.1377775627298847
917,47.72514,10.306561,0.137917108234402
1077,43.21291,-3.1344,0.1384275336644365
508,28.1308,112.8908,0.1385247058082687
795,48.2702,16.2972,0.1391708231959008
1288,30.229652,-90.96563,0.1398985623717432
492,26.3108,117.7275,0.1411918828831282
941,47.04027778,14.330725,0.1413576442425696
60,41.0971,122.9642,0.1432300177795588
1230,49.28222,4.051111,0.144602375382598
847,41.97833,21.47,0.1453613549547125
204,38.8411,105.6985,0.1465710855473657
207,41.1953,123.2,0.1466836224722749
824,44.5,11.286111,0.1478299661267899
757,43.15333,-4.25306,0.148375838414573
822,41.99917,21.44084,0.1492951143329633
969,51.453459,6.86505,0.1496081169405541
750,43.2757,-5.596,0.1521454013464877
1278,41.24045,-80.66272,0.1525537951327431
832,48.53111111,14.57472222,0.154937104919005
1426,30.848612,-85.60389,0.1550249865917935
1073,48.507703,9.051178,0.1557079379671971
1455,38.23887,-82.9881,0.1565369780558092
23,41.2864,123.7669,0.1571297174837505
48,33.742,113.3257,0.1575780841547549
854,42.666508,23.400164,0.1577949081245659
687,45.183611,11.311389,0.1582946518557222
553,24.8978,118.5972,0.1591679045887776
1273,39.70595,-79.012,0.1604987438239852
545,36.0621,114.4839,0.1616571711251794
1308,42.5956,-87.88576,0.1618272427999421
438,27.8336,113.251,0.1632324712825535
920,49.869422,9.171544,0.1632845669027148
341,34.5885,119.176,0.1634832651679427
488,43.9174,81.2996,0.1636119905129682
1365,41.61524,-71.72,0.1638961639541565
1300,33.43395,-84.16181,0.1643624313607829
1246,33.342224,-81.788734,0.1648519524244183
679,48.899233,9.172792,0.1658639570810487
749,43.313,-7.6937,0.1659147211726964
1443,39.399837,-119.73961,0.1665525703446703
417,28.2475,117.0311,0.1670324322339555
726,43.3069,-5.7057,0.1685834690613738
928,51.5645,14.3764,0.1694134660325327
300,34.81334,113.56746,0.1697350309000172
1425,40.304695,-79.50567,0.1700047308974491
12,46.586,125.153,0.1701958641791698
923,51.054558,12.141322,0.1703272034360259
363,40.8062,111.7276,0.170395675751657
968,50.889871,6.985074,0.1714630926789447
1147,52.115725,21.237297,0.1723630398663655
821,45.1758,7.5602,0.1750605464526335
694,54.124819,22.038056,0.1758900377871927
959,47.513333,21.624444,0.1767358527995032
158,33.8518,115.7789,0.1786547746050108
160,35.9019,114.17,0.1799799559478505
701,46.13167,9.56639,0.1827045751498753
47,35.2127,113.2269,0.1829912930384721
814,45.79728,3.113833,0.1834521781310587
1216,51.54052,5.85307,0.1840499233487572
718,41.096667,-8.555833,0.1840547119272894
439,29.1217,110.5319,0.1848707256688156
970,51.698954,7.122684,0.1856569340118428
1068,47.145014,23.877389,0.1862900730505181
1222,49.23074,7.003174,0.1868705968191205
120,36.8103,118.0414,0.1880581126914028
419,30.3119,120.1197,0.1892114323077288
404,24.8886,102.8204,0.1903267321886246
1103,47.4029,8.6134,0.1914634652119553
1427,39.52508,-119.80772,0.1935582091772429
1271,40.0877,-82.95977,0.1943061031264106
1114,51.45258,0.070766,0.1974689752943655
29,36.6028,109.4761,0.1975414881704967
577,30.6558,104.0219,0.2001757905261025
1347,37.71325,-119.7062,0.2009643893712454
882,51.60308,4.781016,0.2010192252885096
690,44.3818,7.5382,0.2011931611353304
604,25.8481,114.9461,0.2024117595381888
534,28.2053,113.0792,0.2028572126906402
1017,53.187222,-6.121667,0.2029219178359456
709,52.407578,20.955928,0.2032006708004144
499,34.77172,113.73961,0.2041501000726974
1048,43.5589,-5.9275,0.2044369058217015
203,43.9311,116.0781,0.2046042721625379
465,31.737,119.579,0.2046492237193196
320,38.8632,115.493,0.2079215573884224
132,33.6347,114.6758,0.2094400898826866
530,31.2827,107.5277,0.2097255214012774
1074,43.5512,-5.9197,0.2109900636773057
929,51.897598,14.057064,0.2122666616637381
1358,40.24699,-76.846985,0.213771987552391
1326,42.68075,-73.75733,0.2145111187338563
708,43.09625,-0.040497,0.2149548938060858
1043,45.411864,28.005967,0.2152091180000264
333,45.7478,126.593,0.2152500131248922
18,41.8491,123.7977,0.2165883469138655
794,65.04338,25.4979,0.2168233461114958
849,47.676111,17.649736,0.2175034159816969
161,35.7511,114.2956,0.2175069749582008
551,33.015,114.0114,0.2179621275765177
0,39.8784,116.3621,0.2196438391581093
41,35.0697,109.0697,0.21966032592427
723,46.19583,6.240556,0.2200365093616528
747,46.671307,5.556806,0.2201009326268727
603,32.4535,105.8945,0.2201531074431167
1451,33.9828,-111.79871,0.2207212149969892
327,31.1907,121.703,0.2208581856789076
1317,42.060284,-87.86323,0.2218619113771306
859,43.305286,5.394716,0.22563416045801
1405,43.577602,-116.178154,0.2278606344446744
353,41.7867,123.4678,0.2288267842804762
449,31.155,120.636,0.2293709716909679
228,37.6982,112.6991,0.2301264529783107
1019,52.437165,-1.829999,0.2318702588454618
1031,45.226667,11.665833,0.2319410692040072
343,32.1028,118.9125,0.2325397352950692
1409,43.54792,-96.70077,0.2334235386642536
1015,48.17278,6.452811,0.23399135235796
1316,29.632057,-98.56493,0.2342826316892767
977,45.154075,26.818619,0.2353445644474308
358,41.6989,123.4231,0.2356169973592739
699,49.45165634,17.45415878,0.2361423099361461
736,49.254344,6.867744,0.2367772479645049
564,29.8566,114.2936,0.2380031272026745
1319,39.866833,-88.92559,0.2382958567632613
895,47.64892,-2.76399,0.2395573066400989
898,47.737415,7.309075,0.2396202790471447
1153,41.63528,-0.89361,0.2401782855782238
877,46.256617,26.792892,0.2429482664452378
1064,56.2904,8.4274,0.2430252643423823
209,42.3022,123.8139,0.2434236219198701
703,50.02403641,15.76354885,0.2440107178978853
1037,49.83918762,18.26368904,0.2449338354683289
738,45.431539,28.054742,0.2451880137828981
1254,34.002747,-89.79919,0.2455503682234099
405,28.7562,104.639,0.2468637189510004
593,33.3663,120.1544,0.2469453130164393
244,46.8032,130.3648,0.2469506864192042
857,47.430833,19.184175,0.247322611147024
1057,52.349703,13.424304,0.2473734603758552
1253,48.41252,-92.82922,0.2479271302248276
94,35.0888,118.3956,0.2487384278081534
1333,40.06483,-74.44405,0.2492588180248727
1143,52.411563,-1.560228,0.2493951248673239
529,31.2132,107.4988,0.2496761396813224
557,32.6389,110.7258,0.2512719920731294
996,49.32273,11.02792,0.2519583995005757
1041,51.462734,13.526796,0.2531889553857467
612,24.6947,108.0497,0.2534472089550428
1394,33.553055,-86.815,0.2556275722587975
1167,44.92008,2.441082,0.2574239833495003
896,43.1804,-2.2682,0.2580247593972214
844,64.244226,19.767238,0.2584242390429487
1084,52.25534,8.05286,0.2585208637384476
596,33.965,118.283,0.2593067893123131
835,48.39167,13.67085,0.2597031336297275
745,40.41666666,-0.24916666,0.2602047422877105
1138,52.401352,13.059945,0.260836194318738
1212,42.36417,13.38306,0.2624499509435143
960,51.25210341,4.491362028,0.2626400749884577
1285,30.700895,-91.05607,0.2631710150195398
1090,50.221941,8.446079,0.2634990093609187
617,39.0845,117.1589,0.2640993482085454
836,44.79361,10.33167,0.2643578182671755
748,43.2941,-5.6796,0.2669810305640421
1437,29.823318,-94.98379,0.2674665880172863
1132,49.165508,9.224786,0.2676840497806648
768,50.429014,21.277367,0.2679913130587291
793,47.06701111,15.49368889,0.2732708850669427
845,47.561944,18.960008,0.2741110529781064
746,42.14326062,2.510206967,0.274332999865038
918,48.904228,11.948795,0.2750587665083734
1079,41.91614,0.191101,0.2756599165044701
19,41.8822,123.9161,0.2757508080662019
1075,44.319639,28.610292,0.2772144864680407
640,29.6815,115.9872,0.278253370840503
909,49.41123199,14.67638874,0.2787652280786926
243,32.9673,117.3533,0.2788981121436771
697,49.66958237,12.6778841,0.279236600485395
791,56.00833511,21.88694763,0.2797924200368034
555,31.7231,118.5228,0.2798406481556152
1056,43.1788,-6.5527,0.2809160364868374
1244,34.09396,-80.9623,0.281264554886049
971,49.438464,12.548869,0.2817879717361045
980,51.317905,12.297411,0.2818331324160802
1362,41.265556,-75.84639,0.2820891489576974
238,50.2472,127.5291,0.282187574883411
1071,47.664361,9.169289,0.2823656385762628
818,45.772167,3.0875,0.2824924079481194
1247,35.0608,-83.4306,0.2826883321502645
1192,42.40538,1.13,0.282934309375062
820,48.753179,21.245046,0.2845741535164707
993,47.62,6.157611,0.2848494606820219
1142,46.632142,27.730886,0.2855350254362979
354,41.7653,123.4114,0.2860000595948543
1258,41.606663,-87.30494,0.286006121575351
1034,43.66028,11.90167,0.2861691446596718
642,24.7733,113.5824,0.2861826138431447
1025,40.67354965,22.89343834,0.2862112147650018
135,32.9692,112.548,0.2868141461098792
415,28.9634,105.4324,0.2871881544195532
1261,35.63348,-83.941605,0.2873239454844281
112,37.4309,118.6614,0.2878664672174468
945,48.27329,14.31479,0.288370362853238
133,32.9917,112.5192,0.2888332435512466
1283,35.9359,-81.5306,0.2889135609218461
618,28.4436,117.9756,0.2893305373983085
1201,41.15604,15.09675,0.2902333756231248
873,55.39638901,10.38917255,0.2903954070254589
254,45.1722,124.7965,0.2920426504025145
728,49.442356,1.093789,0.2927883487093605
294,30.7478,120.726,0.2940157537683058
782,42.157856,11.908954,0.2940695691048061
1199,43.650722,25.363583,0.2959060595093058
673,49.419528,8.6767,0.2964996295534357
1001,47.73344,12.891241,0.297798416208909
1436,28.332226,-82.30564,0.2987849310473193
926,52.644169,13.483079,0.2988302005328852
469,30.8388,106.1087,0.2997897106397649
1331,41.058617,-74.25555,0.2997993542155212
1312,32.364567,-88.73149,0.3017599569470252
1135,52.22174,-2.736665,0.3032811680451466
1101,42.056383,25.59345,0.3069981305775248
843,43.223044,27.587239,0.3076259327816065
1336,40.82799,-73.05754,0.3079705888509683
737,49.233464,6.987601,0.3083601405275956
902,45.038831,24.298631,0.3095651673262899
771,43.3583,-5.8664,0.3110069085302031
364,38.9511,121.565,0.3112789817866594
397,26.3003,106.805,0.3118296768561867
1129,51.49633,-0.460861,0.3130401252433734
1035,41.554167,14.674722,0.3155424999393418
1087,50.383217,8.060998,0.3157397624001951
756,43.16832,-2.63794,0.3167285917380329
948,46.6775,12.972,0.3183460873701125
262,46.6554,131.1524,0.3190471614722307
77,40.7677,120.8695,0.3203417819580381
1130,51.47707,0.317969,0.3210062825521685
706,42.09791019,1.848237224,0.3228149792632547
1011,43.91611,11.00694,0.3230610038629667
1264,35.10264,-85.16219,0.3235689245617258
227,37.7067,112.7249,0.3235765334871076
851,43.126475,25.691211,0.3252052829992706
770,45.4512,7.878,0.3265992939209529
1159,49.851334,3.284,0.3294589041430332
68,40.6511,122.215,0.3299686915270027
268,30.6764,104.1419,0.3301340859821737
1012,46.137222,9.385,0.3301631478783969
1348,34.454514,-94.143524,0.3317712850586014
1120,50.94535924,3.15240159,0.3336540471679671
396,39.6506,118.1705,0.3341499032874312
1235,40.3597,-3.5429,0.3341875448755829
1227,41.636078,25.379683,0.3355748435320813
50,34.7752,111.1922,0.3377355412756183
1369,43.176674,-85.41661,0.3405547131554308
175,42.8328,93.4961,0.3432391978727386
370,43.8325,125.1761,0.3435599669463676
1352,31.893913,-106.42583,0.3438780462067571
914,52.146264,14.638166,0.3440614915157012
424,33.774,113.182,0.3440909881095204
66,39.8129,110.0023,0.3442551423134408
1373,38.45934,-82.64041,0.3451632188943531
889,50.74823,2.25978,0.3452115815933269
769,41.47676936,2.088977264,0.3456046729512207
1032,45.60222,9.27611,0.3461068236319361
741,59.4944458,25.9305687,0.349621068691648
269,39.6973,106.8174,0.3496341109758235
590,37.9844,106.2025,0.3520762020060577
1374,42.19438,-72.555115,0.3525435810906934
440,29.3547,110.5594,0.3531786138016825
1042,53.924712,9.532635,0.3544520314812004
1124,45.690278,9.643889,0.3552999572627464
892,44.926111,10.370833,0.3564397591980157
1058,46.064275,23.563517,0.3600905417407656
1033,45.038333,9.669167,0.3602951812518422
1284,32.535294,-93.74704,0.3612589355985186
285,40.8033,111.6572,0.3630470896208332
1151,51.939783,15.518861,0.3634580946230651
1252,42.416637,-83.90218,0.3637947875602472
942,45.55879167,18.69876944,0.3639698519907008
377,43.9027,125.2863,0.3648601405660266
163,35.303,113.883,0.3655699878630007
584,41.7173,125.9358,0.3661920321917513
888,46.58389,0.345556,0.3669397934804571
588,35.5934,104.6194,0.3672808095117525
681,48.847917,10.096292,0.3676182753510531
413,28.7199,104.5742,0.3676957024209782
1127,45.5966,7.76643,0.3684791619552782
812,47.27129,11.4169445,0.3685128050824336
21,41.3094,123.7169,0.3695064708469904
365,43.7783,125.245,0.3700121907132213
674,50.007629,18.455548,0.3715363089343778
1083,40.314518,-3.716868,0.3719619445351448
807,47.410164,9.653713,0.3720573793481919
52,30.3197,112.2494,0.3727502254124323
1332,35.9138,-81.191,0.3732358505362739
223,39.3617,112.4575,0.3754719761272963
108,37.8703,113.5614,0.3756544372791268
30,36.6106,109.5056,0.375901823630889
829,46.143173,-0.396042,0.3762408729801952
760,47.594257,1.302667,0.3768892172071499
776,46.651838,16.196777,0.3771197710289068
653,29.6277,106.6556,0.3771418875433676
876,44.99694,11.07083,0.3772392975972046
1162,45.96141,4.465711,0.3775210477759839
609,23.7256,109.2203,0.3779716242455636
401,28.793,104.563,0.3790436554057569
119,37.393,117.9776,0.3800561550938792
1298,64.84569,-147.72742,0.3808857227359152
138,30.2313,115.0601,0.3820953424354544
1095,47.86194444,15.32194444,0.3846806195367893
1242,35.2318,-77.5669,0.3846842888203226
1334,43.05235,-76.05921,0.3855706139626786
1137,44.82112,20.459113,0.3857035498160274
1257,41.182465,-81.33048,0.3868599270332243
75,40.7136,120.9092,0.38695587794884
1282,35.500103,-82.59986,0.3878820372030884
862,51.921389,4.401389,0.3885538216407617
1198,51.067439,19.448694,0.389227517864905
1415,30.419806,-91.182014,0.3897431341048119
689,43.25055555,-2.155,0.3901811791240305
900,66.3217,29.40157,0.390909113444049
1268,40.026035,-82.433,0.3918881193172691
573,30.4663,106.6271,0.3928427811139403
615,37.6828,112.7195,0.3931860556969722
730,45.683333,9.466667,0.3932818847508335
581,42.0353,119.2658,0.3941623305482726
868,47.739919,26.658519,0.3946519415862176
938,56.672901,12.8576,0.3952713886060918
712,52.029194,23.149389,0.3957284094164479
1293,35.614132,-97.47508,0.3958326365706209
880,45.0028,7.8375,0.400112439002544
16,43.8358,126.5844,0.4006110672153775
236,32.8977,117.3145,0.4009440170315301
1418,45.49664,-122.602875,0.4027478143427738
1093,49.107502,6.122775,0.4030440218864025
621,27.583,110.0394,0.4046431467758603
1205,39.48963,16.3868,0.4052379237735152
1054,40.62984,-3.17159,0.4054284628466055
840,54.68611145,25.2108345,0.4059395557673095
560,34.343,106.0055,0.4067023895032382
946,48.930932,21.913705,0.4070576304031322
802,49.119442,6.180833,0.4073974557816866
813,47.04735,16.07905,0.4075606874302688
1267,35.85611,-78.574165,0.4079375307809079
1378,42.474644,-70.97082,0.4096634597088359
785,60.608299,15.6294,0.4115016270590573
1121,50.85205095,4.347777506,0.4135838665883929
885,51.407365,5.393328,0.4145354631323024
1404,39.99139,-75.08083,0.4157951395021193
1430,38.85287,-77.63462,0.4161742282826227
719,47.27476,4.099476,0.4163050341852451
420,28.1136,116.9822,0.416526023018129
625,33.4022,120.118,0.4167188360233563
248,30.8792,117.7439,0.4174275539526698
989,53.63074,10.110595,0.4185811638872544
986,46.802376,4.417486,0.4189676487638498
552,28.6542,121.419,0.4221907390534738
91,38.4975,106.2328,0.4226252825137529
852,42.432356,25.637389,0.4236502485802483
1027,49.90167,2.304597,0.4238593901285566
963,49.462229,11.0248,0.4246307192586445
899,40.540351,-3.645253,0.4252060999475572
208,41.2495,123.1683,0.4282498772338388
680,44.9089,8.2055,0.428435980695489
13,46.6215,124.9042,0.4295202464112
258,47.3416,130.2537,0.4312019130235743
1140,50.68352509,14.04119492,0.4322613537895169
482,31.5031,120.242,0.43305641184719
502,28.1322,113.0178,0.4336359085685473
1368,34.530716,-86.96754,0.4337292786303482
884,59.20243,9.4871,0.436848629147758
1128,45.371944,11.841944,0.4369535909786139
982,50.892377,14.822846,0.4376362563508155
234,42.8845,125.1358,0.4382078176426654
398,29.7166,106.6205,0.4385390971684465
291,37.8195,112.57,0.4394421186344573
990,42.697918,9.446417,0.4410756816159084
879,41.53583,20.6989,0.4410929666454683
763,46.17,1.87,0.4415358014948883
1155,43.26444,-4.06278,0.4420547344220804
360,40.7612,111.717,0.4421686015574371
869,47.913256,7.908035,0.4441604048113005
1009,55.79216,-3.2429,0.4447927941949678
1231,46.34072,2.593945,0.4456510238312131
1396,34.015434,-84.60742,0.446267310473936
1172,46.162556,-1.153603,0.4465103722356927
543,29.315,110.4417,0.4469824837527092
1219,47.60472222,15.67305556,0.4471338801403783
1168,43.79306,11.09778,0.4486314280032038
261,46.6191,131.1652,0.4495548761690335
1342,29.583048,-95.01554,0.4498688179035174
973,49.446,7.7673,0.4513878415898713
943,47.05917,15.016667,0.4521625125224738
137,32.9771,113.9976,0.4523411599953421
711,49.04781723,18.00782776,0.4537458423986059
17,41.0821,123.022,0.4546929658997207
1184,51.525955,6.97688,0.4555198424715981
1280,41.420883,-82.095726,0.4562392192950268
1179,46.555842,26.926942,0.4569197081143504
848,46.62936,14.28931,0.4577424666482678
311,36.6868,117.0624,0.4588132058363214
734,43.310833,-0.391111,0.4595753735204824
724,43.32074,-3.11272,0.4609192418314966
1026,43.623608,1.438531,0.4613965111092163
470,26.2714,117.635,0.4619459144602685
115,34.7837,117.2852,0.4627947340360556
1000,48.021657,12.538174,0.4631819756810357
301,34.7525,113.64164,0.4634828527257048
936,50.85780611,4.288706017,0.4648983882728499
905,45.873889,10.1775,0.4662697734232587
878,43.293137,5.574184,0.4671757901609532
1202,42.284,21.2738,0.4678072576045285
338,31.3708,120.641,0.4678549959390115
639,33.3942,120.156,0.4680231300298073
1327,40.8679,-73.87809,0.4689885351048877
371,43.8447,125.3863,0.469841970651853
944,47.04472222,15.15277778,0.470807581117239
392,39.0343,117.707,0.4708742049676032
1215,53.694628,19.968892,0.4710043768934018
883,50.736389,15.739722,0.4722192294978458
1050,46.522,6.63963,0.4726137658867974
1106,50.84971052,4.33410368,0.4733370543506088
96,35.2464,115.4208,0.4747211514270413
775,46.06554495,14.51272032,0.4759991524758805
486,45.6094,84.895,0.4760935500133366
1324,40.283092,-74.742615,0.4780539223606375
522,36.1758,117.1089,0.4780693532291648
407,31.4741,104.7778,0.4790958680143573
1360,40.107224,-74.882225,0.4791233659143645
1022,50.775482,3.12568,0.4797525291175155
645,36.7019,119.12,0.4810264682925357
317,36.6734,117.1265,0.4814503490150925
1089,48.12027778,14.878333,0.4814889334998157
314,31.8707,117.2588,0.4819426145031538
100,36.1989,113.1031,0.4829890429362385
1161,50.876983,18.416878,0.4840482740214373
159,30.6618,117.47,0.4863662865136349
125,37.5639,121.2514,0.4873326018748274
1377,43.97462,-70.12461,0.4875130098507745
663,31.6449,118.5024,0.4881754039502364
1086,50.13577,8.92157,0.4896024017257412
448,31.172,120.658,0.4909198013115813
1243,35.438557,-81.27675,0.4916078083604123
739,49.357861,6.73354,0.4936003678796068
1125,47.565439,14.244676,0.4937799729811139
1281,35.76541,-82.264946,0.495377941422256
561,29.6547,116.0172,0.4961064426798321
1407,41.965195,-87.87627,0.4968189787471774
224,39.3197,112.4258,0.4996402089572731
1053,50.125332,8.746343,0.5010648745471161
1424,42.27807,-85.54189,0.5014027924433938
872,50.654066,10.769534,0.502078750130111
1200,43.89555,25.956575,0.5053330731865094
1279,39.9428,-81.3373,0.5066062211336689
202,41.2991,123.149,0.5089617632641514
264,47.4311,128.5159,0.5112030338812866
241,32.9427,117.3605,0.5118079866964292
221,35.4897,112.8676,0.5125610269688307
742,45.871406,22.908594,0.512603008405411
1345,41.97639,-72.388054,0.5135867530866438
1304,34.474525,-85.408844,0.5144669103358094
556,29.5698,115.9773,0.5149965166309727
559,29.7046,115.9584,0.5151495574127666
572,38.4418,106.2266,0.5163850713920602
106,37.8731,113.4894,0.5165414477760049
912,50.04613113,14.33141327,0.5174490175024541
1431,40.73614,-73.82153,0.5174875068822695
540,28.2558,109.6414,0.518356977340837
1301,34.785217,-84.62643,0.5186963636744367
798,42.404687,12.857794,0.5218184081536325
1366,42.86183,-71.878624,0.5226278044763485
455,36.885,120.515,0.5231856491396013
86,34.2173,108.9356,0.5242873124031072
932,43.322554,21.919025,0.5257766944457869
1119,45.623056,13.7875,0.5276860819012957
1187,43.285,13.42861,0.5291087722633343
480,27.5002,114.0997,0.5303119855685
1420,35.158688,-78.728035,0.5317674298783966
1428,30.260279,-81.45361,0.5325944977947115
201,30.5119,117.0331,0.5349995157445046
790,46.835,14.84361111,0.5358287036691616
366,45.7667,126.635,0.5366726811475573
939,46.23451421,15.262476,0.5379388653577059
1363,35.96497,-84.22317,0.5381143271900131
740,45.474156,28.034406,0.5386620557719869
916,48.397079,10.008293,0.5387786833885697
606,27.3033,111.5239,0.5388227909700294
89,34.1978,108.985,0.5392823949224147
474,30.2111,120.2072,0.5404253666870956
1,41.1442,123.0485,0.5429445694571381
329,31.3008,121.467,0.5432737937581119
921,48.773072,8.220214,0.5438095375674228
864,42.90056,13.33667,0.5455768060026873
1434,43.68578,-74.98538,0.5468532742854794
907,49.40159607,15.6102457,0.5482831410174474
947,48.33472,16.729445,0.5491810197979474
803,48.16206944,16.52561389,0.5495147376674285
191,31.8896,102.2502,0.5512501923332999
766,45.848333,11.569167,0.5519774434081959
1355,39.80933,-80.26567,0.552211072663581
1232,49.15167,-0.352778,0.5525040552035387
861,46.765425,23.550258,0.552561000451643
622,39.2474,117.7918,0.5545238301769945
1452,40.27813,-105.54564,0.5561520225740748
841,47.557222,18.420836,0.5570224677644238
1370,42.51334,-83.005974,0.557851324820858
811,43.39873,6.075611,0.5580734871761843
922,47.649258,26.249011,0.5590933491473213
1136,42.45639,14.23472,0.5613714482515556
1375,42.298492,-72.334076,0.5620080019619883
1236,42.44,-2.239,0.5634200888526031
385,40.3275,116.6275,0.5636164178376176
352,32.1875,119.6707,0.5673416676560642
528,26.5892,104.8,0.5679691370612522
62,30.7236,103.9728,0.5697704093619442
1088,42.05134069,0.729555647,0.5709123514423661
1419,41.645382,-70.89751,0.5709136778005162
63,41.1196,123.044,0.5742519711198206
1346,39.4125,-107.23056,0.5742687801993425
632,22.5311,113.0219,0.5745600279767938
375,43.8772,125.3716,0.5745975120831462
85,34.2629,108.993,0.5753510425186916
1104,51.75816,10.61248,0.5753560130777262
901,48.68817,6.190431,0.5784205166600914
1141,49.672507,9.001981,0.5802109135485835
279,41.0026,117.9268,0.580607680928385
1410,29.68639,-95.29472,0.5808314526311396
774,47.40555556,15.36083333,0.5809240386699043
411,31.2071,121.577,0.5815034541797002
753,42.33611,-3.63611,0.5820926918577963
82,43.8711,87.5525,0.5832303386891292
58,30.8064,106.056,0.5842493717573596
816,49.211447,18.771215,0.5879069193687388
524,29.9833,103.0111,0.588121718363823
1115,59.316007,18.057807,0.5885675508890931
1379,32.50996,-92.046196,0.5894485132627784
382,39.9295,116.3392,0.5894493398560329
823,45.1763,7.7116,0.5899451684204483
196,38.2911,109.7456,0.5908017034412444
170,35.5461,106.6692,0.5915400050066503
27,40.8434,121.0533,0.5933311864934019
114,37.4674,116.3032,0.5935186948175126
26,41.0879,121.1115,0.593604321682311
1435,41.49212,-81.67845,0.5944337389935276
1113,54.97825,-1.610528,0.5951994046467523
585,31.2864,120.628,0.5962507277770334
751,49.259552,2.474397,0.5968224052109002
676,49.224167,4.020556,0.5969686930198592
45,34.7781,114.3389,0.5978268247134358
720,47.3456,5.002377,0.5995404592858341
239,46.6365,126.9785,0.6001679455335279
1354,40.814182,-79.56475,0.600942939265371
1456,31.954287,-84.08101,0.6016247763448896
70,40.0625,124.3303,0.6037784293178393
1213,50.676856,17.950278,0.6042696940928711
276,30.8669,120.0751,0.6050196109597905
1112,44.92467,10.5172,0.6071248339827653
1149,43.3094,-2.0109,0.6078405695591897
931,50.12218857,14.46757793,0.6090561361737983
1303,33.588547,-84.06961,0.6111214141553398
839,48.247222,20.616403,0.611228253244797
80,40.6532,109.8756,0.6114831846727771
819,45.6642,8.1598,0.6120456099202392
1314,30.085262,-93.76134,0.6127001317411316
374,43.8805,125.3297,0.6132397112637537
357,32.1328,119.4303,0.6132881889933864
978,44.865555,-0.939444,0.6135197565086384
298,34.77134,113.65724,0.6159589220879909
525,37.5072,122.1067,0.6182723123130377
594,34.6972,119.3581,0.6200443177691667
957,47.0674,8.46333,0.6201209588136846
181,34.5538,105.8945,0.6215193205136211
1210,47.068717,21.927233,0.6221029273557985
240,46.6528,126.964,0.6228411647871297
168,37.9956,106.1856,0.6229160229504731
523,29.9775,102.9905,0.6230867906611935
400,27.0999,114.9658,0.6231703888564156
15,43.8245,126.5052,0.6242967172447005
999,44.98375,26.015214,0.6243840940221252
122,36.8194,118.3092,0.6248534931947826
1182,51.839382,10.790143,0.6266376229491051
582,29.5462,103.7723,0.6282445318381124
304,36.6116,114.5302,0.6315195298871813
176,41.1551,80.2613,0.6326040255030158
744,43.34639,-4.06417,0.6333628527883394
672,52.420319,16.877289,0.633882551726541
592,34.1781,117.1694,0.635488715073703
483,38.5167,102.1692,0.6355055555777654
779,45.93766834,13.91156335,0.6376823718032739
828,43.9275,12.224722,0.6384738016659516
1203,40.71099,14.70244,0.6390803516214151
660,36.1851,120.3905,0.6391949691085019
387,39.6334,118.1725,0.6392276425669857
1224,53.74878,-0.341222,0.6431596682124859
591,36.61763,114.5129,0.6445253726542882
1444,45.25928,-122.58815,0.6472937577582961
906,46.08253,10.95804,0.6473104038373011
1238,40.6646,-3.7739,0.6485718820992658
643,37.4442,118.5857,0.6487030029786974
206,42.0224,121.6717,0.6488567918105587
257,45.3039,130.9429,0.6517645900504051
1134,45.736694,21.250808,0.6525038203633918
713,53.028647,18.666103,0.6549653705615103
307,30.6189,114.282,0.6570046631508961
1038,45.696736,27.211622,0.6575776692307959
190,31.2124,107.4644,0.6629412488395727
