,lat,lon,EVI2_Growing_Season_Area_1_temp_r
157,31.7905,116.4996,-0.0054907563549769
411,31.2071,121.577,-0.0038403248752883
331,31.5475,120.354,-0.0033651248309645
16,43.8358,126.5844,-0.0033060587428694
132,33.6347,114.6758,-0.0025172813431993
293,37.7394,112.5583,-0.0020707236339981
138,30.2313,115.0601,-0.0013874827040973
833,47.71611111,13.63222222,0.0004388442442147
285,40.8033,111.6572,0.0012501336549562
866,50.979455,11.037924,0.0012604456672729
732,45.9225,6.87,0.0029043873530918
410,27.9831,116.3544,0.0052178942405771
751,49.259552,2.474397,0.0068860909027939
794,65.04338,25.4979,0.0075117644151866
1446,43.670834,-110.59947,0.007877852187904
393,39.0927,117.202,0.0081355764002635
2,43.8306,126.555,0.0087890464336477
334,31.2284,121.533,0.0098101953558861
820,48.753179,21.245046,0.0100391910358652
566,28.0089,120.634,0.0107385792142632
1233,47.30737,5.065881,0.0122252643537771
222,39.3522,112.4397,0.0123690071634942
339,32.0005,120.86,0.0123866652536975
1114,51.45258,0.070766,0.0125384477856527
1103,47.4029,8.6134,0.0125842774369767
274,38.3254,116.8584,0.0161531531344519
917,47.72514,10.306561,0.0165062387746104
481,27.8403,112.9118,0.0167333256133174
667,26.6027,106.7109,0.0181661479455012
83,34.3731,109.2186,0.0212928381190231
1078,41.03028,21.33667,0.0213361435526635
1352,31.893913,-106.42583,0.0218871848097916
1370,42.51334,-83.005974,0.0246232400382418
1036,51.360755,9.271233,0.0249690500084521
213,43.1713,124.4002,0.0254192961933235
1349,43.1818,-87.901,0.0260049192431317
947,48.33472,16.729445,0.0273360867012814
956,44.9513,7.6362,0.0275602576882182
1400,30.439722,-84.34639,0.0282471541337851
1055,49.73244858,13.40228081,0.0290514616106703
1310,45.2384,-86.994,0.0292189398983543
76,40.7514,120.8392,0.030811348969946
485,31.0201,103.6202,0.0308200108287346
1207,38.748611,-9.148889,0.0310290199453674
1344,41.84046,-72.01037,0.0311195445192326
1092,48.19223,14.51954,0.0316783509733748
1261,35.63348,-83.941605,0.031991485848835
1449,27.946688,-82.731766,0.0320575554862963
1403,29.939613,-89.92388,0.0320902620554109
1426,30.848612,-85.60389,0.0330623573350259
184,30.1256,104.6296,0.0336856055885182
931,50.12218857,14.46757793,0.0339603501517251
248,30.8792,117.7439,0.034841166619122
154,32.8605,115.8554,0.0397411539146464
1311,40.712776,-81.598335,0.0408948691121742
1450,43.34317,-87.92087,0.0410058178109912
1250,44.18089,-85.73898,0.0417389505086632
441,29.5102,106.5777,0.042287599746299
633,36.5819,101.834,0.0425169575758362
1357,42.14175,-80.03861,0.0426853638238222
752,45.3189,8.4024,0.0437751705782759
1054,40.62984,-3.17159,0.044062167555415
1120,50.94535924,3.15240159,0.0447268265562571
564,29.8566,114.2936,0.0462694321165784
1340,29.723333,-95.63583,0.0478817971761858
737,49.233464,6.987601,0.0484984323900287
1117,51.0612777,3.77526239,0.0490167340075864
791,56.00833511,21.88694763,0.0492024995765916
1065,48.947611,13.420573,0.0502686896156815
705,45.5588,8.0564,0.0504208074751142
1168,43.79306,11.09778,0.0506191540291738
797,46.7675,15.956111,0.0507110962176878
1425,40.304695,-79.50567,0.0518597273377342
1019,52.437165,-1.829999,0.0538921659360634
572,38.4418,106.2266,0.0555158067913391
1044,53.064262,14.285139,0.055658925455787
430,29.3578,113.1094,0.0568104680755613
264,47.4311,128.5159,0.057330092982796
414,26.585,101.7169,0.0576982387174578
169,37.9251,102.6201,0.0592240889857295
27,40.8434,121.0533,0.0610072656397312
1355,39.80933,-80.26567,0.0616605509577237
698,49.77012634,13.36822128,0.0622179873300363
321,36.6133,114.484,0.0631224964820384
59,30.8023,106.0789,0.0639572431736914
590,37.9844,106.2025,0.0645716656283731
693,43.30277777,-1.98444444,0.0683336051129765
600,26.5917,104.83,0.0688440199540885
294,30.7478,120.726,0.0691978930068355
1133,49.07655,8.40666,0.0694508657987249
865,50.978292,10.317236,0.06964564770564
644,37.4658,118.5019,0.0705875494847014
909,49.41123199,14.67638874,0.071484548210496
806,47.128863,10.034324,0.0725856435603973
33,34.3739,107.1186,0.0730586086690037
795,48.2702,16.2972,0.0739083991951802
92,38.5036,106.1358,0.07513324864778
990,42.697918,9.446417,0.075693018392167
810,47.4885583,12.066633,0.0756978425872134
700,43.610497,2.23015,0.07669593891748
1080,50.970024,9.80026,0.0770598340230636
876,44.99694,11.07083,0.0787655618637778
1039,50.766815,7.973542,0.0787658852405752
992,47.538193,6.868361,0.0791664401646415
676,49.224167,4.020556,0.0799971518431606
400,27.0999,114.9658,0.0811315782513564
350,31.7069,119.9468,0.0825381417273792
760,47.594257,1.302667,0.0825757592667565
830,48.733256,19.115268,0.0827162123807138
126,37.5433,121.3719,0.0865925933306038
861,46.765425,23.550258,0.0887757859149717
314,31.8707,117.2588,0.0897476338541941
888,46.58389,0.345556,0.0904791404792123
395,39.1082,117.237,0.0917755705566469
526,27.8851,102.2685,0.0921316965091489
1330,40.92458,-75.06782,0.0930130221716673
374,43.8805,125.3297,0.094050110516415
298,34.77134,113.65724,0.0971725720116477
1421,39.46048,-76.633545,0.0977892971912465
1020,45.560556,11.539722,0.0988899376499299
1339,38.8577,-77.05922,0.0990694922262718
480,27.5002,114.0997,0.1022618688384736
55,31.4668,104.6697,0.1029379874413957
1066,45.263142,27.969506,0.1036154985378642
853,41.694342,24.738078,0.1040291351147057
560,34.343,106.0055,0.1059322887679053
925,52.99875,11.73846,0.1063647480528896
873,55.39638901,10.38917255,0.1067791881562332
247,30.9412,117.8177,0.1097394143182334
1433,40.56252,-80.503944,0.1118882410020766
1160,42.36831811,1.776783258,0.112938918591177
646,36.6331,117.9592,0.1142258669082996
227,37.7067,112.7249,0.1144826657217237
97,35.2375,115.4747,0.1156503696721115
1278,41.24045,-80.66272,0.1166246325027642
301,34.7525,113.64164,0.1173985913092969
599,32.3153,118.3093,0.1176699373130584
228,37.6982,112.6991,0.1177153955696636
591,36.61763,114.5129,0.118135445233302
279,41.0026,117.9268,0.118229335256136
962,45.957778,12.618611,0.1193181035909917
488,43.9174,81.2996,0.1195679663439357
205,41.998,121.6094,0.1200410257693557
948,46.6775,12.972,0.1203367733887288
1106,50.84971052,4.33410368,0.1206131227208368
1062,51.321364,12.032141,0.1207269899344696
1155,43.26444,-4.06278,0.1230089789527682
996,49.32273,11.02792,0.1237659180624331
237,50.2341,127.5144,0.1258281004887557
66,39.8129,110.0023,0.1266143059452802
290,37.9854,112.549,0.1268655263004327
679,48.899233,9.172792,0.126932470050561
88,34.3474,108.935,0.1275122315368003
1382,38.06503,-84.49761,0.1282711047545735
337,31.3097,120.669,0.1283652768274578
1182,51.839382,10.790143,0.1297459548231439
691,48.001511,7.832122,0.1298847379272117
753,42.33611,-3.63611,0.1307366961881123
918,48.904228,11.948795,0.130956239088312
267,46.8028,130.2751,0.131179699921955
217,39.3278,112.4072,0.1322033659448752
239,46.6365,126.9785,0.133724487535793
982,50.892377,14.822846,0.1347498393111056
1328,41.05192,-73.76366,0.1349041938459071
1022,50.775482,3.12568,0.1365986088642864
573,30.4663,106.6271,0.1377272006866896
601,27.0803,114.9754,0.1388576640061418
451,26.4365,106.6555,0.139124296268935
641,24.7791,113.6735,0.1393695552712927
484,35.546,112.8453,0.1395374382175428
1041,51.462734,13.526796,0.1430030458436818
289,30.4183,120.3019,0.1432640043853393
1434,43.68578,-74.98538,0.143476928711885
976,45.56472,5.928333,0.1442765769331176
1338,38.48123,-77.3704,0.1448018021836499
859,43.305286,5.394716,0.1453532380906117
845,47.561944,18.960008,0.145703737680729
148,33.5698,114.0261,0.1462681599042335
72,40.1461,124.3933,0.1463611942193892
1148,45.1619,5.7356,0.1466088613278619
847,41.97833,21.47,0.1466345113174094
110,42.2728,118.9576,0.1468108146703248
1380,44.310555,-84.89187,0.1491451741407168
780,46.58967,11.43317,0.1502892055709034
383,39.9611,116.2878,0.1503378506563671
858,42.732292,23.310972,0.1504139986890081
1329,32.726658,-103.12292,0.1507688023444607
1082,50.16443,9.399441,0.150827814050772
346,32.0309,118.8109,0.1514610957090431
257,45.3039,130.9429,0.1535584994999754
409,27.7844,114.3956,0.1544466185677531
835,48.39167,13.67085,0.1545360016588607
929,51.897598,14.057064,0.1553955617762798
1194,49.18742,6.910867,0.1559153736878685
369,45.8167,126.561,0.1569991662537226
531,29.5822,105.0406,0.1582683707628898
639,33.3942,120.156,0.1586136139845451
733,48.051117,7.011114,0.1591596964974764
731,45.0419,7.6259,0.1592890559048388
378,43.9166,125.3325,0.1606837397998449
467,29.334,120.04,0.160791914834008
908,49.73508453,16.03419685,0.1615994479989036
1341,29.625557,-95.26722,0.1620275126266558
848,46.62936,14.28931,0.1623470767801662
819,45.6642,8.1598,0.1626317320659716
1347,37.71325,-119.7062,0.1626424131623402
922,47.649258,26.249011,0.1633553839864838
933,46.401944,13.011111,0.165151958598113
442,36.7729,119.1936,0.1657631222096912
622,39.2474,117.7918,0.1659089120632048
310,36.663,117.0495,0.1671512926845982
1096,51.838221,5.856938,0.1678315306973499
923,51.054558,12.141322,0.167952808321414
556,29.5698,115.9773,0.1687919321271402
580,30.4519,114.8858,0.1689879937369011
1333,40.06483,-74.44405,0.1694582205408122
938,56.672901,12.8576,0.1720067549506741
191,31.8896,102.2502,0.1744390877589117
1281,35.76541,-82.264946,0.1758065273195813
141,30.2092,115.0307,0.1761767236421371
263,46.5656,131.12,0.1769056827427699
95,36.1856,113.0844,0.1785709115071721
327,31.1907,121.703,0.1797617872762638
462,31.955,119.18,0.1823130173133725
842,47.091111,17.901122,0.1828134737453722
716,49.94498825,17.90953064,0.1838198074435797
155,31.737,116.5079,0.1845249035703102
1386,41.81305,-88.07283,0.1856205822553525
790,46.835,14.84361111,0.1864249130018138
1271,40.0877,-82.95977,0.187951053523611
946,48.930932,21.913705,0.189408197064757
1276,38.81194,-76.74417,0.1909880561563453
1440,47.5525,-122.06472,0.1917133473265531
1075,44.319639,28.610292,0.1942830505113547
1169,45.84299,13.54308,0.1945665777043325
1145,50.42864609,14.91385937,0.1947575000659454
785,60.608299,15.6294,0.1982572929950084
642,24.7733,113.5824,0.1993829318688594
703,50.02403641,15.76354885,0.1996292692621933
232,37.5211,111.1406,0.2001760814335065
1069,52.398406,13.368103,0.2009397156167624
493,31.9037,102.224,0.2015757190190925
362,40.7866,111.5512,0.2018880111872753
1254,34.002747,-89.79919,0.2022841625367152
1331,41.058617,-74.25555,0.2037027346662091
1356,39.96111,-77.475555,0.2041887738935497
991,47.2474,6.015419,0.2043859535499342
101,36.2125,113.0886,0.2049507364106294
91,38.4975,106.2328,0.2054381452767279
683,45.6725,12.238611,0.2070503316590411
834,48.257474,13.03923,0.2071522391939917
1118,50.65844442,5.627835291,0.2075051975313511
1204,41.886019,12.541618,0.2079972248899103
449,31.155,120.636,0.2085034361136656
84,30.6306,104.1122,0.2092720010378491
901,48.68817,6.190431,0.2096742879579786
1050,46.522,6.63963,0.2097370623690752
280,40.9763,117.9392,0.2100676034518714
37,41.7166,86.1972,0.2119980351079128
612,24.6947,108.0497,0.2127209308558025
798,42.404687,12.857794,0.2128853767020507
1409,43.54792,-96.70077,0.2141700784463832
1084,52.25534,8.05286,0.2153427469637646
595,34.4285,115.6702,0.2161376452038758
775,46.06554495,14.51272032,0.2173904706665272
233,37.5136,111.1297,0.2193099637932886
979,51.396095,12.234054,0.2204312478015699
522,36.1758,117.1089,0.2216754598467759
630,27.9119,112.9074,0.2264662664894843
491,43.941,81.3364,0.2265768088258072
100,36.1989,113.1031,0.2265969447714247
653,29.6277,106.6556,0.2267803266574092
1018,45.000278,9.009444,0.2275243700191598
930,51.746848,14.33447,0.2300395327111476
142,32.395,111.0419,0.2304641430617174
1219,47.60472222,15.67305556,0.2311752595388747
940,48.248993,16.357079,0.2319577452137852
117,36.4372,115.9848,0.2326228686740831
1127,45.5966,7.76643,0.2334605472964132
756,43.16832,-2.63794,0.2341063108358368
1268,40.026035,-82.433,0.2346918314101905
887,52.039023,4.359376,0.2354556125575962
1381,38.548138,-82.73116,0.2358885574778176
1131,46.112775,24.22805,0.2361246104260092
1302,37.1655,-78.3069,0.2361724260709203
827,45.193889,9.164722,0.2372504669994048
358,41.6989,123.4231,0.2412307839676313
235,41.9419,126.4077,0.2453908057655023
1035,41.554167,14.674722,0.2470852433215217
674,50.007629,18.455548,0.2481245433036098
1299,63.7232,-148.9676,0.2492835182555673
783,41.669172,13.674326,0.2496443381300841
651,23.1522,112.5544,0.2518058124324379
832,48.53111111,14.57472222,0.2519078319922604
1029,42.53417,12.52194,0.2519763774885058
974,49.841221,7.866222,0.253168313012634
328,31.1654,121.412,0.2534020628671191
1028,44.39703,8.20604,0.2538639744721747
968,50.889871,6.985074,0.2560158566245961
960,51.25210341,4.491362028,0.2578864773449089
244,46.8032,130.3648,0.259077197465575
1408,40.3663,-80.6158,0.2597382599473824
96,35.2464,115.4208,0.2611416906082969
736,49.254344,6.867744,0.2621203178851234
188,30.5232,105.5582,0.2624665502373369
30,36.6106,109.5056,0.2681215555485874
438,27.8336,113.251,0.2686626214407155
174,42.8172,93.5128,0.2686838406233371
551,33.015,114.0114,0.2688698225710472
1058,46.064275,23.563517,0.2693296298605049
121,36.4847,117.8525,0.2711617815655192
723,46.19583,6.240556,0.271744176204884
1404,39.99139,-75.08083,0.2722112883529841
471,29.7091,106.4522,0.273026196305756
234,42.8845,125.1358,0.2732271807159409
1319,39.866833,-88.92559,0.2738332976415487
1416,39.28102,-78.08157,0.2741952856643136
770,45.4512,7.878,0.2747060376405626
749,43.313,-7.6937,0.2755703143730943
416,28.2264,117.0222,0.2766541951131115
1288,30.229652,-90.96563,0.2774995790827472
1109,54.334944,-0.80855,0.277933880000981
1292,35.320107,-97.4841,0.2790322021098841
1210,47.068717,21.927233,0.279229443522285
635,23.691,113.0426,0.2793568173190237
1100,50.85671305,4.425760659,0.2795010228695442
311,36.6868,117.0624,0.282093341712431
555,31.7231,118.5228,0.2822973449992295
307,30.6189,114.282,0.2834295265231625
193,30.0475,101.9603,0.2837937675721814
130,32.1195,114.0775,0.2866859550114735
1166,41.04,21.3564,0.2872275527197593
486,45.6094,84.895,0.2875077207306396
9,44.6075,129.6364,0.288172693747652
707,43.230297,0.062339,0.2885001618785316
764,45.869995,1.31,0.289894743568358
799,47.09436111,15.41511111,0.2901766146834846
1004,51.52229,-0.125889,0.2908741782439764
988,47.34414,0.653778,0.2929357886883887
107,37.8486,113.5819,0.2930177342920261
886,53.246535,6.608937,0.2930884728999113
912,50.04613113,14.33141327,0.2945927522211447
567,26.0746,119.317,0.2953597529413424
147,30.9891,112.1969,0.2954087591660898
1384,42.334984,-89.03777,0.2978783985147164
1097,51.05833172,3.729298172,0.2997370545042693
1317,42.060284,-87.86323,0.3002327883205848
345,34.2384,117.1918,0.3002658516263077
1256,39.48599,-87.40131,0.3014993386503357
980,51.317905,12.297411,0.3015237528919647
552,28.6542,121.419,0.3017320134064542
965,45.59667,5.918611,0.302386633072522
77,40.7677,120.8695,0.3028327041404492
577,30.6558,104.0219,0.3034015485338325
320,38.8632,115.493,0.3045594165794819
970,51.698954,7.122684,0.3052291301644523
1200,43.89555,25.956575,0.3067854881385413
1419,41.645382,-70.89751,0.3079648208609757
394,39.1661,117.1444,0.3093471737050385
1098,51.15013609,3.80873543,0.3098864578477942
1197,44.429489,24.351389,0.3100998544965384
317,36.6734,117.1265,0.3107601843518621
1298,64.84569,-147.72742,0.3109958285188708
838,45.1391,7.0501,0.3109963258356399
1272,40.084515,-82.81558,0.3110775649240367
1274,41.53694,-81.45887,0.3114352939608488
1037,49.83918762,18.26368904,0.3116290913045255
937,57.8634,11.9216,0.3118464102968141
518,29.5844,103.7627,0.3123013488827907
889,50.74823,2.25978,0.3127255946409973
292,37.8692,112.5369,0.312921492446861
1410,29.68639,-95.29472,0.3132138224644388
1245,33.81468,-80.781136,0.3136848880108545
951,47.4387,8.57012,0.3138170788777753
459,31.656,120.734,0.3144540832637961
685,48.85731,7.314175,0.3150017647696483
763,46.17,1.87,0.3154174319620211
814,45.79728,3.113833,0.3226935009975797
1308,42.5956,-87.88576,0.3248242103973647
1269,44.351696,-68.22698,0.3252585057972258
458,31.381,120.999,0.3277073364275716
392,39.0343,117.707,0.3285708414802863
15,43.8245,126.5052,0.3298253722840197
303,36.5713,114.4918,0.3307040588463462
399,29.4572,106.3754,0.3307048644420572
276,30.8669,120.0751,0.3326706911899527
910,49.20272446,16.61628723,0.3327241535021577
1129,51.49633,-0.460861,0.3330342904383612
1265,35.233475,-85.18158,0.3333876642257695
183,31.7275,113.3583,0.3343469005935313
532,27.725,111.9975,0.3361040620378645
25,41.3472,123.8142,0.3373015518183798
989,53.63074,10.110595,0.3378091336596251
815,49.028057,2.750278,0.3378390446985175
533,30.5366,105.5861,0.337847672915267
625,33.4022,120.118,0.3390171649142315
505,27.5721,109.5981,0.3400053896268915
807,47.410164,9.653713,0.3403681752561333
319,38.9108,115.4713,0.3426860713702094
363,40.8062,111.7276,0.3446199690251931
340,32.02,120.87,0.3453873120537181
1017,53.187222,-6.121667,0.3456554310953038
916,48.397079,10.008293,0.3459098948863382
900,66.3217,29.40157,0.3460805494194353
1279,39.9428,-81.3373,0.3477713385386502
1442,32.52127,-84.94463,0.3478163416674817
1190,49.784339,22.756239,0.3478997461189239
312,31.3019,120.591,0.3494667945768953
936,50.85780611,4.288706017,0.3499338476344926
81,43.831,87.6432,0.3524314408205418
1358,40.24699,-76.846985,0.3528879107216571
527,27.8914,102.237,0.3529392257105044
144,32.5714,110.8839,0.3534178364720818
71,40.1503,124.4256,0.3534573630909906
851,43.126475,25.691211,0.3545047489326781
379,30.6319,114.135,0.3546571171685975
1273,39.70595,-79.012,0.3551108911957681
243,32.9673,117.3533,0.3559508758136129
1411,34.623238,-82.53206,0.3582257302659035
856,42.680558,23.296786,0.3591667003194651
826,45.1546,7.658,0.3591978315843693
762,45.158745,1.537222,0.3600996163981331
408,27.0968,115.0093,0.3642944071575867
541,27.7044,111.9892,0.3645102249786905
1324,40.283092,-74.742615,0.3648831745341691
1389,39.40745,-94.26537,0.3656576503073169
182,36.5446,104.1724,0.3667408850482085
185,31.6908,113.3833,0.3691414401647248
1306,44.70735,-89.77192,0.3697478092727947
7,44.561,129.61,0.3700266479142691
907,49.40159607,15.6102457,0.3706286134641617
1047,51.862042,6.874469,0.3706838510914428
530,31.2827,107.5277,0.3719759297704813
961,50.79664963,4.358623958,0.3721087919306164
944,47.04472222,15.15277778,0.3737280401110191
722,49.40619,1.15515,0.3751293281777875
884,59.20243,9.4871,0.376465584061228
1332,35.9138,-81.191,0.3779340241183261
986,46.802376,4.417486,0.3782351276674415
743,58.370556,26.734722,0.3783011957646549
261,46.6191,131.1652,0.378452715311172
981,50.731478,13.75145,0.3788094152300461
747,46.671307,5.556806,0.3790033104519074
1321,40.72099,-74.192894,0.3797692898315801
999,44.98375,26.015214,0.3803952013459815
265,47.7412,128.9102,0.3808996932921096
166,31.0386,112.2213,0.38146474797105
1006,51.27399,1.098061,0.3836132671538205
939,46.23451421,15.262476,0.3852642539514154
1215,53.694628,19.968892,0.3867075873042007
474,30.2111,120.2072,0.3867256606362815
818,45.772167,3.0875,0.386925426351377
1230,49.28222,4.051111,0.3871572928683958
397,26.3003,106.805,0.3871812159547873
1094,55.46333313,26.00416946,0.3877624448646719
1429,40.689255,-122.40219,0.3896960737199852
664,34.6692,112.3628,0.3899119513339972
825,48.04944444,14.44277778,0.3925336133861981
1431,40.73614,-73.82153,0.3936867156016148
269,39.6973,106.8174,0.3937506084221782
538,28.2675,109.6958,0.3942946288225829
1323,43.14618,-77.54817,0.3944673905208167
68,40.6511,122.215,0.3967287458137528
1316,29.632057,-98.56493,0.3974918403002834
1007,48.9964,1.7033,0.399066022754996
1091,46.708333,14.891667,0.3996973910565426
661,35.4828,112.8271,0.4021393244981909
673,49.419528,8.6767,0.4031397028943747
1070,48.889039,8.665536,0.4050598501085625
1454,39.96528,-76.69945,0.4053584335842982
452,24.5058,118.0936,0.4072519837297782
963,49.462229,11.0248,0.4075670641256471
521,30.5944,114.3014,0.4085199118459287
1407,41.965195,-87.87627,0.4106063595995528
354,41.7653,123.4114,0.4126330226522146
1033,45.038333,9.669167,0.4134727487332801
187,32.4287,105.8628,0.4152438863283987
163,35.303,113.883,0.4172586784070824
204,38.8411,105.6985,0.4205640748988005
868,47.739919,26.658519,0.4224055246346093
1014,50.32276,3.39593,0.4257051699091977
105,37.8572,113.5758,0.4263294422812959
647,36.8406,118.0253,0.4263668177909898
1142,46.632142,27.730886,0.4273246276085509
236,32.8977,117.3145,0.4293446020672232
56,31.1208,104.4239,0.4328704448580138
135,32.9692,112.548,0.4346683264330996
398,29.7166,106.6205,0.4354771299658146
952,46.951,7.44087,0.4362305383977512
288,30.2692,120.1903,0.4374836030025814
1162,45.96141,4.465711,0.4382652410388269
1264,35.10264,-85.16219,0.4386613607243846
816,49.211447,18.771215,0.4386853419822571
913,50.08148193,14.4426918,0.4406845230929492
998,48.173194,11.648036,0.4412233185721891
1167,44.92008,2.441082,0.442864116632044
973,49.446,7.7673,0.444835825542456
692,47.660056,9.485675,0.4449437628852138
268,30.6764,104.1419,0.4459675143250748
335,34.2778,117.2933,0.4460847809541626
370,43.8325,125.1761,0.4461012036321328
993,47.62,6.157611,0.4475256077769909
226,39.9289,116.4174,0.4475411080680132
720,47.3456,5.002377,0.4478152697682347
656,36.0822,111.5169,0.4495659935732918
1294,44.735977,-68.67075,0.4501274913256019
1124,45.690278,9.643889,0.4513064344464975
1068,47.145014,23.877389,0.4515869170686086
1397,33.331112,-87.00361,0.4529558242382558
315,31.8571,117.25,0.45301654665404
510,26.9056,112.5664,0.4547990014975948
1390,38.65643,-90.19835,0.4553164137641277
771,43.3583,-5.8664,0.4574394839666385
846,47.105278,17.556667,0.4579310168485346
862,51.921389,4.401389,0.457945372544057
432,29.7228,106.6263,0.4587351381558464
242,32.8911,117.4185,0.4591321700593093
1398,27.939747,-82.000084,0.4611160825490001
547,44.5782,129.6115,0.46145170589541
604,25.8481,114.9461,0.4624358520010934
660,36.1851,120.3905,0.4637766247333405
817,47.8055556,13.043333,0.4641451634914594
468,47.8517,88.1264,0.4707257593871594
1455,38.23887,-82.9881,0.4716507404501993
1235,40.3597,-3.5429,0.4741209341647202
389,38.0058,114.4586,0.4742284700583515
1132,49.165508,9.224786,0.4744486283000206
1135,52.22174,-2.736665,0.4783666996631489
524,29.9833,103.0111,0.4791472755554563
767,44.013056,12.42,0.4804060788230017
514,28.6842,115.9314,0.4805580975233505
578,39.1067,117.1941,0.4809069040748931
971,49.438464,12.548869,0.4828336238903863
761,47.751475,23.605325,0.4830726290917231
1422,44.616943,-86.109406,0.486811659156975
725,49.02134,1.148319,0.4881412777582511
1360,40.107224,-74.882225,0.4900886436762676
1362,41.265556,-75.84639,0.4905342792318459
308,30.6217,114.3646,0.4921725323670965
1224,53.74878,-0.341222,0.4932918098092679
1289,35.379166,-82.7925,0.493544250281179
1388,37.70097,-94.03474,0.4951189959709886
1379,32.50996,-92.046196,0.4965678814218746
1030,50.5976,-3.71651,0.4970831228870358
104,36.0714,111.5028,0.4993766166630898
1183,51.303394,6.819887,0.4994414632933076
216,41.7325,125.9446,0.4997480337814162
935,50.88369465,4.382977505,0.4998680347588322
1181,50.30886,2.807369,0.5005448958812103
1087,50.383217,8.060998,0.501378396844064
1144,42.58194,12.62361,0.5020636991910954
924,49.544078,8.465281,0.5021372311742365
969,51.453459,6.86505,0.5044912704216105
586,35.7668,115.0,0.5057762368148674
1177,43.3665,-5.833,0.5068984040584182
728,49.442356,1.093789,0.5082381720496949
425,29.9572,121.713,0.5090087358020822
495,28.1944,113.0014,0.5095774135346991
1108,40.3419,-3.8337,0.5103340920729568
391,38.8394,117.457,0.510918614335973
1184,51.525955,6.97688,0.5113413881817398
1277,39.42689,-84.20077,0.511835335880272
666,26.5424,106.674,0.5137452507531864
606,27.3033,111.5239,0.5139354345066683
499,34.77172,113.73961,0.5167136809930256
704,45.569,8.1876,0.516775293732827
1372,46.81826,-92.08936,0.5183457879599488
1128,45.371944,11.841944,0.5190916195051608
1260,32.82006,-96.860115,0.5207885108881785
1253,48.41252,-92.82922,0.5215909171187258
1021,45.89,0.9,0.5221945462120062
31,34.3017,107.0708,0.523315677691747
1003,48.77586,5.162789,0.5233527233204935
558,29.7535,116.0721,0.5242931371673178
1391,39.749027,-86.18627,0.524590723109351
966,51.406846,6.965589,0.5246484171954731
759,45.84083,9.34889,0.5254316986472951
336,31.2472,120.561,0.526049642104653
28,34.6886,112.494,0.5285280190839569
681,48.847917,10.096292,0.5292794419301474
777,46.13111418,14.99611517,0.5298112186113434
632,22.5311,113.0219,0.530371633265007
950,50.46519216,3.939714326,0.5318202449545943
20,41.8611,124.0436,0.5348831346034033
1218,51.028931,7.004976,0.534933968337863
637,36.913,121.531,0.5354145213991222
1104,51.75816,10.61248,0.5359851028924647
881,51.468662,5.47235,0.5365109978792822
1335,42.09142,-77.20978,0.5370058164942835
253,47.3086,130.2684,0.5370787116020315
150,33.5699,114.051,0.5423093301696842
669,29.4251,113.1493,0.5444635741724296
1445,35.988277,-77.5843,0.5456265198754052
954,67.878588,21.062962,0.5465598286765242
1191,48.445553,0.110833,0.5466641623871764
1297,48.5103,-113.99681,0.547961605720353
1437,29.823318,-94.98379,0.548146860530511
1337,38.20087,-77.37742,0.5492478963919875
615,37.6828,112.7195,0.5524841864581095
874,45.60822,5.270872,0.5527198640419158
1427,39.52508,-119.80772,0.5537144875745394
215,40.761,107.4212,0.5552031673552522
875,40.641111,-8.100556,0.5558543445468573
483,38.5167,102.1692,0.5578010230340099
440,29.3547,110.5594,0.5581607689382606
473,26.6272,118.1756,0.5613464039167417
1291,39.9878,-79.2515,0.5614140484300206
167,30.4742,114.9028,0.5617805718227782
1295,41.6175,-87.199165,0.562042106297182
659,36.0855,111.5018,0.5624902375478785
882,51.60308,4.781016,0.5642382017331541
584,41.7173,125.9358,0.5649212986245167
898,47.737415,7.309075,0.5692785952374493
171,35.5307,106.7021,0.5699362925337774
1309,45.56498,-88.80859,0.5716211598683669
482,31.5031,120.242,0.5719926635464068
1436,28.332226,-82.30564,0.5722031574393976
1002,53.37287,-3.022722,0.5742619298426215
1318,42.04915,-88.273026,0.57449885971337
802,49.119442,6.180833,0.576001300468605
984,54.09323,10.240596,0.5768730325760553
390,39.9136,116.184,0.5769775379712068
746,42.14326062,2.510206967,0.5785683860383168
1320,40.136337,-111.6605,0.5788179658424003
1059,48.18169,11.46445,0.5789560775658691
717,43.404011,21.947746,0.582693996370341
796,48.1061111,15.91944444,0.5827541788345447
296,40.8336,114.8883,0.5840359946130755
800,45.655,10.20083,0.5852797417744218
1027,49.90167,2.304597,0.5891172266815573
1081,51.90158,10.48132,0.5913563271613428
748,43.2941,-5.6796,0.5928829590304026
428,30.7819,111.3275,0.5933342071584696
1361,41.44278,-75.623055,0.594266439311688
702,60.37288,11.07407,0.5943818552316752
581,42.0353,119.2658,0.5944080847975315
610,30.8955,120.0875,0.5952570168898746
1060,46.564369,26.910667,0.5954712687713041
1034,43.66028,11.90167,0.5960027832059727
461,32.6524,117.0067,0.596012767132733
116,37.4451,116.2991,0.5961947370609558
443,49.2261,119.7594,0.5988300264047016
1173,50.900317,5.986853,0.6015511629808978
256,45.3001,130.9762,0.6027835180065129
750,43.2757,-5.596,0.6035763434364633
964,49.300731,8.700103,0.6064227182145847
654,28.4586,119.93,0.6075654828130143
789,45.0249,7.6491,0.6082621410947416
43,36.1017,114.3551,0.6086436037847551
943,47.05917,15.016667,0.6094023176460087
1402,43.656765,-70.629135,0.610525693766201
1101,42.056383,25.59345,0.6136612483517143
