,lat,lon,EVI2_Growing_Season_Area_1_temp_r
139,30.2006,115.0817,-0.5051169027887266
1354,40.814182,-79.56475,-0.5044250943251634
153,32.8929,115.8277,-0.5012388904968685
347,32.0745,118.7794,-0.5004042462128191
1011,43.91611,11.00694,-0.4972215226333818
1424,42.27807,-85.54189,-0.4968169922475179
1342,29.583048,-95.01554,-0.4952414280032406
203,43.9311,116.0781,-0.4949822421904257
1171,43.5166,-5.6707,-0.4945135230078338
1110,53.40337,-1.752006,-0.4942885785118742
593,33.3663,120.1544,-0.4935363288612248
19,41.8822,123.9161,-0.4933526179724825
617,39.0845,117.1589,-0.4924372600622542
69,40.6655,122.167,-0.491423864855178
240,46.6528,126.964,-0.4908134485923449
546,30.9285,113.9153,-0.4904049558650865
636,23.4714,116.7519,-0.4857547143979527
364,38.9511,121.565,-0.4848166633067113
1406,41.644066,-83.54616,-0.4846411745582099
1170,43.5915,3.88681,-0.4841465221878551
1137,44.82112,20.459113,-0.4840643772993639
1026,43.623608,1.438531,-0.4832149559103305
574,38.497,106.1015,-0.4831728132840247
478,27.72,106.9178,-0.4827126222525824
24,41.2664,123.7992,-0.4808590449176212
895,47.64892,-2.76399,-0.480197523699895
934,47.5292,9.9267,-0.4792577641870826
365,43.7783,125.245,-0.4780902705064113
616,38.0378,114.5481,-0.4757671747688207
494,25.7759,113.0348,-0.475465132786558
87,34.2322,108.8922,-0.4747680072078729
65,40.6288,109.8642,-0.4710064150884933
260,47.3382,130.1097,-0.4704592183760092
1243,35.438557,-81.27675,-0.4681262251786491
413,28.7199,104.5742,-0.4675036366470741
198,32.6939,109.0281,-0.4672073485989859
36,34.493,109.4636,-0.4667422501188559
896,43.1804,-2.2682,-0.466045038912692
1064,56.2904,8.4274,-0.4650916831338897
250,50.2524,127.4833,-0.4649094212565513
75,40.7136,120.9092,-0.4638253568869988
249,30.97,117.8483,-0.4633498146519456
275,38.2991,116.8842,-0.4626811115586803
824,44.5,11.286111,-0.4618752336837695
640,29.6815,115.9872,-0.4615741908345531
502,28.1322,113.0178,-0.4610458282819097
1376,42.099697,-71.6194,-0.4606053323029546
102,36.0783,111.5531,-0.4593619078540793
614,32.1873,119.4424,-0.458525212524317
758,45.47833,9.23583,-0.4579915986831427
542,27.7569,111.9561,-0.4576407165388819
34,34.3622,107.2386,-0.4574770489292887
745,40.41666666,-0.24916666,-0.4522193995973847
1063,48.326013,10.903051,-0.4515199774526908
17,41.0821,123.022,-0.4509797975360889
286,33.9528,118.293,-0.4492166012664948
507,27.2272,111.4328,-0.4483004128590578
821,45.1758,7.5602,-0.448138589837904
439,29.1217,110.5319,-0.4479215888324134
548,28.9666,118.8709,-0.4458283319536048
671,45.499167,12.262222,-0.4457558633941043
588,35.5934,104.6194,-0.4454809421329493
665,31.751,119.579,-0.4452058163766132
629,39.8261,109.9486,-0.4450163105826211
769,41.47676936,2.088977264,-0.4442761673862864
557,32.6389,110.7258,-0.4441870501882196
190,31.2124,107.4644,-0.4406909556511446
6,47.2988,123.945,-0.4404922892789115
1192,42.40538,1.13,-0.4374633495442859
197,38.2839,109.7289,-0.436651646045978
366,45.7667,126.635,-0.4364467405604442
173,42.9559,89.1673,-0.4356201670384926
1226,46.586918,0.358583,-0.4345652921497903
14,31.6837,118.5092,-0.4321402880221754
348,32.0551,118.7538,-0.4320330583543887
891,42.516944,1.56525,-0.4315973886648594
490,36.864,118.78,-0.4308560234732601
1105,59.399355,18.077416,-0.4301828070657111
85,34.2629,108.993,-0.4257143238192218
903,50.37658691,13.32762241,-0.4248324124045029
871,54.436985,12.721938,-0.4244885269810733
714,53.134088,17.995712,-0.4237555259779055
1423,35.43477,-83.44213,-0.4235761597677359
1345,41.97639,-72.388054,-0.4223091020566185
435,29.355,113.2117,-0.4205983659929776
1374,42.19438,-72.555115,-0.4201728246340894
127,36.7023,119.1437,-0.4179833063674705
245,32.633,116.8281,-0.4146546475815885
1412,29.901035,-95.32613,-0.4126987574276465
238,50.2472,127.5291,-0.4116615444456549
38,36.6868,117.532,-0.4113838904691159
195,33.1138,107.0089,-0.4102939664407534
1314,30.085262,-93.76134,-0.410196856526811
8,44.5963,129.5904,-0.4081487195230777
682,47.809892,7.764528,-0.4042162235813921
297,36.3083,120.3999,-0.4005819410537499
711,49.04781723,18.00782776,-0.3977210536950853
1303,33.588547,-84.06961,-0.3975824453962121
643,37.4442,118.5857,-0.396670173741755
942,45.55879167,18.69876944,-0.3957184120590538
1154,41.66638888,-4.715,-0.3943900640546447
734,43.310833,-0.391111,-0.3940469977962328
706,42.09791019,1.848237224,-0.3935707206304998
1451,33.9828,-111.79871,-0.3911081045097184
885,51.407365,5.393328,-0.3909294149635348
11,46.408,124.902,-0.3897307570000041
1247,35.0608,-83.4306,-0.3894175591362345
1072,49.634841,9.657919,-0.3847298994505916
1363,35.96497,-84.22317,-0.3846014424153659
631,27.8614,112.9433,-0.3826231082591586
1158,51.748103,18.04931,-0.3810808010686458
620,27.7314,112.0194,-0.3807349205676906
926,52.644169,13.483079,-0.3772994996749432
1395,33.545277,-86.549164,-0.3766169099340822
404,24.8886,102.8204,-0.3758871587947455
579,30.0003,120.5483,-0.3750889077714885
129,36.2017,117.0885,-0.3745413553694138
246,33.9477,116.7856,-0.3744507045561441
324,40.8369,111.7516,-0.3743054414902177
262,46.6554,131.1524,-0.3738882485997211
609,23.7256,109.2203,-0.3733924640450749
1057,52.349703,13.424304,-0.3733868288060739
545,36.0621,114.4839,-0.373376900712575
1371,27.189215,-81.34035,-0.3723769657607328
539,28.3169,109.7325,-0.3721466573907167
696,49.91351318,14.7826252,-0.3721155551503775
1176,44.825,11.649722,-0.3713794523991126
318,31.8403,117.1318,-0.3699829040482833
1443,39.399837,-119.73961,-0.368451163311976
360,40.7612,111.717,-0.3661319276714752
525,37.5072,122.1067,-0.3660309513185604
890,47.2225,-1.5375,-0.3647458934666655
1043,45.411864,28.005967,-0.3626108098784702
516,27.5342,109.9781,-0.3606153619729108
742,45.871406,22.908594,-0.3593036940696115
782,42.157856,11.908954,-0.3593026098347258
175,42.8328,93.4961,-0.3575046644842077
29,36.6028,109.4761,-0.3568249269040804
678,50.836389,19.130111,-0.3564640605174202
1077,43.21291,-3.1344,-0.3550809492981728
465,31.737,119.579,-0.3546533828115872
229,35.0147,110.9956,-0.3533651715430907
879,41.53583,20.6989,-0.3522008744017692
1008,45.42009,4.395422,-0.3505859064576092
373,43.79,125.4605,-0.3482655500848038
330,31.6219,120.275,-0.3471304491954595
1023,47.44739,-0.550067,-0.3464191906018339
1366,42.86183,-71.878624,-0.341757027245875
757,43.15333,-4.25306,-0.341073671431604
375,43.8772,125.3716,-0.3410540559216912
589,41.0385,113.1076,-0.3398865389404761
464,31.354,119.818,-0.3391763279536398
146,32.1142,112.1825,-0.3381739134317784
202,41.2991,123.149,-0.3380343282576747
306,39.9499,119.5897,-0.3364795095854884
45,34.7781,114.3389,-0.3363405935882244
1203,40.71099,14.70244,-0.3339807575866057
368,45.5419,126.979,-0.3336699030998353
450,37.197,122.038,-0.3329621372871548
61,41.0931,123.011,-0.332273708309688
583,41.7347,123.2444,-0.3314835189750412
1369,43.176674,-85.41661,-0.330365333065046
158,33.8518,115.7789,-0.3296681032647162
812,47.27129,11.4169445,-0.3267429895426977
1140,50.68352509,14.04119492,-0.3256318036266817
181,34.5538,105.8945,-0.3256011311831089
627,22.5978,114.297,-0.3245136681300024
905,45.873889,10.1775,-0.3242116258860973
206,42.0224,121.6717,-0.3218225058203744
218,33.6406,114.6369,-0.3218163371766229
730,45.683333,9.466667,-0.3207581110085835
1174,52.077148,4.289185,-0.3196389691809832
231,38.4519,112.7383,-0.3194641967573374
941,47.04027778,14.330725,-0.3190149411208438
356,41.8411,123.5903,-0.3166164721890918
63,41.1196,123.044,-0.3157978621257521
1228,46.9631,7.46252,-0.313803521621907
427,30.6465,111.3549,-0.3133383065799155
967,53.480927,9.857223,-0.3132931717142216
501,26.2081,111.6217,-0.3128371695713169
343,32.1028,118.9125,-0.3118443324916303
80,40.6532,109.8756,-0.3084103145031738
304,36.6116,114.5302,-0.3070001093339733
70,40.0625,124.3303,-0.3057143884820514
1115,59.316007,18.057807,-0.3055791250525263
773,48.40861,15.619166,-0.299881527887156
613,30.7525,120.7846,-0.2972059848065866
1396,34.015434,-84.60742,-0.2960485778765538
1286,36.02661,-80.341965,-0.2948237387754321
549,28.9398,118.8692,-0.2942390851734932
300,34.81334,113.56746,-0.2931259943285127
125,37.5639,121.2514,-0.2929648197830162
1051,46.2311,6.07417,-0.2915899221853175
787,49.50504,5.97694,-0.2902782742019357
1116,51.34879529,4.339709947,-0.2877008657948373
1452,40.27813,-105.54564,-0.2874365884997747
341,34.5885,119.176,-0.2848170208452067
626,34.3497,107.2058,-0.2846594240791952
119,37.393,117.9776,-0.2845594242921438
1293,35.614132,-97.47508,-0.2819363634028677
1164,43.675114,4.62921,-0.2808709231723923
1241,35.507225,-82.96362,-0.2795181419194704
596,33.965,118.283,-0.2793986566820733
211,41.5881,120.4318,-0.2784129709115466
64,40.6821,109.8538,-0.2761917801489773
1205,39.48963,16.3868,-0.2760273527707733
1285,30.700895,-91.05607,-0.2755520431804211
754,49.744886,21.454617,-0.2751490201676927
1074,43.5512,-5.9197,-0.2748503544696108
695,49.50260925,18.53856087,-0.2746257709700263
663,31.6449,118.5024,-0.2743670308200283
1267,35.85611,-78.574165,-0.2731727652374156
1163,45.5476,9.16698,-0.2720882688262621
309,36.0658,120.4134,-0.2718830857153177
361,32.4625,119.9189,-0.2715378757804088
49,33.737,113.2919,-0.2705618110940272
1284,32.535294,-93.74704,-0.2698460630100507
1009,55.79216,-3.2429,-0.2687734641388306
892,44.926111,10.370833,-0.2682434164681101
93,34.9976,118.2794,-0.2665380626128026
109,42.2816,118.9233,-0.2665020608137164
568,38.8959,115.5213,-0.2664747235841445
18,41.8491,123.7977,-0.2639653437482552
554,22.5545,114.1063,-0.2638946339665851
1453,32.41281,-86.2634,-0.2631200894329394
131,33.6128,114.6613,-0.2621536282936321
50,34.7752,111.1922,-0.2611619162048725
1222,49.23074,7.003174,-0.2603678672590873
570,27.9939,120.6748,-0.2599299261383276
372,38.8661,121.5213,-0.2573522220424368
860,43.28334,5.511384,-0.2569967339794464
1378,42.474644,-70.97082,-0.2567931195871811
152,32.2786,118.3244,-0.2562991531586063
281,37.8873,112.5139,-0.2560042475594449
1405,43.577602,-116.178154,-0.255982111190052
784,55.072222,24.283894,-0.2552641718812224
325,33.5981,119.036,-0.2533887927341058
844,64.244226,19.767238,-0.2533633942486034
1414,40.046665,-76.28333,-0.2521786365076813
3,47.3636,123.9305,-0.2499732736019502
983,41.947654,12.533667,-0.244357353913415
1201,41.15604,15.09675,-0.2433795691991167
1189,46.1625,12.360833,-0.2403679012541799
1088,42.05134069,0.729555647,-0.238528426641508
719,47.27476,4.099476,-0.2383362459131266
850,42.637192,23.243864,-0.2364054647007338
1301,34.785217,-84.62643,-0.2360232098799611
421,27.8246,114.9231,-0.2352415519965841
880,45.0028,7.8375,-0.2350855990354583
1122,43.867496,18.423061,-0.2348990278881443
585,31.2864,120.628,-0.2326724784672287
919,48.376576,10.88837,-0.2298195240420782
721,45.916943,6.135556,-0.2291779909623241
597,25.0441,101.5482,-0.2291375547382516
958,47.0495,6.97915,-0.2246486243075441
608,27.5444,109.9453,-0.2222776672653063
831,45.148333,9.940278,-0.2217903075228156
1350,42.51831,-89.06347,-0.2212315492588435
351,32.4639,119.888,-0.2210615998621768
62,30.7236,103.9728,-0.2208084890591748
899,40.540351,-3.645253,-0.2207869030733141
729,46.072224,5.820833,-0.216684329237577
906,46.08253,10.95804,-0.2164825520641993
1083,40.314518,-3.716868,-0.2152956475683458
1013,49.276386,2.482167,-0.2144620267456773
112,37.4309,118.6614,-0.2124347558537259
1107,50.6134125,5.570222814,-0.2118141063067925
1257,41.182465,-81.33048,-0.2113834359073171
415,28.9634,105.4324,-0.2106486948358313
1012,46.137222,9.385,-0.210408648670817
44,36.0681,114.361,-0.208282476991217
291,37.8195,112.57,-0.206828141909148
48,33.742,113.3257,-0.2066460755373673
123,34.5578,117.7276,-0.2064315047540177
73,40.1092,124.3633,-0.2045786491638309
207,41.1953,123.2,-0.2039620673808884
1246,33.342224,-81.788734,-0.2023284896244548
98,40.0917,113.3444,-0.2013257693405639
945,48.27329,14.31479,-0.2011911750829488
823,45.1763,7.7116,-0.1998938002128736
571,25.0492,101.538,-0.1989601012799146
565,26.1028,119.2984,-0.1964556716459803
1180,56.15976,10.19364,-0.195545099941165
869,47.913256,7.908035,-0.1945633103590571
445,27.6253,113.8493,-0.193784107335868
805,46.05184,11.45389,-0.1919603241646429
680,44.9089,8.2055,-0.1898562570819112
41,35.0697,109.0697,-0.1889734306393072
515,26.8956,112.6211,-0.18849489562968
1377,43.97462,-70.12461,-0.1883140807985781
118,37.3803,118.0062,-0.1882420556661979
927,54.88361,-1.406878,-0.1876592611167217
338,31.3708,120.641,-0.1873066463298431
99,40.0844,113.2711,-0.1855757023169843
419,30.3119,120.1197,-0.1855018189572788
472,35.176,113.2467,-0.1833478760665661
1067,51.651166,12.302866,-0.1826421170529236
1327,40.8679,-73.87809,-0.1822175306628167
1336,40.82799,-73.05754,-0.1821758802245675
687,45.183611,11.311389,-0.1796009437668044
1185,51.536893,7.457409,-0.1788278286249442
1157,47.594913,7.568175,-0.1780827944447668
1,41.1442,123.0485,-0.1758162542051224
648,28.3611,112.9581,-0.1744770315901224
801,45.463333,10.480833,-0.17411263587632
283,33.6067,118.989,-0.1738358083025931
509,27.3125,105.2864,-0.1733488795368089
1351,29.733727,-95.25759,-0.1730842090462146
735,45.475327,4.515003,-0.1713110785775492
192,33.8715,109.9154,-0.1709710784299619
534,28.2053,113.0792,-0.1703487222366643
220,35.4936,112.8318,-0.1696230645000964
149,33.5698,114.0055,-0.1687452982108847
1212,42.36417,13.38306,-0.1687092643475177
386,40.217,116.2296,-0.168038295112032
10,44.5462,129.6386,-0.1638504089754956
136,34.4045,115.6458,-0.163036319894668
12,46.586,125.153,-0.1617398135774406
178,44.2967,86.0497,-0.159589827855719
1430,38.85287,-77.63462,-0.159224546746681
470,26.2714,117.635,-0.1591099782742183
114,37.4674,116.3032,-0.1587487603798335
1305,46.0519,-89.654,-0.1581696909151497
1130,51.47707,0.317969,-0.1577763053309318
122,36.8194,118.3092,-0.1571484375918621
457,36.253,120.014,-0.1559064563415773
134,32.9735,112.5003,-0.1558449997562347
1052,57.70902,11.970241,-0.1558106364723864
1216,51.54052,5.85307,-0.155785562754223
1073,48.507703,9.051178,-0.1557606411291327
94,35.0888,118.3956,-0.1556115721386097
684,50.010575,19.949189,-0.1548350849224637
133,32.9917,112.5192,-0.1543667478174208
454,29.6963,118.2903,-0.1529172526922254
822,41.99917,21.44084,-0.1524428561892403
189,31.1986,107.5082,-0.1523458414640345
688,45.1828,5.7531,-0.152278264323885
561,29.6547,116.0172,-0.1521823126639546
387,39.6334,118.1725,-0.1487680879033446
1186,44.564972,27.366081,-0.1478185048222693
1325,44.08747,-75.97316,-0.1464550923154776
914,52.146264,14.638166,-0.1439946895019929
897,60.22393,25.10244,-0.1411958080665577
755,51.259431,22.569133,-0.1399546741223577
537,23.7233,114.6892,-0.1386123538810135
778,45.54301186,13.71352366,-0.1374918881816613
241,32.9427,117.3605,-0.1369287593580559
808,48.782852,20.987197,-0.135186824459077
223,39.3617,112.4575,-0.1349697803851383
878,43.293137,5.574184,-0.1333849570274705
22,43.8622,126.54,-0.1329578898352767
355,41.8467,123.4264,-0.1315027665181706
1263,36.019184,-83.87381,-0.1306253970002067
786,46.80138889,13.49388889,-0.1304874781184897
1015,48.17278,6.452811,-0.1297492885328639
39,35.8735,120.0405,-0.1280746796518762
512,25.0925,104.9022,-0.1272114802961324
1045,41.932892,12.506947,-0.1265343725085181
624,35.878,120.005,-0.1254742994611808
284,33.5039,119.135,-0.1216477287932641
90,36.1031,103.631,-0.1211428193097856
58,30.8064,106.056,-0.1161085086970207
498,34.7178,113.7329,-0.115258277046064
765,45.809998,2.06,-0.1146740081326601
1326,42.68075,-73.75733,-0.1136466303766751
739,49.357861,6.73354,-0.1124628159927983
694,54.124819,22.038056,-0.1107247177659852
377,43.9027,125.2863,-0.1101527150896687
384,40.135,116.6636,-0.1081147940789988
972,46.934128,26.38925,-0.1057683936855469
836,44.79361,10.33167,-0.1057431418297954
380,38.8639,115.5086,-0.1048034934540212
1032,45.60222,9.27611,-0.0996303664279363
618,28.4436,117.9756,-0.0985679203473899
1134,45.736694,21.250808,-0.0960641446962193
489,36.881,118.746,-0.0955311922265565
74,41.1489,122.0303,-0.0944890862604759
186,30.2981,109.4978,-0.0941834614012741
1225,41.31347521,2.013824628,-0.0934165354738033
168,37.9956,106.1856,-0.0919628092137013
1071,47.664361,9.169289,-0.0917355001290036
332,45.6842,126.6206,-0.0913494065085223
657,29.8279,106.3787,-0.0900727569920922
159,30.6618,117.47,-0.0889674830152069
809,45.83611,8.80417,-0.0885853717742006
376,43.8463,125.2841,-0.0879896968033906
201,30.5119,117.0331,-0.087466597882377
621,27.583,110.0394,-0.0858427580669937
883,50.736389,15.739722,-0.085343494959196
1229,47.3815,8.56592,-0.0820484726142469
460,31.882,120.55,-0.0812235181651684
208,41.2495,123.1683,-0.0809326119637909
271,37.0851,114.5237,-0.0784263205903075
161,35.7511,114.2956,-0.0783444941532803
1141,49.672507,9.001981,-0.0777432673262543
1447,40.74529,-73.41919,-0.0761776526128258
1300,33.43395,-84.16181,-0.0747671057657348
1365,41.61524,-71.72,-0.0744851283795434
79,35.0532,118.3429,-0.0742492223357288
503,26.2331,111.6236,-0.0739958477707228
772,45.515278,10.219444,-0.0727620495708434
1095,47.86194444,15.32194444,-0.0711395827506011
1093,49.107502,6.122775,-0.07100147596444
111,42.2554,118.8788,-0.0705600468655913
209,42.3022,123.8139,-0.0703468266724756
638,23.0822,114.4053,-0.0696973546444939
709,52.407578,20.955928,-0.0696640991652953
1353,40.56333,-78.919975,-0.0673001519125648
1307,43.7775,-91.2269,-0.0668450401708224
520,30.1506,104.6356,-0.0662494836983766
1367,41.3014,-72.90287,-0.0661764751407592
840,54.68611145,25.2108345,-0.0658262522753939
793,47.06701111,15.49368889,-0.0552895157830337
42,34.6258,112.4267,-0.0525392740186476
140,30.2019,114.8988,-0.0521723859764657
437,27.9153,113.0048,-0.0512342836521616
180,36.1911,113.1569,-0.0494138587441174
476,46.7432,82.9994,-0.0488204512965083
1343,41.78472,-72.63167,-0.0465554467380096
412,25.8333,114.9322,-0.0456986065757071
1315,42.139996,-87.799225,-0.0448425934692362
326,45.7319,126.685,-0.0435950607997551
224,39.3197,112.4258,-0.0430706362722455
710,49.23290634,17.66717529,-0.0430367066504214
103,37.4236,122.1214,-0.0429202367959053
813,47.04735,16.07905,-0.0425646648487691
160,35.9019,114.17,-0.0425461770438149
1322,40.816,-73.902,-0.0411788489312266
792,45.760833,11.736667,-0.0404469510497344
1126,49.079012,19.3025249,-0.0403385907526463
1441,31.188932,-85.423096,-0.03984169595844
544,39.7443,98.5061,-0.0379613732789991
1393,33.578335,-86.77389,-0.0359324407688635
151,30.9743,118.7385,-0.0354220146225174
86,34.2173,108.9356,-0.0341723503870834
225,37.6945,112.7532,-0.0340134771601209
949,50.81487387,3.322494319,-0.0337952896009139
1270,41.515053,-81.24991,-0.0329075551313321
852,42.432356,25.637389,-0.032644099926728
839,48.247222,20.616403,-0.0318638394697219
342,32.1065,118.8086,-0.0311669107316817
1090,50.221941,8.446079,-0.0309406772410592
89,34.1978,108.985,-0.0304586352183658
1275,41.55523,-81.57526,-0.0300649097192099
322,36.6114,116.9862,-0.0277395676132351
955,47.4067,9.39438,-0.0257613638843914
1266,36.0388,-85.7331,-0.0256563597987364
559,29.7046,115.9584,-0.0238806555604543
115,34.7837,117.2852,-0.0238001241103599
1448,34.264915,-88.76622,-0.0232887040648207
928,51.5645,14.3764,-0.0230966658204863
434,29.4758,113.2621,-0.0209426323913161
1359,40.46542,-79.960754,-0.0207791982857125
156,31.7643,116.4738,-0.020012665607283
295,40.762,114.8902,-0.0188145408410183
219,35.5051,112.85,-0.0175887220842306
877,46.256617,26.792892,-0.0153856836251637
52,30.3197,112.2494,-0.0146450856124004
164,35.7636,115.0312,-0.0137185284114345
1346,39.4125,-107.23056,-0.0128656418992982
997,55.862281,-3.205782,-0.0128212258069875
448,31.172,120.658,-0.0115044497036085
1438,35.206112,-111.65278,-0.0114855632062243
456,29.7178,118.327,-0.0100410304083192
251,46.7975,130.3258,-0.0097209626380429
113,35.4216,119.523,-0.008948155263596
128,36.1937,117.1437,-0.0074915538070313
894,50.159406,19.477464,-0.0074763004182463
690,44.3818,7.5382,-0.0074751939173568
