,lat,lon,Date_Mid_Greenup_Phase_1_temp_r
68,40.6511,122.215,-0.7795671286367682
1450,43.34317,-87.92087,-0.7794886965236618
590,37.9844,106.2025,-0.7779160898094739
836,44.79361,10.33167,-0.7776708494344797
975,49.628771,8.364779,-0.777284280684298
1107,50.6134125,5.570222814,-0.7768228181651201
996,49.32273,11.02792,-0.7704152774352082
607,29.2956,117.2461,-0.76573596409357
1090,50.221941,8.446079,-0.7611986490683537
440,29.3547,110.5594,-0.7610160202433222
898,47.737415,7.309075,-0.7594835532846954
1372,46.81826,-92.08936,-0.7593784968438597
964,49.300731,8.700103,-0.7589896005781445
30,36.6106,109.5056,-0.7553223882143656
1213,50.676856,17.950278,-0.7551530008002401
1379,32.50996,-92.046196,-0.7548059661822275
1001,47.73344,12.891241,-0.7542126439175885
1100,50.85671305,4.425760659,-0.7540733777684147
473,26.6272,118.1756,-0.7532498175564206
1380,44.310555,-84.89187,-0.7530326352709656
967,53.480927,9.857223,-0.7522588100123492
513,25.0992,104.8811,-0.7489836059690952
1060,46.564369,26.910667,-0.7475450462413316
191,31.8896,102.2502,-0.7468802852673581
1297,48.5103,-113.99681,-0.7440986733455243
800,45.655,10.20083,-0.7434903980625875
1407,41.965195,-87.87627,-0.7433786285933636
601,27.0803,114.9754,-0.7431327450599322
166,31.0386,112.2213,-0.7427808405416336
1432,36.60843,-83.73694,-0.7417531189834077
1040,53.060045,8.916966,-0.7413193225785151
73,40.1092,124.3633,-0.7410665306115835
770,45.4512,7.878,-0.7395952314255173
1426,30.848612,-85.60389,-0.7395947656912096
934,47.5292,9.9267,-0.7390056527674538
511,26.8919,112.6006,-0.737281323090777
1288,30.229652,-90.96563,-0.7345602961028103
620,27.7314,112.0194,-0.7337213822138859
1025,40.67354965,22.89343834,-0.7324015097430912
856,42.680558,23.296786,-0.7317622861404847
80,40.6532,109.8756,-0.7315772776178554
13,46.6215,124.9042,-0.7302065261126889
132,33.6347,114.6758,-0.7295405773390974
1399,32.362606,-88.27799,-0.729526415419976
441,29.5102,106.5777,-0.7283564912076375
1318,42.04915,-88.273026,-0.7282746008326411
1098,51.15013609,3.80873543,-0.727614791022424
385,40.3275,116.6275,-0.727535505603305
1370,42.51334,-83.005974,-0.7254278980372896
319,38.9108,115.4713,-0.7250892938517608
820,48.753179,21.245046,-0.7230279340950293
1174,52.077148,4.289185,-0.7220791134080015
1185,51.536893,7.457409,-0.7215751167706128
1390,38.65643,-90.19835,-0.7214505383811708
678,50.836389,19.130111,-0.7208401580875758
732,45.9225,6.87,-0.7206092876409074
1388,37.70097,-94.03474,-0.72047444021894
646,36.6331,117.9592,-0.7192772241657944
110,42.2728,118.9576,-0.7182193476200823
1391,39.749027,-86.18627,-0.7181908757561489
961,50.79664963,4.358623958,-0.718078083428518
439,29.1217,110.5319,-0.7178373076303556
713,53.028647,18.666103,-0.7155977934486314
121,36.4847,117.8525,-0.7153774248064969
768,50.429014,21.277367,-0.7129233305300855
1028,44.39703,8.20604,-0.7120691426250856
684,50.010575,19.949189,-0.711746024637086
288,30.2692,120.1903,-0.7104165564464487
1163,45.5476,9.16698,-0.7103478529179553
824,44.5,11.286111,-0.7099576834443359
1262,36.085506,-83.76481,-0.7062887427376033
1121,50.85205095,4.347777506,-0.705838267818433
33,34.3739,107.1186,-0.7030510322153486
773,48.40861,15.619166,-0.7018426902691199
746,42.14326062,2.510206967,-0.701677643758803
980,51.317905,12.297411,-0.700935953990609
969,51.453459,6.86505,-0.6997109028322318
673,49.419528,8.6767,-0.6992546221421373
1246,33.342224,-81.788734,-0.6987761467984841
690,44.3818,7.5382,-0.6953579804986326
407,31.4741,104.7778,-0.6950167095131072
759,45.84083,9.34889,-0.6947947109543443
488,43.9174,81.2996,-0.6928949801991042
863,52.602056,11.850274,-0.692381146172106
779,45.93766834,13.91156335,-0.6901290645398876
303,36.5713,114.4918,-0.6895740095035632
1422,44.616943,-86.109406,-0.6889869799552988
1198,51.067439,19.448694,-0.6863428479525996
1277,39.42689,-84.20077,-0.6854440195031676
578,39.1067,117.1941,-0.684967865705903
892,44.926111,10.370833,-0.6847196981385947
1347,37.71325,-119.7062,-0.6839911056939294
1124,45.690278,9.643889,-0.6836157592337866
1291,39.9878,-79.2515,-0.6834306040372916
604,25.8481,114.9461,-0.68314113844712
1410,29.68639,-95.29472,-0.6825731256018696
562,22.2281,113.299,-0.6824781169135891
1308,42.5956,-87.88576,-0.6821468989956534
708,43.09625,-0.040497,-0.6808532703524105
1169,45.84299,13.54308,-0.6806107961938223
369,45.8167,126.561,-0.6803729839129485
762,45.158745,1.537222,-0.6797976490572671
1452,40.27813,-105.54564,-0.6797325615470454
850,42.637192,23.243864,-0.67963050570451
989,53.63074,10.110595,-0.6793915432696496
735,45.475327,4.515003,-0.6792451170899467
818,45.772167,3.0875,-0.6790706305206426
902,45.038831,24.298631,-0.6781285166288006
763,46.17,1.87,-0.6780677651465907
956,44.9513,7.6362,-0.6771628486764054
1108,40.3419,-3.8337,-0.6758896947572609
249,30.97,117.8483,-0.6752927623518324
938,56.672901,12.8576,-0.6750102392252921
674,50.007629,18.455548,-0.6741269115731539
1109,54.334944,-0.80855,-0.6739391755404699
278,39.5111,116.6708,-0.6733723265701312
325,33.5981,119.036,-0.6728544096703971
839,48.247222,20.616403,-0.6720836089002812
109,42.2816,118.9233,-0.6713359843218621
1425,40.304695,-79.50567,-0.6701106282928149
1247,35.0608,-83.4306,-0.6691162611133937
398,29.7166,106.6205,-0.6681122619972719
584,41.7173,125.9358,-0.6673429963762276
664,34.6692,112.3628,-0.6642846446503508
415,28.9634,105.4324,-0.6615203332631475
186,30.2981,109.4978,-0.6595136069834452
1010,53.56292,-1.510436,-0.6590056947522656
1149,43.3094,-2.0109,-0.6579656835572795
493,31.9037,102.224,-0.6575579167853686
1234,50.44914,2.9,-0.6563968348614372
