,lat,lon,EVI2_Growing_Season_Area_1_aot40_r
448,31.172,120.658,-0.2509082060124401
830,48.733256,19.115268,-0.2475449256411733
332,45.6842,126.6206,-0.2474736469689991
712,52.029194,23.149389,-0.2468098990758117
463,31.909,120.237,-0.2462248338232338
436,28.9703,111.6975,-0.2460238838350611
553,24.8978,118.5972,-0.2450130061015607
1036,51.360755,9.271233,-0.2437193535908609
916,48.397079,10.008293,-0.2435545359148755
449,31.155,120.636,-0.2429291268702922
161,35.7511,114.2956,-0.2425684940717899
387,39.6334,118.1725,-0.2414695401028613
1046,40.33639,-1.10667,-0.2403377813800364
1262,36.085506,-83.76481,-0.2400121071125669
518,29.5844,103.7627,-0.2395703385902381
1019,52.437165,-1.829999,-0.2392423139945884
1147,52.115725,21.237297,-0.2389196797495458
49,33.737,113.2919,-0.2368414631456149
1289,35.379166,-82.7925,-0.236091254929071
126,37.5433,121.3719,-0.2349012594500733
615,37.6828,112.7195,-0.2335563366231828
1299,63.7232,-148.9676,-0.2334337662929515
146,32.1142,112.1825,-0.2329723114522141
754,49.744886,21.454617,-0.2313250705365291
1098,51.15013609,3.80873543,-0.2298407664516564
153,32.8929,115.8277,-0.2292409703281425
1254,34.002747,-89.79919,-0.2292144472577909
853,41.694342,24.738078,-0.2288672476898833
1357,42.14175,-80.03861,-0.2273606672726187
82,43.8711,87.5525,-0.2260530141729563
970,51.698954,7.122684,-0.2249195413139779
895,47.64892,-2.76399,-0.2245197310321304
1376,42.099697,-71.6194,-0.2243904873808618
1400,30.439722,-84.34639,-0.2241911773156775
984,54.09323,10.240596,-0.2184158849937664
1388,37.70097,-94.03474,-0.2161313866228118
570,27.9939,120.6748,-0.2156308520830023
394,39.1661,117.1444,-0.2144742017408088
833,47.71611111,13.63222222,-0.2141635461142592
31,34.3017,107.0708,-0.2134543935742773
702,60.37288,11.07407,-0.2108277763945086
1422,44.616943,-86.109406,-0.2102315382926368
1436,28.332226,-82.30564,-0.2099079252045768
979,51.396095,12.234054,-0.2081250663792218
452,24.5058,118.0936,-0.2041065078554798
21,41.3094,123.7169,-0.2033566335716048
564,29.8566,114.2936,-0.2026511054466268
291,37.8195,112.57,-0.2012545687713443
1051,46.2311,6.07417,-0.2002551723750601
368,45.5419,126.979,-0.1999846503965723
130,32.1195,114.0775,-0.1994237823332164
838,45.1391,7.0501,-0.1992007694031861
888,46.58389,0.345556,-0.1981293796981067
860,43.28334,5.511384,-0.1973889738657853
204,38.8411,105.6985,-0.1959602877942203
260,47.3382,130.1097,-0.1955149038702898
340,32.02,120.87,-0.1948620914369963
243,32.9673,117.3533,-0.1947436398739775
1222,49.23074,7.003174,-0.1937286698745684
1269,44.351696,-68.22698,-0.1935436780930963
1033,45.038333,9.669167,-0.1928942710618994
831,45.148333,9.940278,-0.1910745578415846
294,30.7478,120.726,-0.1909660626077426
71,40.1503,124.4256,-0.1893799041377921
630,27.9119,112.9074,-0.1875431062620834
58,30.8064,106.056,-0.1849759922820706
1295,41.6175,-87.199165,-0.1845461616313944
444,25.2697,110.2819,-0.1809599316724276
977,45.154075,26.818619,-0.1803763522395058
1449,27.946688,-82.731766,-0.180193133358647
1340,29.723333,-95.63583,-0.1793763302218686
331,31.5475,120.354,-0.1789323808142536
320,38.8632,115.493,-0.1787074050648384
288,30.2692,120.1903,-0.1763437934705968
184,30.1256,104.6296,-0.1750808705664665
166,31.0386,112.2213,-0.1744018406233254
1290,35.587143,-83.07416,-0.1733937573657362
805,46.05184,11.45389,-0.1699603887160936
1137,44.82112,20.459113,-0.1697225637327717
782,42.157856,11.908954,-0.1684507301910607
148,33.5698,114.0261,-0.1677790892291573
1004,51.52229,-0.125889,-0.1665250935682993
545,36.0621,114.4839,-0.1662401124387762
1313,38.86067,-90.10585,-0.1659246680356491
109,42.2816,118.9233,-0.1650945422992255
844,64.244226,19.767238,-0.1648100896242039
686,48.610363,7.781631,-0.1645043901185875
556,29.5698,115.9773,-0.1643394339928764
1066,45.263142,27.969506,-0.1642812532399623
528,26.5892,104.8,-0.1628972752694872
1317,42.060284,-87.86323,-0.1624502969683272
799,47.09436111,15.41511111,-0.1621167614518872
1122,43.867496,18.423061,-0.1613981550088804
507,27.2272,111.4328,-0.1602350021793241
1141,49.672507,9.001981,-0.1598785062927973
1446,43.670834,-110.59947,-0.1596007819418675
936,50.85780611,4.288706017,-0.1593856385429668
958,47.0495,6.97915,-0.1577333123235584
896,43.1804,-2.2682,-0.1572944953349541
198,32.6939,109.0281,-0.1570027482011576
399,29.4572,106.3754,-0.1567792670756897
1146,49.514959,8.402331,-0.1565449242896621
1083,40.314518,-3.716868,-0.1544510352120428
884,59.20243,9.4871,-0.1532811242971994
997,55.862281,-3.205782,-0.1530770703389767
577,30.6558,104.0219,-0.1529396715080566
1072,49.634841,9.657919,-0.1520516542337135
1251,35.59095,-78.4622,-0.1520349615166303
1073,48.507703,9.051178,-0.1501691287686206
682,47.809892,7.764528,-0.1489040802995478
73,40.1092,124.3633,-0.1475770624119949
737,49.233464,6.987601,-0.1472034298261582
1320,40.136337,-111.6605,-0.1470059441000322
1271,40.0877,-82.95977,-0.1456014671163815
428,30.7819,111.3275,-0.1453332783251056
806,47.128863,10.034324,-0.1434157024692678
129,36.2017,117.0885,-0.1420968001299072
534,28.2053,113.0792,-0.1406499020130301
1274,41.53694,-81.45887,-0.1402967557654199
647,36.8406,118.0253,-0.1402464284294696
1420,35.158688,-78.728035,-0.1364021262301362
492,26.3108,117.7275,-0.1353192375225922
277,39.5269,116.7244,-0.1343295336568733
848,46.62936,14.28931,-0.1338319998585695
1161,50.876983,18.416878,-0.1330052900642853
1393,33.578335,-86.77389,-0.1323429421003036
1045,41.932892,12.506947,-0.1323314265071295
859,43.305286,5.394716,-0.1323069445412112
776,46.651838,16.196777,-0.1319350580712079
540,28.2558,109.6414,-0.1315745767394084
543,29.315,110.4417,-0.1315635706159875
996,49.32273,11.02792,-0.1314852326695469
113,35.4216,119.523,-0.1300847546246257
1336,40.82799,-73.05754,-0.129021203833233
1068,47.145014,23.877389,-0.1274551036276889
1286,36.02661,-80.341965,-0.1254793230845785
514,28.6842,115.9314,-0.1244511506455582
1372,46.81826,-92.08936,-0.1243404211315641
214,46.0656,122.0392,-0.1204699776736142
1126,49.079012,19.3025249,-0.1203304608542232
50,34.7752,111.1922,-0.1163998271670003
1324,40.283092,-74.742615,-0.1156263871670743
1213,50.676856,17.950278,-0.1155450948936756
777,46.13111418,14.99611517,-0.1148544880050079
965,45.59667,5.918611,-0.114660355848262
871,54.436985,12.721938,-0.1145704930372905
1360,40.107224,-74.882225,-0.1139881295463093
1258,41.606663,-87.30494,-0.1122111657970836
187,32.4287,105.8628,-0.1111794387275279
661,35.4828,112.8271,-0.1107786688775491
735,45.475327,4.515003,-0.1100035566600562
886,53.246535,6.608937,-0.1076693898476059
1416,39.28102,-78.08157,-0.107049266156926
15,43.8245,126.5052,-0.1067243144619964
1181,50.30886,2.807369,-0.106703899888913
902,45.038831,24.298631,-0.1038910464451982
127,36.7023,119.1437,-0.1023958839269474
562,22.2281,113.299,-0.1014031734154533
44,36.0681,114.361,-0.1002762947629115
1191,48.445553,0.110833,-0.0986982885003892
986,46.802376,4.417486,-0.0986155374663455
790,46.835,14.84361111,-0.0981983330021692
343,32.1028,118.9125,-0.0980593488934465
323,33.575,119.007,-0.0976364113357663
931,50.12218857,14.46757793,-0.0966728354704706
97,35.2375,115.4747,-0.0966130400055825
1442,32.52127,-84.94463,-0.0951558257765259
1384,42.334984,-89.03777,-0.0939360404431167
1136,42.45639,14.23472,-0.0939063761356353
34,34.3622,107.2386,-0.0934281297029504
38,36.6868,117.532,-0.0934219716777477
14,31.6837,118.5092,-0.0927710666324226
152,32.2786,118.3244,-0.0917847479818158
1329,32.726658,-103.12292,-0.0907333713674899
1402,43.656765,-70.629135,-0.0906144801342089
68,40.6511,122.215,-0.0903511807358071
814,45.79728,3.113833,-0.0902438287141257
994,49.872303,8.664619,-0.0872613941031447
999,44.98375,26.015214,-0.0845073906285424
1337,38.20087,-77.37742,-0.0823350011007052
1350,42.51831,-89.06347,-0.0822035786270506
946,48.930932,21.913705,-0.0809149993149485
688,45.1828,5.7531,-0.0804229509260969
1438,35.206112,-111.65278,-0.0803408379525927
447,31.388,120.953,-0.080281261094588
1228,46.9631,7.46252,-0.0802276363819988
1322,40.816,-73.902,-0.0798256150698262
1421,39.46048,-76.633545,-0.0793885681682782
723,46.19583,6.240556,-0.0785383019907408
1043,45.411864,28.005967,-0.0782308051505361
1365,41.61524,-71.72,-0.07815775483514
1015,48.17278,6.452811,-0.0771177210782355
1223,47.0677,8.30068,-0.0753934545480129
1103,47.4029,8.6134,-0.07490141093412
176,41.1551,80.2613,-0.0748722846236214
1094,55.46333313,26.00416946,-0.074802631343235
350,31.7069,119.9468,-0.0743187269190472
873,55.39638901,10.38917255,-0.07418745954577
342,32.1065,118.8086,-0.0736442455208807
847,41.97833,21.47,-0.0734364817652866
1425,40.304695,-79.50567,-0.0722383454282358
765,45.809998,2.06,-0.0721624442803561
364,38.9511,121.565,-0.0694807550028119
736,49.254344,6.867744,-0.067969877096299
1091,46.708333,14.891667,-0.067813826000348
135,32.9692,112.548,-0.0666073492954161
1006,51.27399,1.098061,-0.0591304927004201
858,42.732292,23.310972,-0.0590934072961605
1356,39.96111,-77.475555,-0.0579002383083213
421,27.8246,114.9231,-0.0578421091992543
1055,49.73244858,13.40228081,-0.0578055202987338
1127,45.5966,7.76643,-0.0574808414694934
1192,42.40538,1.13,-0.0560447243147055
311,36.6868,117.0624,-0.0560174532390326
820,48.753179,21.245046,-0.0559176059564269
47,35.2127,113.2269,-0.0523342419406564
1318,42.04915,-88.273026,-0.0495836118486982
1319,39.866833,-88.92559,-0.048640891602632
618,28.4436,117.9756,-0.0485523512196929
932,43.322554,21.919025,-0.0455468517904522
652,37.374,120.399,-0.0445474760061235
706,42.09791019,1.848237224,-0.0442533954387888
22,43.8622,126.54,-0.0435243354986919
1443,39.399837,-119.73961,-0.043265236427633
1280,41.420883,-82.095726,-0.0421856932529742
1250,44.18089,-85.73898,-0.0409704897839826
1263,36.019184,-83.87381,-0.0396637477576376
1171,43.5166,-5.6707,-0.0387707128777513
940,48.248993,16.357079,-0.038484821153207
1047,51.862042,6.874469,-0.036622238496168
1401,30.681719,-91.36625,-0.0344615616075208
541,27.7044,111.9892,-0.0343412464687183
136,34.4045,115.6458,-0.0332823624876705
1277,39.42689,-84.20077,-0.0329637518300178
374,43.8805,125.3297,-0.0322224438323757
627,22.5978,114.297,-0.0320433940104967
1311,40.712776,-81.598335,-0.0317230314348454
730,45.683333,9.466667,-0.0315094252106889
921,48.773072,8.220214,-0.0300347835478139
1155,43.26444,-4.06278,-0.0300104072170652
1423,35.43477,-83.44213,-0.0293020566040183
1241,35.507225,-82.96362,-0.0285101585718167
1150,51.799722,16.3175,-0.0284614025596487
926,52.644169,13.483079,-0.0283029482039736
341,34.5885,119.176,-0.0273718291916061
473,26.6272,118.1756,-0.026715534682614
991,47.2474,6.015419,-0.0249675901398468
918,48.904228,11.948795,-0.0247487980131189
753,42.33611,-3.63611,-0.0243643499875296
755,51.259431,22.569133,-0.0241758804170325
1278,41.24045,-80.66272,-0.0240220792016263
642,24.7733,113.5824,-0.0239206476742111
934,47.5292,9.9267,-0.0233780383328081
285,40.8033,111.6572,-0.0232190892348759
703,50.02403641,15.76354885,-0.0198309138414488
1430,38.85287,-77.63462,-0.019509221125164
141,30.2092,115.0307,-0.0185603444594432
1039,50.766815,7.973542,-0.0167850933654272
385,40.3275,116.6275,-0.0145654184323414
1373,38.45934,-82.64041,-0.0140924219585091
919,48.376576,10.88837,-0.0131508377804003
1328,41.05192,-73.76366,-0.0129649238912522
281,37.8873,112.5139,-0.0114377959172429
1279,39.9428,-81.3373,-0.0102327064271755
1057,52.349703,13.424304,-0.0101178418895161
1107,50.6134125,5.570222814,-0.01002174998539
810,47.4885583,12.066633,-0.0080991298026399
182,36.5446,104.1724,-0.0077510689189339
663,31.6449,118.5024,-0.007714851787984
381,39.8863,116.4072,-0.0074043157972183
478,27.72,106.9178,-0.0070261787338957
1375,42.298492,-72.334076,-0.0042142768413756
1079,41.91614,0.191101,-0.0025127468090346
29,36.6028,109.4761,-0.0020959673167747
1409,43.54792,-96.70077,0.0017760633454157
217,39.3278,112.4072,0.0020630611526679
300,34.81334,113.56746,0.0026167460320938
762,45.158745,1.537222,0.0035351337454252
483,38.5167,102.1692,0.0036132319105601
89,34.1978,108.985,0.0054776375786702
700,43.610497,2.23015,0.0063547759383107
822,41.99917,21.44084,0.0069494632635222
841,47.557222,18.420836,0.0080745344606892
497,28.2597,112.9792,0.0099072335270901
1243,35.438557,-81.27675,0.0101620210651384
538,28.2675,109.6958,0.0104767997470261
298,34.77134,113.65724,0.0134429763770686
607,29.2956,117.2461,0.0141075214680267
786,46.80138889,13.49388889,0.0143637037112647
1321,40.72099,-74.192894,0.0145990429158314
557,32.6389,110.7258,0.0177484730184663
1433,40.56252,-80.503944,0.0184855038780445
362,40.7866,111.5512,0.0189639684942784
408,27.0968,115.0093,0.0214429943311106
673,49.419528,8.6767,0.0222489497669399
51,30.7856,106.1064,0.0235381633092764
976,45.56472,5.928333,0.0239095681721391
437,27.9153,113.0048,0.0247453166283724
536,23.4835,111.2711,0.0265388556747692
393,39.0927,117.202,0.0275320631494068
945,48.27329,14.31479,0.0285091742674027
172,42.9418,89.1904,0.0294806808891646
490,36.864,118.78,0.0303697371432336
742,45.871406,22.908594,0.0304319659276966
274,38.3254,116.8584,0.0308555206071897
1229,47.3815,8.56592,0.0312588002969534
249,30.97,117.8483,0.0314265563061124
145,32.0564,112.1392,0.0334985495117673
694,54.124819,22.038056,0.0343036564153682
186,30.2981,109.4978,0.0350932399624633
743,58.370556,26.734722,0.0355494924459161
1078,41.03028,21.33667,0.0358698853242024
750,43.2757,-5.596,0.0359782682830135
43,36.1017,114.3551,0.0386584817166156
1390,38.65643,-90.19835,0.0391661663995248
1341,29.625557,-95.26722,0.039590064219252
327,31.1907,121.703,0.0407197346927476
1407,41.965195,-87.87627,0.0418129734783057
125,37.5639,121.2514,0.0429745390354682
581,42.0353,119.2658,0.043282792035622
1245,33.81468,-80.781136,0.0434612040483974
303,36.5713,114.4918,0.0439862574058739
629,39.8261,109.9486,0.0458145776637021
310,36.663,117.0495,0.0544692843027517
250,50.2524,127.4833,0.0568873515538814
375,43.8772,125.3716,0.0571114716534282
66,39.8129,110.0023,0.0591148423953562
771,43.3583,-5.8664,0.0603515643524836
526,27.8851,102.2685,0.0609970156294067
181,34.5538,105.8945,0.0611390136161461
1424,42.27807,-85.54189,0.0639301902951269
499,34.77172,113.73961,0.0655713684367107
566,28.0089,120.634,0.0670746174070414
258,47.3416,130.2537,0.0680696163213049
1131,46.112775,24.22805,0.0681178086184794
1148,45.1619,5.7356,0.0699946703803662
662,35.4887,112.8508,0.0706805259411247
1185,51.536893,7.457409,0.0723750721447833
193,30.0475,101.9603,0.0727932678680955
133,32.9917,112.5192,0.074122947206125
1381,38.548138,-82.73116,0.0746135517449914
1369,43.176674,-85.41661,0.0755919142780392
1123,45.714444,11.368611,0.0758662141162075
458,31.381,120.999,0.0759026646753228
1266,36.0388,-85.7331,0.0772869555363285
275,38.2991,116.8842,0.0773818423099814
253,47.3086,130.2684,0.0796331965665691
1351,29.733727,-95.25759,0.0809601253925235
477,29.2617,117.1547,0.0818204619031119
699,49.45165634,17.45415878,0.0827473581642748
785,60.608299,15.6294,0.0835153652582566
1335,42.09142,-77.20978,0.0835923758822579
1242,35.2318,-77.5669,0.0860376692273439
523,29.9775,102.9905,0.0867639223172919
961,50.79664963,4.358623958,0.0870577653938686
1368,34.530716,-86.96754,0.0875452501522951
571,25.0492,101.538,0.0883512442494357
317,36.6734,117.1265,0.0896180941580755
237,50.2341,127.5144,0.0899800394526428
84,30.6306,104.1122,0.0907625623605511
967,53.480927,9.857223,0.0922275237289939
631,27.8614,112.9433,0.0924958338114126
622,39.2474,117.7918,0.0924984853522226
1294,44.735977,-68.67075,0.0931842633531398
74,41.1489,122.0303,0.0933663454503558
1413,41.094967,-85.101814,0.0942054679001355
1074,43.5512,-5.9197,0.0952939667632582
714,53.134088,17.995712,0.0975567359148855
1172,46.162556,-1.153603,0.0985234786694077
339,32.0005,120.86,0.1003924336701592
649,28.793,104.6055,0.1007500410435786
453,26.567,101.7227,0.1010148868164753
255,45.6077,122.7911,0.1022738183458363
1296,43.4351,-89.67979,0.1028462052818108
110,42.2728,118.9576,0.1029963321434009
894,50.159406,19.477464,0.1031665811118623
397,26.3003,106.805,0.1034380518840575
98,40.0917,113.3444,0.1047567531010696
1240,53.371306,-2.239218,0.1057484174505058
144,32.5714,110.8839,0.1062403108402341
1406,41.644066,-83.54616,0.1065067457773176
220,35.4936,112.8318,0.1073031351190181
286,33.9528,118.293,0.1074228431144117
224,39.3197,112.4258,0.1093252984231181
1343,41.78472,-72.63167,0.1093831359209994
1355,39.80933,-80.26567,0.1104760148768009
1419,41.645382,-70.89751,0.1114814850696122
1090,50.221941,8.446079,0.114321920741983
856,42.680558,23.296786,0.1144810720007361
246,33.9477,116.7856,0.1164854970917799
195,33.1138,107.0089,0.1165723321044446
346,32.0309,118.8109,0.1171048978733783
1303,33.588547,-84.06961,0.1208881497525195
588,35.5934,104.6194,0.1235544965550891
354,41.7653,123.4114,0.1244854106467824
1392,38.71085,-90.47606,0.1256830099538049
1315,42.139996,-87.799225,0.1270872145070011
226,39.9289,116.4174,0.1274043727654933
906,46.08253,10.95804,0.1277529126924273
361,32.4625,119.9189,0.1293540643182685
900,66.3217,29.40157,0.1313197524042205
45,34.7781,114.3389,0.1315232579512039
329,31.3008,121.467,0.1351922710137539
1326,42.68075,-73.75733,0.1354414502213543
512,25.0925,104.9022,0.136272805022722
889,50.74823,2.25978,0.1364391642787266
322,36.6114,116.9862,0.1365590812220111
578,39.1067,117.1941,0.1377464864846521
1060,46.564369,26.910667,0.1385439619383827
950,50.46519216,3.939714326,0.1388352924612919
1201,41.15604,15.09675,0.1389761792791865
370,43.8325,125.1761,0.1395627319013683
1158,51.748103,18.04931,0.1401629555267981
852,42.432356,25.637389,0.1405582616160988
1451,33.9828,-111.79871,0.1413620938632172
257,45.3039,130.9429,0.1417203903943651
482,31.5031,120.242,0.1417706642471978
1265,35.233475,-85.18158,0.1420902368023533
524,29.9833,103.0111,0.1450025199298942
1142,46.632142,27.730886,0.1460994911816364
1429,40.689255,-122.40219,0.1467164767286121
773,48.40861,15.619166,0.1477001315266398
828,43.9275,12.224722,0.1492628683962118
64,40.6821,109.8538,0.1504591068229611
612,24.6947,108.0497,0.1537728561550443
710,49.23290634,17.66717529,0.1555677744277699
1455,38.23887,-82.9881,0.1556416720052248
230,35.0303,110.9686,0.1575845592598789
1359,40.46542,-79.960754,0.1589983568354405
1412,29.901035,-95.32613,0.1592383600878903
636,23.4714,116.7519,0.1596662183641413
1307,43.7775,-91.2269,0.160889860794898
874,45.60822,5.270872,0.1616093594652561
440,29.3547,110.5594,0.1623542086703349
92,38.5036,106.1358,0.163102676696447
993,47.62,6.157611,0.1644441558443388
816,49.211447,18.771215,0.165440975501814
1405,43.577602,-116.178154,0.166231535877388
1363,35.96497,-84.22317,0.16844316205928
391,38.8394,117.457,0.1692877588892915
279,41.0026,117.9268,0.1696904427061678
36,34.493,109.4636,0.1698538968822198
5,47.3227,123.9483,0.1699492659553579
46,34.7965,114.2885,0.1723629665651304
879,41.53583,20.6989,0.1778879950074213
1282,35.500103,-82.59986,0.178127128999985
596,33.965,118.283,0.179360097241369
101,36.2125,113.0886,0.1794977102660868
1003,48.77586,5.162789,0.1800714973916759
1132,49.165508,9.224786,0.1802692496222154
1268,40.026035,-82.433,0.1808699280344501
1382,38.06503,-84.49761,0.1817605597699772
1183,51.303394,6.819887,0.182401660553577
360,40.7612,111.717,0.183785219853263
254,45.1722,124.7965,0.1868789085102894
953,45.69802778,18.83463889,0.1877753941530727
183,31.7275,113.3583,0.1885279576964028
366,45.7667,126.635,0.1908368483846756
855,42.142889,24.765239,0.1914031833943041
862,51.921389,4.401389,0.1926607976168232
1273,39.70595,-79.012,0.1939417776178588
219,35.5051,112.85,0.1948532872540551
215,40.761,107.4212,0.1968478040039231
834,48.257474,13.03923,0.1986786973308001
893,45.7789,4.9247,0.2008560719440678
928,51.5645,14.3764,0.2013383728665805
1398,27.939747,-82.000084,0.2017908143792092
1234,50.44914,2.9,0.2018917267132533
701,46.13167,9.56639,0.2022582316606015
1354,40.814182,-79.56475,0.2038899180416132
120,36.8103,118.0414,0.2042971172100754
1096,51.838221,5.856938,0.2047975035154998
143,32.6494,110.78,0.2051826551817195
705,45.5588,8.0564,0.20748156084891
791,56.00833511,21.88694763,0.2090347703014871
1331,41.058617,-74.25555,0.2090638384912372
695,49.50260925,18.53856087,0.2098238359635965
1383,39.117218,-94.635605,0.2110346617691174
446,27.6434,113.8385,0.2145102817114493
617,39.0845,117.1589,0.2148324617995105
675,48.962223,4.36,0.2187613185991288
105,37.8572,113.5758,0.21901264974319
1312,32.364567,-88.73149,0.2192896693208047
537,23.7233,114.6892,0.2205929822264175
344,34.2761,117.179,0.2208202046207456
1101,42.056383,25.59345,0.2257738132395174
881,51.468662,5.47235,0.227142350174645
763,46.17,1.87,0.2314193845782584
267,46.8028,130.2751,0.232693367095388
389,38.0058,114.4586,0.2329624106224583
1071,47.664361,9.169289,0.2346945464139792
20,41.8611,124.0436,0.2367219244953217
933,46.401944,13.011111,0.2369704830836144
223,39.3617,112.4575,0.2372771965546793
445,27.6253,113.8493,0.237489699580649
365,43.7783,125.245,0.2405844594504903
95,36.1856,113.0844,0.2415110004290312
495,28.1944,113.0014,0.242380791211752
924,49.544078,8.465281,0.2432379090037983
1120,50.94535924,3.15240159,0.2445440327683868
1378,42.474644,-70.97082,0.2464094957533217
901,48.68817,6.190431,0.2464127927397527
580,30.4519,114.8858,0.2494900387153572
768,50.429014,21.277367,0.2557310119715834
169,37.9251,102.6201,0.2615082442814008
312,31.3019,120.591,0.2634205597894619
476,46.7432,82.9994,0.2651181061833045
330,31.6219,120.275,0.2657551747907841
1426,30.848612,-85.60389,0.2672785376569921
1255,38.013332,-87.577225,0.268003317660926
211,41.5881,120.4318,0.2681536411883866
1330,40.92458,-75.06782,0.2695229000721539
1272,40.084515,-82.81558,0.2700580999716672
252,45.1214,124.8006,0.2719353252534213
927,54.88361,-1.406878,0.2720788616727049
922,47.649258,26.249011,0.2721757260438842
462,31.955,119.18,0.2723340683908772
1325,44.08747,-75.97316,0.2731226680832327
954,67.878588,21.062962,0.2738217725064907
427,30.6465,111.3549,0.2743067389201153
81,43.831,87.6432,0.2748607995462836
1441,31.188932,-85.423096,0.275170040860636
1133,49.07655,8.40666,0.2778124242205315
1305,46.0519,-89.654,0.2781502426716007
734,43.310833,-0.391111,0.2782334662312871
83,34.3731,109.2186,0.2783779017852936
987,49.052284,8.253538,0.2799481135751427
498,34.7178,113.7329,0.2802297861035202
371,43.8447,125.3863,0.2827401080534847
268,30.6764,104.1419,0.2835890863683359
1349,43.1818,-87.901,0.2844707304484884
739,49.357861,6.73354,0.2855179290566865
196,38.2911,109.7456,0.28559904562134
77,40.7677,120.8695,0.2860953277745111
170,35.5461,106.6692,0.2879282629919708
338,31.3708,120.641,0.2885154271170038
278,39.5111,116.6708,0.2893064845705175
349,45.7258,126.6411,0.2893111783350447
177,39.4467,76.0072,0.2895570192546579
882,51.60308,4.781016,0.2896689052156744
347,32.0745,118.7794,0.2901989914921505
745,40.41666666,-0.24916666,0.2907778095068908
8,44.5963,129.5904,0.2913373139318756
414,26.585,101.7169,0.2929563243092699
802,49.119442,6.180833,0.2936658618675967
1396,34.015434,-84.60742,0.2940300567409494
784,55.072222,24.283894,0.2953794292624511
746,42.14326062,2.510206967,0.2981237180373124
1117,51.0612777,3.77526239,0.29893141830485
326,45.7319,126.685,0.2998732117224507
851,43.126475,25.691211,0.3005393174874492
1219,47.60472222,15.67305556,0.3018800178913204
128,36.1937,117.1437,0.3037089906764404
804,48.124711,17.125496,0.3055888239248155
1345,41.97639,-72.388054,0.308269077200026
26,41.0879,121.1115,0.3100495430127999
947,48.33472,16.729445,0.3115552026359398
813,47.04735,16.07905,0.3148958206472091
1327,40.8679,-73.87809,0.315243707591001
532,27.725,111.9975,0.3153216481166201
1058,46.064275,23.563517,0.315982427855988
1252,42.416637,-83.90218,0.3163585272841678
764,45.869995,1.31,0.3182963993310904
611,36.5482,104.1465,0.3189690634583635
929,51.897598,14.057064,0.3201317864631159
887,52.039023,4.359376,0.3209538816404423
1339,38.8577,-77.05922,0.3218042949505486
1175,46.329586,-0.458889,0.321883199653323
969,51.453459,6.86505,0.3226808854533595
941,47.04027778,14.330725,0.3257920032892526
335,34.2778,117.2933,0.3268284567450821
583,41.7347,123.2444,0.3308807282489325
114,37.4674,116.3032,0.331134704432816
678,50.836389,19.130111,0.3318319423402406
456,29.7178,118.327,0.3348871889721592
968,50.889871,6.985074,0.3352757458016878
405,28.7562,104.639,0.3376440833263118
1218,51.028931,7.004976,0.3377688123171618
854,42.666508,23.400164,0.3377895828794713
39,35.8735,120.0405,0.3390007169579105
609,23.7256,109.2203,0.340256940988412
380,38.8639,115.5086,0.3434871518694031
1247,35.0608,-83.4306,0.344210588744871
849,47.676111,17.649736,0.3454311332614683
1063,48.326013,10.903051,0.3464692118236673
247,30.9412,117.8177,0.3482166397483853
1377,43.97462,-70.12461,0.3484047697908136
430,29.3578,113.1094,0.3485417006389089
1281,35.76541,-82.264946,0.3488956380450438
1435,41.49212,-81.67845,0.3527990940157313
1314,30.085262,-93.76134,0.3532940655751463
521,30.5944,114.3014,0.353869312035132
422,32.0023,118.7752,0.3555781999474224
718,41.096667,-8.555833,0.3584409937217452
1156,43.40444,-3.84194,0.3585549448926757
1102,50.010325,8.451527,0.3586847160636377
102,36.0783,111.5531,0.3602478875455139
1306,44.70735,-89.77192,0.363056752004192
1385,38.11515,-86.60325,0.3633356704727283
23,41.2864,123.7669,0.3637444117246861
485,31.0201,103.6202,0.3639682605194461
1207,38.748611,-9.148889,0.3650928827756203
679,48.899233,9.172792,0.3653388997763186
1308,42.5956,-87.88576,0.3663822580148496
812,47.27129,11.4169445,0.3665015075117334
769,41.47676936,2.088977264,0.3697009402838014
1226,46.586918,0.358583,0.3711309540149122
441,29.5102,106.5777,0.3725786828563222
324,40.8369,111.7516,0.3726179013449187
1342,29.583048,-95.01554,0.3728477569769214
474,30.2111,120.2072,0.3744229873573232
167,30.4742,114.9028,0.380506082362522
424,33.774,113.182,0.3807747077770744
134,32.9735,112.5003,0.384309872617843
1022,50.775482,3.12568,0.3873444694140528
419,30.3119,120.1197,0.3889177975920046
1284,32.535294,-93.74704,0.3905232523637104
429,36.0022,106.2792,0.3906774818691608
1408,40.3663,-80.6158,0.390778096246587
542,27.7569,111.9561,0.3933487418121444
774,47.40555556,15.36083333,0.3936604450419628
1050,46.522,6.63963,0.3954053936219088
787,49.50504,5.97694,0.3967493985855444
10,44.5462,129.6386,0.3983585116993527
511,26.8919,112.6006,0.3995560207384334
1403,29.939613,-89.92388,0.4011327668321416
1391,39.749027,-86.18627,0.4032253084304588
645,36.7019,119.12,0.4052747454984747
240,46.6528,126.964,0.4074335283627344
1362,41.265556,-75.84639,0.4075123231767834
744,43.34639,-4.06417,0.4078232566640664
1395,33.545277,-86.549164,0.4078569533279843
318,31.8403,117.1318,0.4091051489682368
480,27.5002,114.0997,0.4097420752113999
1244,34.09396,-80.9623,0.4111609446483075
406,30.1819,120.2697,0.4135124720368628
1310,45.2384,-86.994,0.4140237254229423
1410,29.68639,-95.29472,0.4147555045770322
