,lat,lon,EVI2_Onset_Greenness_Maximum_1_o3_r
398,29.7166,106.6205,-0.2096276726029036
411,31.2071,121.577,-0.2080097312968769
1329,32.726658,-103.12292,-0.2051929727011738
1127,45.5966,7.76643,-0.2048908076745797
584,41.7173,125.9358,-0.2045260234991654
1280,41.420883,-82.095726,-0.2039708583745239
88,34.3474,108.935,-0.2033714916601711
473,26.6272,118.1756,-0.2026404364413146
846,47.105278,17.556667,-0.2025451678872005
1087,50.383217,8.060998,-0.2024032973345998
1256,39.48599,-87.40131,-0.2018046136776169
1220,43.25811,-2.97344,-0.2012902580151852
1297,48.5103,-113.99681,-0.1991766665271475
1341,29.625557,-95.26722,-0.1990001645691791
1451,33.9828,-111.79871,-0.198279233912233
76,40.7514,120.8392,-0.1978512279434687
470,26.2714,117.635,-0.1961941023435121
660,36.1851,120.3905,-0.1959862049946632
578,39.1067,117.1941,-0.1943568671580549
927,54.88361,-1.406878,-0.1937739131907652
992,47.538193,6.868361,-0.1924024873559223
1361,41.44278,-75.623055,-0.1908106531494921
1332,35.9138,-81.191,-0.1907689885041174
1407,41.965195,-87.87627,-0.1898559782473907
227,37.7067,112.7249,-0.1893630366172422
166,31.0386,112.2213,-0.1870590051310646
1410,29.68639,-95.29472,-0.1868020837108279
214,46.0656,122.0392,-0.1866970409772008
1262,36.085506,-83.76481,-0.1865103008423954
587,31.9996,118.7356,-0.1857985769826938
493,31.9037,102.224,-0.1857950367766372
408,27.0968,115.0093,-0.1849901140160313
1404,39.99139,-75.08083,-0.1843558163652902
1102,50.010325,8.451527,-0.1843530114459003
1166,41.04,21.3564,-0.1787766465895277
887,52.039023,4.359376,-0.1779320616154972
1303,33.588547,-84.06961,-0.1772507310734086
689,43.25055555,-2.155,-0.1771312398455229
449,31.155,120.636,-0.175986443062226
41,35.0697,109.0697,-0.1759261711357473
784,55.072222,24.283894,-0.1750366411194864
315,31.8571,117.25,-0.1748025624161141
952,46.951,7.44087,-0.1739841120834338
613,30.7525,120.7846,-0.1736989646975583
378,43.9166,125.3325,-0.1714784785302303
490,36.864,118.78,-0.1705700535553391
1394,33.553055,-86.815,-0.1681184090505547
443,49.2261,119.7594,-0.1679975152852791
1396,34.015434,-84.60742,-0.1677880367992889
256,45.3001,130.9762,-0.1658580225790682
452,24.5058,118.0936,-0.164084011017468
775,46.06554495,14.51272032,-0.1632616298894718
1269,44.351696,-68.22698,-0.1607417466692474
544,39.7443,98.5061,-0.1600999739074666
661,35.4828,112.8271,-0.1560451356832895
1281,35.76541,-82.264946,-0.1553502903633832
1055,49.73244858,13.40228081,-0.1542681552637766
895,47.64892,-2.76399,-0.1531625581110732
179,44.3075,86.0697,-0.1519382940024879
1097,51.05833172,3.729298172,-0.1512725019549739
185,31.6908,113.3833,-0.151070915216556
471,29.7091,106.4522,-0.1507025680375134
7,44.561,129.61,-0.1506868884943867
835,48.39167,13.67085,-0.1493176059091924
696,49.91351318,14.7826252,-0.1463973074699454
1424,42.27807,-85.54189,-0.1461157226438227
1446,43.670834,-110.59947,-0.1439570752435483
1027,49.90167,2.304597,-0.1434443305924915
1298,64.84569,-147.72742,-0.1423320630807694
571,25.0492,101.538,-0.1418592801773882
322,36.6114,116.9862,-0.1378429844744976
274,38.3254,116.8584,-0.1367502501355646
681,48.847917,10.096292,-0.1367204304152745
541,27.7044,111.9892,-0.1358894857981936
1253,48.41252,-92.82922,-0.1357392768670632
245,32.633,116.8281,-0.1353928943736739
325,33.5981,119.036,-0.1353198096732216
729,46.072224,5.820833,-0.1349670319278027
181,34.5538,105.8945,-0.1344036678102516
831,45.148333,9.940278,-0.1338403807298805
912,50.04613113,14.33141327,-0.1324603430958301
1377,43.97462,-70.12461,-0.1316030028326636
798,42.404687,12.857794,-0.1313342192761815
705,45.5588,8.0564,-0.1304048208421419
972,46.934128,26.38925,-0.1303162689764309
933,46.401944,13.011111,-0.1298083551833366
1284,32.535294,-93.74704,-0.1297218108632794
10,44.5462,129.6386,-0.1296965083761923
750,43.2757,-5.596,-0.1291560814509767
1399,32.362606,-88.27799,-0.1268335256968582
129,36.2017,117.0885,-0.1260662446248624
104,36.0714,111.5028,-0.1245603220293409
531,29.5822,105.0406,-0.1244301704073485
37,41.7166,86.1972,-0.1240741188966872
672,52.420319,16.877289,-0.1235313769032639
458,31.381,120.999,-0.1226993420055896
1021,45.89,0.9,-0.120974030923669
1085,46.541047,24.559642,-0.1191793249089381
420,28.1136,116.9822,-0.1165153247091397
416,28.2264,117.0222,-0.114853735739373
255,45.6077,122.7911,-0.1147714206342415
516,27.5342,109.9781,-0.1140463876232614
742,45.871406,22.908594,-0.1134928374566882
515,26.8956,112.6211,-0.1133748151245298
1325,44.08747,-75.97316,-0.113156278858255
807,47.410164,9.653713,-0.1127649745765025
450,37.197,122.038,-0.1089582350264821
1352,31.893913,-106.42583,-0.1083174174943954
763,46.17,1.87,-0.1083009444649
1363,35.96497,-84.22317,-0.1066460739478705
650,28.7728,104.6201,-0.1063710816579067
1117,51.0612777,3.77526239,-0.1062519914537107
1250,44.18089,-85.73898,-0.1061067026529295
617,39.0845,117.1589,-0.1060230148135745
1285,30.700895,-91.05607,-0.1055546171485664
553,24.8978,118.5972,-0.1042590373088899
142,32.395,111.0419,-0.1039240452126287
1056,43.1788,-6.5527,-0.1033441400809932
1296,43.4351,-89.67979,-0.1017012766491265
72,40.1461,124.3933,-0.1007823776256674
1301,34.785217,-84.62643,-0.1004122643627171
747,46.671307,5.556806,-0.097260242425436
52,30.3197,112.2494,-0.0965899699151079
1257,41.182465,-81.33048,-0.0962663157182098
741,59.4944458,25.9305687,-0.0961149413059734
1379,32.50996,-92.046196,-0.0954012859956989
1089,48.12027778,14.878333,-0.0922422505661518
944,47.04472222,15.15277778,-0.0921260272570624
345,34.2384,117.1918,-0.0910325838687329
395,39.1082,117.237,-0.090742829612901
2,43.8306,126.555,-0.0892613888529369
806,47.128863,10.034324,-0.0892199217472268
291,37.8195,112.57,-0.0882891653514376
1343,41.78472,-72.63167,-0.0869676252529157
918,48.904228,11.948795,-0.0857946857445123
1048,43.5589,-5.9275,-0.0852024973680029
907,49.40159607,15.6102457,-0.0850398719178381
1274,41.53694,-81.45887,-0.0843956542202519
225,37.6945,112.7532,-0.0836609209376952
1153,41.63528,-0.89361,-0.0833189184970582
307,30.6189,114.282,-0.0831774504434108
14,31.6837,118.5092,-0.0831457621243053
1246,33.342224,-81.788734,-0.0823751805849052
812,47.27129,11.4169445,-0.0815182957323402
107,37.8486,113.5819,-0.0775907971739535
1414,40.046665,-76.28333,-0.0738804147899788
127,36.7023,119.1437,-0.0738793995839583
936,50.85780611,4.288706017,-0.0738331237432635
623,33.5828,114.0138,-0.0732430506929288
1337,38.20087,-77.37742,-0.0729953369447768
1439,39.310833,-76.47444,-0.0717424353750213
1071,47.664361,9.169289,-0.0681069410286027
839,48.247222,20.616403,-0.0665633738634991
435,29.355,113.2117,-0.0665408843793528
122,36.8194,118.3092,-0.0659962944709537
207,41.1953,123.2,-0.0659666261833278
711,49.04781723,18.00782776,-0.0640975339115471
637,36.913,121.531,-0.0634811860928308
1035,41.554167,14.674722,-0.0625663412543588
1111,47.47706,11.05722,-0.0608882887639145
1032,45.60222,9.27611,-0.0608453005795349
93,34.9976,118.2794,-0.0603504584259923
1239,45.248889,10.299444,-0.0597481291439775
17,41.0821,123.022,-0.059494577568248
22,43.8622,126.54,-0.059004798810481
62,30.7236,103.9728,-0.0583790776664388
63,41.1196,123.044,-0.0576761975389962
261,46.6191,131.1652,-0.0575781352594437
341,34.5885,119.176,-0.055260700204359
1031,45.226667,11.665833,-0.0547732249922032
125,37.5639,121.2514,-0.0547027444106925
1438,35.206112,-111.65278,-0.0542887317827226
1172,46.162556,-1.153603,-0.0529056927978422
562,22.2281,113.299,-0.0508214670065302
1109,54.334944,-0.80855,-0.0507788319156852
96,35.2464,115.4208,-0.0494471386476008
1266,36.0388,-85.7331,-0.0485091557860684
489,36.881,118.746,-0.046998735874281
101,36.2125,113.0886,-0.0467934036511077
1317,42.060284,-87.86323,-0.0466365428291796
959,47.513333,21.624444,-0.0466146566019924
269,39.6973,106.8174,-0.0444617290415605
1174,52.077148,4.289185,-0.0437605054015817
335,34.2778,117.2933,-0.043558667645409
1026,43.623608,1.438531,-0.0415643335358554
908,49.73508453,16.03419685,-0.0413603194808087
727,47.651725,23.570508,-0.0412263383376046
913,50.08148193,14.4426918,-0.0406815756535962
795,48.2702,16.2972,-0.0377873889689388
363,40.8062,111.7276,-0.0364095195683585
1333,40.06483,-74.44405,-0.0355440450780906
265,47.7412,128.9102,-0.0343835500634351
64,40.6821,109.8538,-0.0342626114478178
1014,50.32276,3.39593,-0.0305173877693014
1328,41.05192,-73.76366,-0.0289425993211557
1005,44.7037,8.0333,-0.0277000112910168
1270,41.515053,-81.24991,-0.0268096522152691
739,49.357861,6.73354,-0.0264767456704418
130,32.1195,114.0775,-0.0261161357091417
1311,40.712776,-81.598335,-0.0259812911427208
423,32.0754,118.7997,-0.025668828539839
119,37.393,117.9776,-0.0248334328831943
1006,51.27399,1.098061,-0.0247296082316185
1036,51.360755,9.271233,-0.0211119524663844
157,31.7905,116.4996,-0.0207372061081943
1427,39.52508,-119.80772,-0.0196973810073825
1365,41.61524,-71.72,-0.0190464792634531
383,39.9611,116.2878,-0.0178041943811459
679,48.899233,9.172792,-0.0175742523537118
153,32.8929,115.8277,-0.0163510213236759
624,35.878,120.005,-0.0152761878578085
590,37.9844,106.2025,-0.0151187469975323
805,46.05184,11.45389,-0.013674950243312
1165,43.0819,-1.9127,-0.0133568372747153
822,41.99917,21.44084,-0.0129913692780374
118,37.3803,118.0062,-0.0116341567055047
1202,42.284,21.2738,-0.0113281191185593
1181,50.30886,2.807369,-0.0109390870894992
994,49.872303,8.664619,-0.0101754079707893
1066,45.263142,27.969506,-0.0079091302720666
1436,28.332226,-82.30564,-0.0076598135987387
224,39.3197,112.4258,-0.005791046530912
1118,50.65844442,5.627835291,-0.0057473477147284
855,42.142889,24.765239,-0.003372119549114
461,32.6524,117.0067,-0.0032870835150881
1275,41.55523,-81.57526,-0.0030045980549943
141,30.2092,115.0307,-0.002488511823429
856,42.680558,23.296786,-0.0013018974225521
428,30.7819,111.3275,0.002305522795568
896,43.1804,-2.2682,0.0024774126393843
733,48.051117,7.011114,0.0030253984571486
148,33.5698,114.0261,0.0051241655604656
405,28.7562,104.639,0.0054043289878729
66,39.8129,110.0023,0.0096379281962917
260,47.3382,130.1097,0.0103175268130399
513,25.0992,104.8811,0.0104130918748147
102,36.0783,111.5531,0.0105995318796026
492,26.3108,117.7275,0.0115434906172787
1362,41.265556,-75.84639,0.0119420650611094
283,33.6067,118.989,0.0122691939165647
752,45.3189,8.4024,0.0123150758918173
36,34.493,109.4636,0.0131512153841658
1387,33.317142,-86.82575,0.0140617790953476
878,43.293137,5.574184,0.0147351479313994
652,37.374,120.399,0.0147723961022711
857,47.430833,19.184175,0.0159022880899295
448,31.172,120.658,0.0162024471060826
572,38.4418,106.2266,0.0166543890644992
1418,45.49664,-122.602875,0.0170457701561767
31,34.3017,107.0708,0.0181982103998351
725,49.02134,1.148319,0.0183561590680641
1279,39.9428,-81.3373,0.0187178475342966
1046,40.33639,-1.10667,0.0205620665994924
1261,35.63348,-83.941605,0.0207319883373634
1175,46.329586,-0.458889,0.0230220539824545
686,48.610363,7.781631,0.0230664246330785
1323,43.14618,-77.54817,0.0231352857402937
479,27.7019,106.9242,0.0238849096958428
1138,52.401352,13.059945,0.0254337876846275
257,45.3039,130.9429,0.0267555849570822
94,35.0888,118.3956,0.0288302028409348
570,27.9939,120.6748,0.0329447192097788
735,45.475327,4.515003,0.0341743010188967
852,42.432356,25.637389,0.0365994621814249
1324,40.283092,-74.742615,0.0367732238742864
1050,46.522,6.63963,0.0386288947143794
532,27.725,111.9975,0.0394330506544528
874,45.60822,5.270872,0.0394436787113492
817,47.8055556,13.043333,0.040602736332033
19,41.8822,123.9161,0.0409224411524255
1022,50.775482,3.12568,0.0411906605894503
365,43.7783,125.245,0.0441141406352494
808,48.782852,20.987197,0.0445468293402357
872,50.654066,10.769534,0.045711222965042
382,39.9295,116.3392,0.0480917351757581
612,24.6947,108.0497,0.0491617981948206
116,37.4451,116.2991,0.0492627289660259
201,30.5119,117.0331,0.0514183437290054
1384,42.334984,-89.03777,0.053470044868891
916,48.397079,10.008293,0.0543120613641011
1292,35.320107,-97.4841,0.0560396818284655
360,40.7612,111.717,0.0569528265984821
386,40.217,116.2296,0.0573076408808282
943,47.05917,15.016667,0.0573583789924765
937,57.8634,11.9216,0.0587615563985547
131,33.6128,114.6613,0.0591354923939024
956,44.9513,7.6362,0.0592122669080241
1,41.1442,123.0485,0.0615719731617692
99,40.0844,113.2711,0.0616138120687671
1029,42.53417,12.52194,0.063677498495415
497,28.2597,112.9792,0.0639323465185321
338,31.3708,120.641,0.0682718376335128
356,41.8411,123.5903,0.0683070801910254
203,43.9311,116.0781,0.0686214808464711
796,48.1061111,15.91944444,0.0686241326810709
984,54.09323,10.240596,0.0691433945465077
258,47.3416,130.2537,0.0701447890371364
1338,38.48123,-77.3704,0.0702417525088782
1444,45.25928,-122.58815,0.0712878941225499
1374,42.19438,-72.555115,0.0715121143016158
526,27.8851,102.2685,0.0722840859255516
675,48.962223,4.36,0.073477065697695
646,36.6331,117.9592,0.0735507107295687
761,47.751475,23.605325,0.075477160124413
154,32.8605,115.8554,0.0759107938600548
187,32.4287,105.8628,0.0771195845420036
358,41.6989,123.4231,0.0783131870969028
439,29.1217,110.5319,0.0788765062404171
1141,49.672507,9.001981,0.0801970787157518
769,41.47676936,2.088977264,0.0805956656973745
1322,40.816,-73.902,0.0814847201315146
845,47.561944,18.960008,0.0838661895442231
1244,34.09396,-80.9623,0.0839884167663837
1268,40.026035,-82.433,0.0842619485933321
786,46.80138889,13.49388889,0.0845782136568275
114,37.4674,116.3032,0.0852244032891194
834,48.257474,13.03923,0.0854862313135022
1101,42.056383,25.59345,0.0858244309930668
811,43.39873,6.075611,0.0860226715607627
1137,44.82112,20.459113,0.0869518547482971
1090,50.221941,8.446079,0.0871320974097679
204,38.8411,105.6985,0.0889774682174814
1125,47.565439,14.244676,0.0892963644905962
1291,39.9878,-79.2515,0.0909898704690453
859,43.305286,5.394716,0.091808236516219
247,30.9412,117.8177,0.0920339940792658
1454,39.96528,-76.69945,0.0925489371801036
1282,35.500103,-82.59986,0.0942988856017691
266,48.471,129.5029,0.0943802269159444
836,44.79361,10.33167,0.0968216804887035
1287,36.109005,-79.802315,0.0970672285703836
178,44.2967,86.0497,0.0975696107055279
294,30.7478,120.726,0.0978898079416628
103,37.4236,122.1214,0.0993416486420352
1409,43.54792,-96.70077,0.1004469647927928
1355,39.80933,-80.26567,0.1009625938209235
522,36.1758,117.1089,0.1023182514775781
507,27.2272,111.4328,0.1031157026359439
746,42.14326062,2.510206967,0.1032688717544982
83,34.3731,109.2186,0.1041789032530166
1252,42.416637,-83.90218,0.1044631313949463
1326,42.68075,-73.75733,0.1049794397609012
942,45.55879167,18.69876944,0.1059337110309335
1161,50.876983,18.416878,0.1077096257818968
421,27.8246,114.9231,0.1094071221316399
1306,44.70735,-89.77192,0.1126275218148568
446,27.6434,113.8385,0.1141051694861691
756,43.16832,-2.63794,0.1148283301557242
184,30.1256,104.6296,0.1154039885059582
281,37.8873,112.5139,0.1161460558530587
699,49.45165634,17.45415878,0.116775849783799
1265,35.233475,-85.18158,0.1171623640628297
662,35.4887,112.8508,0.1179687565095619
724,43.32074,-3.11272,0.118105618789846
1383,39.117218,-94.635605,0.119145823131165
694,54.124819,22.038056,0.1191908199222722
1194,49.18742,6.910867,0.1194429080576064
1234,50.44914,2.9,0.1197259403047968
853,41.694342,24.738078,0.1197293558497538
1059,48.18169,11.46445,0.1202752919221783
821,45.1758,7.5602,0.1207256823468737
800,45.655,10.20083,0.1208883877047451
971,49.438464,12.548869,0.1221485545056756
440,29.3547,110.5594,0.1227779185568277
540,28.2558,109.6414,0.1238591706829753
97,35.2375,115.4747,0.1254290353612545
1045,41.932892,12.506947,0.1277076683642206
701,46.13167,9.56639,0.1282048237260523
1169,45.84299,13.54308,0.1284174745726811
456,29.7178,118.327,0.1296519696346231
656,36.0822,111.5169,0.1308363497140944
135,32.9692,112.548,0.1316306802899981
189,31.1986,107.5082,0.1324570105555662
377,43.9027,125.2863,0.1374980104472702
176,41.1551,80.2613,0.1406128014441611
988,47.34414,0.653778,0.1423017932787058
1112,44.92467,10.5172,0.1431449039425799
1314,30.085262,-93.76134,0.1435345092296077
1179,46.555842,26.926942,0.1435754008839307
1339,38.8577,-77.05922,0.1439723745601712
981,50.731478,13.75145,0.1444767063534269
45,34.7781,114.3389,0.1449676103672031
186,30.2981,109.4978,0.1453531682389545
639,33.3942,120.156,0.1473956665297872
481,27.8403,112.9118,0.1476366413374604
1019,52.437165,-1.829999,0.1477161572406096
782,42.157856,11.908954,0.1489934085876304
862,51.921389,4.401389,0.1491479316892638
985,49.351124,8.423,0.1496528067090302
277,39.5269,116.7244,0.15037812207198
1295,41.6175,-87.199165,0.151610173586391
1140,50.68352509,14.04119492,0.1546662325210048
680,44.9089,8.2055,0.1564587371561531
1440,47.5525,-122.06472,0.1567063542249327
941,47.04027778,14.330725,0.1567181977885365
1318,42.04915,-88.273026,0.1587489046579151
161,35.7511,114.2956,0.1593137787769347
785,60.608299,15.6294,0.1594373776746728
566,28.0089,120.634,0.1601128646688124
106,37.8731,113.4894,0.1610131170846106
48,33.742,113.3257,0.1617558790708794
374,43.8805,125.3297,0.1620781135448671
663,31.6449,118.5024,0.1627986046014057
1229,47.3815,8.56592,0.1647225481512607
732,45.9225,6.87,0.1664421234720161
44,36.0681,114.361,0.1665926526300863
1038,45.696736,27.211622,0.166743223235175
1264,35.10264,-85.16219,0.16678022779795
1267,35.85611,-78.574165,0.1679182629318311
964,49.300731,8.700103,0.1683150416007353
1453,32.41281,-86.2634,0.1694317079919522
370,43.8325,125.1761,0.1730058046058256
1078,41.03028,21.33667,0.1752162962708312
237,50.2341,127.5144,0.1765732632722947
736,49.254344,6.867744,0.1766602131354906
502,28.1322,113.0178,0.1774045026391965
1023,47.44739,-0.550067,0.1777842507708779
1148,45.1619,5.7356,0.1781035221366537
1360,40.107224,-74.882225,0.1788811670493511
767,44.013056,12.42,0.1796353565339706
963,49.462229,11.0248,0.179948250689097
462,31.955,119.18,0.1802382215824995
172,42.9418,89.1904,0.1805603503036963
604,25.8481,114.9461,0.1807614423521896
1371,27.189215,-81.34035,0.1808794303664352
147,30.9891,112.1969,0.1813779321790417
1222,49.23074,7.003174,0.1821574326594665
220,35.4936,112.8318,0.1827762466877728
1351,29.733727,-95.25759,0.1836313213512827
827,45.193889,9.164722,0.1848727494221629
997,55.862281,-3.205782,0.1882932893367087
272,37.0886,114.4704,0.1901959186211032
1443,39.399837,-119.73961,0.1906431595894643
98,40.0917,113.3444,0.192908808007356
901,48.68817,6.190431,0.1937951768590823
1385,38.11515,-86.60325,0.1939090269826587
1070,48.889039,8.665536,0.1941077567930106
85,34.2629,108.993,0.1957248438742355
546,30.9285,113.9153,0.1971983358347505
1271,40.0877,-82.95977,0.1974744229882593
111,42.2554,118.8788,0.2016614857943729
894,50.159406,19.477464,0.201733718499891
1302,37.1655,-78.3069,0.2039847723730304
588,35.5934,104.6194,0.2044714336734994
4,47.3386,123.9488,0.2052972052026683
1073,48.507703,9.051178,0.2081738474205764
437,27.9153,113.0048,0.2084790477873739
642,24.7733,113.5824,0.2086746649929434
1288,30.229652,-90.96563,0.2088848866711855
1084,52.25534,8.05286,0.2094222355609364
1276,38.81194,-76.74417,0.2103262716642389
430,29.3578,113.1094,0.2113502250833422
1114,51.45258,0.070766,0.2129481756797891
523,29.9775,102.9905,0.213188639900525
900,66.3217,29.40157,0.213715088110164
418,28.2642,117.0564,0.2157850286567664
919,48.376576,10.88837,0.2162794256518334
1437,29.823318,-94.98379,0.2165680918368784
710,49.23290634,17.66717529,0.217856347422713
938,56.672901,12.8576,0.2188955754687045
1025,40.67354965,22.89343834,0.2193900185107296
115,34.7837,117.2852,0.2198852470832861
34,34.3622,107.2386,0.2206629617460738
69,40.6655,122.167,0.2212250329711553
737,49.233464,6.987601,0.2213542522003114
1309,45.56498,-88.80859,0.2217851418940216
1237,41.9356664,2.238568301,0.2232989512429325
580,30.4519,114.8858,0.2243518242300705
1068,47.145014,23.877389,0.2246442271446342
215,40.761,107.4212,0.2276810479350209
173,42.9559,89.1673,0.2280886751169466
211,41.5881,120.4318,0.2292235670371324
1358,40.24699,-76.846985,0.2312709504612849
39,35.8735,120.0405,0.2316864919164112
80,40.6532,109.8756,0.2321203768194993
1074,43.5512,-5.9197,0.2332956077735552
486,45.6094,84.895,0.2334135067912829
718,41.096667,-8.555833,0.2336200636316517
581,42.0353,119.2658,0.2344737330844542
234,42.8845,125.1358,0.2355420561120826
547,44.5782,129.6115,0.2358197371690167
511,26.8919,112.6006,0.2359520570757538
160,35.9019,114.17,0.236299901033374
520,30.1506,104.6356,0.2377067269591976
140,30.2019,114.8988,0.237992478404042
149,33.5698,114.0055,0.2384036594530075
1392,38.71085,-90.47606,0.2390145398395773
333,45.7478,126.593,0.2390168508459388
1403,29.939613,-89.92388,0.2414913184762235
552,28.6542,121.419,0.2416687910757502
560,34.343,106.0055,0.2417854714865805
1079,41.91614,0.191101,0.2425127711624078
11,46.408,124.902,0.2429769870812005
1120,50.94535924,3.15240159,0.2437402711637709
953,45.69802778,18.83463889,0.2463173367478946
1356,39.96111,-77.475555,0.2464830572969856
1307,43.7775,-91.2269,0.2529813649922994
284,33.5039,119.135,0.2535806803819201
641,24.7791,113.6735,0.2542460054630504
506,27.7344,109.1839,0.2547207583914416
250,50.2524,127.4833,0.2568241728874545
928,51.5645,14.3764,0.2568451962125483
1400,30.439722,-84.34639,0.2587884129825359
1289,35.379166,-82.7925,0.2600235541234895
177,39.4467,76.0072,0.2610231001901236
818,45.772167,3.0875,0.2621487107535098
1099,57.810833,15.564736,0.262882565297271
312,31.3019,120.591,0.263485336716633
457,36.253,120.014,0.2638772043995825
797,46.7675,15.956111,0.2645085502489236
74,41.1489,122.0303,0.2645884549442569
132,33.6347,114.6758,0.2647335671510818
280,40.9763,117.9392,0.2672709272227177
136,34.4045,115.6458,0.26929453727941
819,45.6642,8.1598,0.2719689933973537
209,42.3022,123.8139,0.2728101334632756
703,50.02403641,15.76354885,0.2735816221122092
884,59.20243,9.4871,0.2736742060201424
263,46.5656,131.12,0.2763452031807084
79,35.0532,118.3429,0.2766306448541897
1028,44.39703,8.20604,0.2781007612159127
1052,57.70902,11.970241,0.2788070511408634
1207,38.748611,-9.148889,0.2802097509957094
829,46.143173,-0.396042,0.2816912228737122
1342,29.583048,-95.01554,0.2832683683448858
334,31.2284,121.533,0.2835576418973722
289,30.4183,120.3019,0.2850622599264578
764,45.869995,1.31,0.2857157323983937
556,29.5698,115.9773,0.2859613461429696
1000,48.021657,12.538174,0.2869970509671719
42,34.6258,112.4267,0.28888525386414
849,47.676111,17.649736,0.2906329019262734
1086,50.13577,8.92157,0.2915891093786826
196,38.2911,109.7456,0.2926870668604858
329,31.3008,121.467,0.294254988332351
1108,40.3419,-3.8337,0.2963700510569111
1354,40.814182,-79.56475,0.2968800921732287
1251,35.59095,-78.4622,0.2976983675617217
339,32.0005,120.86,0.2987739321590676
1083,40.314518,-3.716868,0.3002049634498636
361,32.4625,119.9189,0.3004979132921487
743,58.370556,26.734722,0.307890039282325
385,40.3275,116.6275,0.3104160701960498
304,36.6116,114.5302,0.3122716562796519
620,27.7314,112.0194,0.3123711567678171
1145,50.42864609,14.91385937,0.3139919461452461
1441,31.188932,-85.423096,0.3147858376151425
152,32.2786,118.3244,0.3161348369947614
236,32.8977,117.3145,0.3175086428773424
1421,39.46048,-76.633545,0.3199923313188008
961,50.79664963,4.358623958,0.3251277742200895
745,40.41666666,-0.24916666,0.3263038176335777
275,38.2991,116.8842,0.3267980096744311
3,47.3636,123.9305,0.3271961471859317
965,45.59667,5.918611,0.3282379102685079
1260,32.82006,-96.860115,0.3309705604784646
330,31.6219,120.275,0.3313435621677042
487,46.098,85.6979,0.3314460647819373
801,45.463333,10.480833,0.3327153840590073
771,43.3583,-5.8664,0.3327942434432532
614,32.1873,119.4424,0.3329014521950907
677,43.2561,-5.7759,0.332957514721403
251,46.7975,130.3258,0.3346060306391962
278,39.5111,116.6708,0.3354545398173075
478,27.72,106.9178,0.3357303563390272
1016,42.42212,12.109196,0.3369728532027131
594,34.6972,119.3581,0.3370757405696024
1168,43.79306,11.09778,0.3381988954135119
873,55.39638901,10.38917255,0.3398680805879933
645,36.7019,119.12,0.3401246771938844
1224,53.74878,-0.341222,0.3407954589401732
331,31.5475,120.354,0.3412805276063797
886,53.246535,6.608937,0.3426233727126182
714,53.134088,17.995712,0.3443337501852617
1242,35.2318,-77.5669,0.3452938062684854
1412,29.901035,-95.32613,0.3461146451864289
326,45.7319,126.685,0.3506736898041155
425,29.9572,121.713,0.350752115669251
713,53.028647,18.666103,0.3536728063679319
1373,38.45934,-82.64041,0.3545695059939112
454,29.6963,118.2903,0.3559145209848508
202,41.2991,123.149,0.3569156418516863
1186,44.564972,27.366081,0.3572574962264177
503,26.2331,111.6236,0.357579836744637
922,47.649258,26.249011,0.3582107210720691
124,35.4209,119.471,0.3583616907585787
1144,42.58194,12.62361,0.3602003175904648
267,46.8028,130.2751,0.3612634349837839
239,46.6365,126.9785,0.3623351589129782
1133,49.07655,8.40666,0.3626979739458126
376,43.8463,125.2841,0.3643692112865633
1349,43.1818,-87.901,0.3654872047586525
15,43.8245,126.5052,0.3661826695415088
453,26.567,101.7227,0.3673352929541394
288,30.2692,120.1903,0.3688718695645787
262,46.6554,131.1524,0.3701386844938988
1449,27.946688,-82.731766,0.3708957488270875
38,36.6868,117.532,0.3710372204408531
372,38.8661,121.5213,0.3717989320734132
728,49.442356,1.093789,0.3718293512229665
476,46.7432,82.9994,0.3730406575186454
962,45.957778,12.618611,0.3742367675796946
12,46.586,125.153,0.3761216587134919
1103,47.4029,8.6134,0.3775302638105181
55,31.4668,104.6697,0.3777254812484194
1435,41.49212,-81.67845,0.3795667388621264
860,43.28334,5.511384,0.3796589450817973
1126,49.079012,19.3025249,0.3798278217352124
441,29.5102,106.5777,0.3803329004557014
174,42.8172,93.5128,0.3812922450703408
776,46.651838,16.196777,0.3815084484961649
910,49.20272446,16.61628723,0.3851800286106933
1272,40.084515,-82.81558,0.3862629946737836
915,44.4122,8.1695,0.3864211646929719
1095,47.86194444,15.32194444,0.3889595212957031
802,49.119442,6.180833,0.3906940625348192
191,31.8896,102.2502,0.3946462419581004
328,31.1654,121.412,0.3969454844198341
1018,45.000278,9.009444,0.3995071971463201
904,50.78944397,14.08679867,0.4001826644625692
692,47.660056,9.485675,0.4023627289222896
156,31.7643,116.4738,0.4025049490465459
8,44.5963,129.5904,0.4042835886060584
1406,41.644066,-83.54616,0.4090688037375003
1345,41.97639,-72.388054,0.4110825896164461
1366,42.86183,-71.878624,0.4111661825801737
1378,42.474644,-70.97082,0.4117091615630829
833,47.71611111,13.63222222,0.4141267261821757
219,35.5051,112.85,0.4155895145264897
926,52.644169,13.483079,0.4162448765293769
1131,46.112775,24.22805,0.4166330833627508
1200,43.89555,25.956575,0.4174909375057077
40,32.1059,114.1099,0.4193792640213976
65,40.6288,109.8642,0.4217020114313979
366,45.7667,126.635,0.4229336816885288
1107,50.6134125,5.570222814,0.427337230603497
384,40.135,116.6636,0.4299153879988908
610,30.8955,120.0875,0.4304266454193517
1115,59.316007,18.057807,0.430826997564283
751,49.259552,2.474397,0.4321930100931687
608,27.5444,109.9453,0.4335976933892746
