,lat,lon,Date_Mid_Greenup_Phase_1_o3_r
720,47.3456,5.002377,-0.5473811975690388
131,33.6128,114.6613,-0.5462691720703032
466,31.4,119.46,-0.5444894038874427
1057,52.349703,13.424304,-0.5425164752255619
1322,40.816,-73.902,-0.5397786412581829
1228,46.9631,7.46252,-0.5362825995896185
739,49.357861,6.73354,-0.5358120797646121
992,47.538193,6.868361,-0.5341864237531828
51,30.7856,106.1064,-0.5328071179742898
1285,30.700895,-91.05607,-0.5322428100129815
296,40.8336,114.8883,-0.5309485129881613
191,31.8896,102.2502,-0.5305419590778665
300,34.81334,113.56746,-0.5296683182197661
695,49.50260925,18.53856087,-0.5291144670526707
994,49.872303,8.664619,-0.5276386067953434
490,36.864,118.78,-0.5276324741397637
226,39.9289,116.4174,-0.5267937087337969
465,31.737,119.579,-0.5256016645629402
232,37.5211,111.1406,-0.5238780917988146
321,36.6133,114.484,-0.5238720957941412
686,48.610363,7.781631,-0.5212694102604961
1331,41.058617,-74.25555,-0.5189269284532231
799,47.09436111,15.41511111,-0.5170118860648287
609,23.7256,109.2203,-0.515769975444122
1241,35.507225,-82.96362,-0.5154997260395976
1306,44.70735,-89.77192,-0.513936349242498
283,33.6067,118.989,-0.5115583485944477
414,26.585,101.7169,-0.5112459121521176
894,50.159406,19.477464,-0.5097507902352479
1029,42.53417,12.52194,-0.5092182776527188
332,45.6842,126.6206,-0.5090344963387426
491,43.941,81.3364,-0.5060708548696542
340,32.02,120.87,-0.5044545879165341
133,32.9917,112.5192,-0.5029801579202371
1006,51.27399,1.098061,-0.5011171523431164
86,34.2173,108.9356,-0.5009726214628651
1027,49.90167,2.304597,-0.5002058104907082
154,32.8605,115.8554,-0.4990623643661342
751,49.259552,2.474397,-0.4988774808012781
253,47.3086,130.2684,-0.4986752873795748
8,44.5963,129.5904,-0.497059070408776
362,40.7866,111.5512,-0.4962878166479743
860,43.28334,5.511384,-0.4883312011711137
401,28.793,104.563,-0.4878793621908017
694,54.124819,22.038056,-0.4857950841187201
580,30.4519,114.8858,-0.4831400009245865
265,47.7412,128.9102,-0.4811239576314238
87,34.2322,108.8922,-0.4792799631257227
1452,40.27813,-105.54564,-0.478880112447352
1404,39.99139,-75.08083,-0.4783229210460833
512,25.0925,104.9022,-0.4771827081219709
1149,43.3094,-2.0109,-0.4739978579566629
1091,46.708333,14.891667,-0.4718471572478336
1221,43.4015,-5.8028,-0.4716600927782721
93,34.9976,118.2794,-0.4714242357251947
923,51.054558,12.141322,-0.4688955383216088
279,41.0026,117.9268,-0.4681233079414227
1050,46.522,6.63963,-0.468037921229926
419,30.3119,120.1197,-0.4669464871527904
983,41.947654,12.533667,-0.4664341035721255
1136,42.45639,14.23472,-0.4657704933159456
1103,47.4029,8.6134,-0.4655303122159823
1054,40.62984,-3.17159,-0.4641446795730184
1173,50.900317,5.986853,-0.4625241310978243
1312,32.364567,-88.73149,-0.461610328263951
1434,43.68578,-74.98538,-0.4612166409207852
797,46.7675,15.956111,-0.4608493337221144
463,31.909,120.237,-0.4607954136925518
1374,42.19438,-72.555115,-0.4607401727791586
244,46.8032,130.3648,-0.4606046556420078
522,36.1758,117.1089,-0.4600694410746223
23,41.2864,123.7669,-0.4593215854659025
973,49.446,7.7673,-0.4589177209417851
589,41.0385,113.1076,-0.4582651429782101
840,54.68611145,25.2108345,-0.4563710903146959
584,41.7173,125.9358,-0.4563007835219072
1405,43.577602,-116.178154,-0.4550920273907667
64,40.6821,109.8538,-0.4524809340798276
709,52.407578,20.955928,-0.451402474128277
387,39.6334,118.1725,-0.4490788385140249
966,51.406846,6.965589,-0.4483236146534386
433,32.0931,118.6414,-0.4482666177794265
679,48.899233,9.172792,-0.4467958092028753
874,45.60822,5.270872,-0.4465657803778181
820,48.753179,21.245046,-0.4440735267475407
74,41.1489,122.0303,-0.438355391861887
382,39.9295,116.3392,-0.4364108153840961
1126,49.079012,19.3025249,-0.4361677614173671
1399,32.362606,-88.27799,-0.4350714172976773
1291,39.9878,-79.2515,-0.4347370979880846
519,30.1383,104.6295,-0.4342730144582649
546,30.9285,113.9153,-0.434055190934384
344,34.2761,117.179,-0.4305274792342399
1443,39.399837,-119.73961,-0.4280508956656191
195,33.1138,107.0089,-0.4273091698385016
979,51.396095,12.234054,-0.4268964982552599
215,40.761,107.4212,-0.4262458469711843
1055,49.73244858,13.40228081,-0.4238569029698723
930,51.746848,14.33447,-0.4233270769235365
835,48.39167,13.67085,-0.4217265533971514
838,45.1391,7.0501,-0.421381994722657
1159,49.851334,3.284,-0.4196675805256025
754,49.744886,21.454617,-0.4193514564230093
916,48.397079,10.008293,-0.4163586036327082
302,30.558,114.2529,-0.4157697862128876
83,34.3731,109.2186,-0.4153290778276723
47,35.2127,113.2269,-0.4152767046296162
1090,50.221941,8.446079,-0.4146002202119389
