,lat,lon,EVI2_Growing_Season_Area_1_o3_r
822,41.99917,21.44084,-0.2489440501632666
1259,29.767998,-95.22058,-0.2473215142640336
1056,43.1788,-6.5527,-0.2460323639805806
553,24.8978,118.5972,-0.2459261205651724
667,26.6027,106.7109,-0.2442210958253518
1291,39.9878,-79.2515,-0.2421297562824504
49,33.737,113.2919,-0.2413698273857889
52,30.3197,112.2494,-0.2410686453589017
487,46.098,85.6979,-0.2406978090986805
192,33.8715,109.9154,-0.239837669894446
888,46.58389,0.345556,-0.2396800675515377
370,43.8325,125.1761,-0.2395133039003187
1389,39.40745,-94.26537,-0.2386018989773127
1153,41.63528,-0.89361,-0.2376388937883638
379,30.6319,114.135,-0.2364948309543318
263,46.5656,131.12,-0.2354459853882684
845,47.561944,18.960008,-0.2353719614622495
1171,43.5166,-5.6707,-0.2349548882247429
926,52.644169,13.483079,-0.2336424833920948
362,40.7866,111.5512,-0.2329583387246052
1277,39.42689,-84.20077,-0.2320112498761977
1118,50.65844442,5.627835291,-0.2316284237768762
524,29.9833,103.0111,-0.231285774706249
846,47.105278,17.556667,-0.230312810314282
635,23.691,113.0426,-0.2295873836447224
1409,43.54792,-96.70077,-0.2293192268398103
831,45.148333,9.940278,-0.2281074373262206
1346,39.4125,-107.23056,-0.2278927586722543
1265,35.233475,-85.18158,-0.2274141377187158
708,43.09625,-0.040497,-0.2271752943236308
1421,39.46048,-76.633545,-0.2270432114702999
844,64.244226,19.767238,-0.2266926701803316
842,47.091111,17.901122,-0.2221170145660822
279,41.0026,117.9268,-0.2196278234995203
1220,43.25811,-2.97344,-0.2189754615716232
68,40.6511,122.215,-0.2188167171666994
876,44.99694,11.07083,-0.218061583542014
945,48.27329,14.31479,-0.2164152675520287
935,50.88369465,4.382977505,-0.2160587552938195
541,27.7044,111.9892,-0.2148968111226472
921,48.773072,8.220214,-0.2148329407422225
1366,42.86183,-71.878624,-0.212640322526986
556,29.5698,115.9773,-0.21167247713407
785,60.608299,15.6294,-0.2115119245158736
609,23.7256,109.2203,-0.2099699347496735
314,31.8707,117.2588,-0.2092013952448869
958,47.0495,6.97915,-0.2087282547992142
1241,35.507225,-82.96362,-0.2078492236728929
1036,51.360755,9.271233,-0.2077925477652154
1137,44.82112,20.459113,-0.2061105855664985
161,35.7511,114.2956,-0.2036614026974769
1427,39.52508,-119.80772,-0.2028716695330541
1257,41.182465,-81.33048,-0.2024185081620022
123,34.5578,117.7276,-0.2021125487862484
155,31.737,116.5079,-0.2013075792838999
955,47.4067,9.39438,-0.2000664804374121
1084,52.25534,8.05286,-0.1987756151084466
1097,51.05833172,3.729298172,-0.1986567303934891
738,45.431539,28.054742,-0.19644341265343
1166,41.04,21.3564,-0.19641700289849
1121,50.85205095,4.347777506,-0.1963107659728573
816,49.211447,18.771215,-0.1954045300213219
1407,41.965195,-87.87627,-0.1953472628132605
737,49.233464,6.987601,-0.1927732936880573
323,33.575,119.007,-0.1925506046691986
385,40.3275,116.6275,-0.1922378783865002
516,27.5342,109.9781,-0.1897481915895554
1155,43.26444,-4.06278,-0.1883239705619441
1268,40.026035,-82.433,-0.1883054773654978
682,47.809892,7.764528,-0.188215049859205
535,28.19,112.9394,-0.1882043781599005
549,28.9398,118.8692,-0.1858472410505114
152,32.2786,118.3244,-0.1852693741754983
1078,41.03028,21.33667,-0.1852145071158964
21,41.3094,123.7169,-0.1847776311268173
291,37.8195,112.57,-0.1847557666731532
1433,40.56252,-80.503944,-0.1835595875298404
1456,31.954287,-84.08101,-0.181752711950264
404,24.8886,102.8204,-0.1816830840006853
222,39.3522,112.4397,-0.1784173580366344
448,31.172,120.658,-0.1763012579241904
605,27.2442,111.5283,-0.1744680981429062
643,37.4442,118.5857,-0.1736397939541131
702,60.37288,11.07407,-0.1735441380462238
723,46.19583,6.240556,-0.1682139286175177
462,31.955,119.18,-0.168005303536174
1402,43.656765,-70.629135,-0.1675836056010196
311,36.6868,117.0624,-0.1675604922548432
494,25.7759,113.0348,-0.166158973873905
1091,46.708333,14.891667,-0.1657605584034541
1278,41.24045,-80.66272,-0.1657364868057848
359,41.7406,123.505,-0.1626465427158925
153,32.8929,115.8277,-0.1591725929669354
946,48.930932,21.913705,-0.1590759451095042
641,24.7791,113.6735,-0.1577153700685039
661,35.4828,112.8271,-0.1535893827844223
1154,41.66638888,-4.715,-0.1530752067322003
986,46.802376,4.417486,-0.1525744065825207
320,38.8632,115.493,-0.1519282427276824
1009,55.79216,-3.2429,-0.151813408389412
135,32.9692,112.548,-0.1504026291355139
686,48.610363,7.781631,-0.1485067128735445
50,34.7752,111.1922,-0.1476251699611764
1416,39.28102,-78.08157,-0.1470768208637312
166,31.0386,112.2213,-0.1443101567074252
492,26.3108,117.7275,-0.1440422044148496
1378,42.474644,-70.97082,-0.143941928129382
786,46.80138889,13.49388889,-0.1439289419267264
258,47.3416,130.2537,-0.1432793648990038
343,32.1028,118.9125,-0.1425008674263374
1391,39.749027,-86.18627,-0.141469664356745
1374,42.19438,-72.555115,-0.1411298555594178
1048,43.5589,-5.9275,-0.1410620076899469
806,47.128863,10.034324,-0.1401839045730624
472,35.176,113.2467,-0.1396117696251285
148,33.5698,114.0261,-0.1377320409538357
455,36.885,120.515,-0.1371722583709269
965,45.59667,5.918611,-0.135645433206011
12,46.586,125.153,-0.1341828341848656
962,45.957778,12.618611,-0.1322745831514842
741,59.4944458,25.9305687,-0.1302860717649354
423,32.0754,118.7997,-0.1269654190450125
821,45.1758,7.5602,-0.1260212729628629
145,32.0564,112.1392,-0.125383698546038
871,54.436985,12.721938,-0.1234527558848849
847,41.97833,21.47,-0.1229034830390332
126,37.5433,121.3719,-0.1227443469166504
694,54.124819,22.038056,-0.1219856307262809
266,48.471,129.5029,-0.1198161600701049
1094,55.46333313,26.00416946,-0.1193645173395474
1358,40.24699,-76.846985,-0.1188284766496144
257,45.3039,130.9429,-0.1187944729935115
249,30.97,117.8483,-0.1178929938717551
447,31.388,120.953,-0.1174298535059574
1064,56.2904,8.4274,-0.1173749339784647
1426,30.848612,-85.60389,-0.1170374131305167
662,35.4887,112.8508,-0.1169588119440332
1145,50.42864609,14.91385937,-0.1167524709490227
1161,50.876983,18.416878,-0.1154736257407562
1436,28.332226,-82.30564,-0.1138417326310479
141,30.2092,115.0307,-0.1135639369986567
488,43.9174,81.2996,-0.1116322263384475
991,47.2474,6.015419,-0.1113343055146335
820,48.753179,21.245046,-0.1109712950868084
669,29.4251,113.1493,-0.1108965186251819
1202,42.284,21.2738,-0.1088824876232504
1051,46.2311,6.07417,-0.1062205022779264
1381,38.548138,-82.73116,-0.1048368281772879
1368,34.530716,-86.96754,-0.104120118325624
184,30.1256,104.6296,-0.1016649799119521
951,47.4387,8.57012,-0.1004644483363318
1136,42.45639,14.23472,-0.1002365324929562
810,47.4885583,12.066633,-0.1001530048861895
693,43.30277777,-1.98444444,-0.0991637831190943
1336,40.82799,-73.05754,-0.0991303414344184
973,49.446,7.7673,-0.0986782014360471
350,31.7069,119.9468,-0.0986428101571952
619,30.9413,117.7807,-0.0978819635563549
1023,47.44739,-0.550067,-0.0967934992803125
22,43.8622,126.54,-0.0943163169309212
1025,40.67354965,22.89343834,-0.0939854350424832
1303,33.588547,-84.06961,-0.0937647523932157
1341,29.625557,-95.26722,-0.0935443135529946
136,34.4045,115.6458,-0.0929038361624343
345,34.2384,117.1918,-0.0901376917391355
919,48.376576,10.88837,-0.088982989972699
983,41.947654,12.533667,-0.0880678520086512
999,44.98375,26.015214,-0.0820522117679532
690,44.3818,7.5382,-0.0809841526645696
660,36.1851,120.3905,-0.0803339624313865
1122,43.867496,18.423061,-0.0793882552417727
14,31.6837,118.5092,-0.0792756483856954
1330,40.92458,-75.06782,-0.077898340323194
346,32.0309,118.8109,-0.0746246662756571
365,43.7783,125.245,-0.0744759023979502
1404,39.99139,-75.08083,-0.0743218813220825
856,42.680558,23.296786,-0.0737874168080284
678,50.836389,19.130111,-0.0733503890295568
519,30.1383,104.6295,-0.0726827123737934
1327,40.8679,-73.87809,-0.0713692401713575
179,44.3075,86.0697,-0.070446498268855
154,32.8605,115.8554,-0.0701864391013487
1180,56.15976,10.19364,-0.0701153794271823
464,31.354,119.818,-0.069164248274174
748,43.2941,-5.6796,-0.068739805504884
753,42.33611,-3.63611,-0.068630083740522
608,27.5444,109.9453,-0.0680762714964184
46,34.7965,114.2885,-0.0675012454333474
421,27.8246,114.9231,-0.065768674067041
1373,38.45934,-82.64041,-0.0650109069681292
700,43.610497,2.23015,-0.064803829478115
408,27.0968,115.0093,-0.0643821567829127
805,46.05184,11.45389,-0.0589982194076063
1319,39.866833,-88.92559,-0.0581238283394574
1440,47.5525,-122.06472,-0.0574906375611136
580,30.4519,114.8858,-0.0574016152603394
1383,39.117218,-94.635605,-0.0551984549602128
1338,38.48123,-77.3704,-0.0551276533815995
1256,39.48599,-87.40131,-0.0535076209591858
281,37.8873,112.5139,-0.0534884987924749
653,29.6277,106.6556,-0.05302709907549
1174,52.077148,4.289185,-0.0529084642818206
1442,32.52127,-84.94463,-0.051358215819629
386,40.217,116.2296,-0.0509292495092958
1364,36.060894,-86.28629,-0.0509148479895682
1282,35.500103,-82.59986,-0.0492792753938172
925,52.99875,11.73846,-0.0492020798592518
1263,36.019184,-83.87381,-0.0483022185502842
1262,36.085506,-83.76481,-0.0481516843916544
144,32.5714,110.8839,-0.046766073768277
730,45.683333,9.466667,-0.045973183667995
1236,42.44,-2.239,-0.0459586063989067
1325,44.08747,-75.97316,-0.0449337612801251
97,35.2375,115.4747,-0.0444896231467694
1356,39.96111,-77.475555,-0.043331020826741
394,39.1661,117.1444,-0.0426813364626458
895,47.64892,-2.76399,-0.0416962590809679
317,36.6734,117.1265,-0.041385717153413
1350,42.51831,-89.06347,-0.0405311901545538
45,34.7781,114.3389,-0.0402233432855599
590,37.9844,106.2025,-0.039046641861818
967,53.480927,9.857223,-0.038927253947493
966,51.406846,6.965589,-0.0386256161999388
1045,41.932892,12.506947,-0.036950793371403
332,45.6842,126.6206,-0.0351076970380881
1087,50.383217,8.060998,-0.034939898040485
1243,35.438557,-81.27675,-0.0319048071700132
865,50.978292,10.317236,-0.0285955116070873
1254,34.002747,-89.79919,-0.0268498724462291
298,34.77134,113.65724,-0.0239308301879024
1181,50.30886,2.807369,-0.0224993558662607
874,45.60822,5.270872,-0.0217691722851364
493,31.9037,102.224,-0.0214179718027644
246,33.9477,116.7856,-0.0206218601402712
129,36.2017,117.0885,-0.0200803551497772
763,46.17,1.87,-0.0191215406924273
987,49.052284,8.253538,-0.0178924881882846
1308,42.5956,-87.88576,-0.0157423101201544
1053,50.125332,8.746343,-0.0103135320324224
390,39.9136,116.184,-0.0092636384450645
1071,47.664361,9.169289,-0.008971292923692
1173,50.900317,5.986853,-0.0086758910288074
894,50.159406,19.477464,-0.0079739502596937
1354,40.814182,-79.56475,-0.0073989096206203
720,47.3456,5.002377,-0.0058968544237202
98,40.0917,113.3444,-0.0043012459117531
1066,45.263142,27.969506,-0.0028930497604598
773,48.40861,15.619166,-0.0024445787170521
813,47.04735,16.07905,-0.0020058810809248
310,36.663,117.0495,-0.0013153759513552
663,31.6449,118.5024,0.0023345767743428
393,39.0927,117.202,0.0049563858122717
886,53.246535,6.608937,0.0050347779443447
0,39.8784,116.3621,0.0057777392702961
366,45.7667,126.635,0.0063521591786064
1419,41.645382,-70.89751,0.0063823143279822
1150,51.799722,16.3175,0.0081666439103965
285,40.8033,111.6572,0.0092655667108437
918,48.904228,11.948795,0.0105133712077243
858,42.732292,23.310972,0.0114208555048677
187,32.4287,105.8628,0.0122088649087859
1349,43.1818,-87.901,0.0137203144982685
54,31.4535,104.7563,0.0141746719929458
977,45.154075,26.818619,0.0146342433489945
1234,50.44914,2.9,0.0152591235000094
1329,32.726658,-103.12292,0.0157612643097284
183,31.7275,113.3583,0.0170425356068442
340,32.02,120.87,0.0174924887224675
29,36.6028,109.4761,0.0179220800371555
51,30.7856,106.1064,0.0193245728185908
99,40.0844,113.2711,0.0215632076051017
571,25.0492,101.538,0.0215785978430056
564,29.8566,114.2936,0.0241059472341712
341,34.5885,119.176,0.0251004275300793
534,28.2053,113.0792,0.0257387602892337
1429,40.689255,-122.40219,0.0257786663663356
48,33.742,113.3257,0.0266907850496659
253,47.3086,130.2684,0.0280266604165058
790,46.835,14.84361111,0.0281999870205307
168,37.9956,106.1856,0.0283091642262829
473,26.6272,118.1756,0.028839585312709
109,42.2816,118.9233,0.0292114008496117
342,32.1065,118.8086,0.0292445625248165
478,27.72,106.9178,0.0292673879853153
994,49.872303,8.664619,0.0305787085085055
934,47.5292,9.9267,0.0309032246352528
1090,50.221941,8.446079,0.0318399739096096
1117,51.0612777,3.77526239,0.0331387076278691
649,28.793,104.6055,0.0360017075331434
66,39.8129,110.0023,0.0375277330790625
38,36.6868,117.532,0.0394202180891152
275,38.2991,116.8842,0.0396578287171952
922,47.649258,26.249011,0.0400585398016459
840,54.68611145,25.2108345,0.0407251296277694
517,27.5578,109.9972,0.0411199620294432
1430,38.85287,-77.63462,0.0425387120967086
364,38.9511,121.565,0.0425518568983558
1410,29.68639,-95.29472,0.043414435147597
482,31.5031,120.242,0.0440333117848692
1052,57.70902,11.970241,0.04460416260504
1343,41.78472,-72.63167,0.0457294722058498
1041,51.462734,13.526796,0.0468501361679474
1184,51.525955,6.97688,0.0476001945316027
539,28.3169,109.7325,0.0477305642186873
762,45.158745,1.537222,0.0488811136583271
838,45.1391,7.0501,0.0489736552197455
735,45.475327,4.515003,0.0511470280969827
1312,32.364567,-88.73149,0.0550280389627336
177,39.4467,76.0072,0.0563909809453872
852,42.432356,25.637389,0.0566319567671018
264,47.4311,128.5159,0.0569001667963133
787,49.50504,5.97694,0.058696668486373
39,35.8735,120.0405,0.0591791821708751
361,32.4625,119.9189,0.0630986800392564
444,25.2697,110.2819,0.0642148598815607
1390,38.65643,-90.19835,0.0652383803259615
1451,33.9828,-111.79871,0.0658978683559101
1324,40.283092,-74.742615,0.0677018207524883
44,36.0681,114.361,0.0696996924636226
89,34.1978,108.985,0.0703147949813626
538,28.2675,109.6958,0.0706289405818527
1107,50.6134125,5.570222814,0.0718911549346201
743,58.370556,26.734722,0.0722379426204583
710,49.23290634,17.66717529,0.0723097513031562
607,29.2956,117.2461,0.0785347316128854
1072,49.634841,9.657919,0.0785398353676505
906,46.08253,10.95804,0.08024375067903
537,23.7233,114.6892,0.0802969519931689
329,31.3008,121.467,0.0807020545669004
110,42.2728,118.9576,0.0817503513075652
47,35.2127,113.2269,0.0826308270816066
1055,49.73244858,13.40228081,0.0827080871251971
195,33.1138,107.0089,0.0831343488573935
1177,43.3665,-5.833,0.0840350573073727
566,28.0089,120.634,0.0843110940249696
260,47.3382,130.1097,0.0861977505912422
43,36.1017,114.3551,0.0862509115427279
954,67.878588,21.062962,0.0895807285386166
375,43.8772,125.3716,0.0900727170106796
219,35.5051,112.85,0.0910528673727135
1311,40.712776,-81.598335,0.0924267098597467
630,27.9119,112.9074,0.0924691265350754
1454,39.96528,-76.69945,0.095063453708771
848,46.62936,14.28931,0.0954683602783876
477,29.2617,117.1547,0.095551685111725
612,24.6947,108.0497,0.095810514978197
1003,48.77586,5.162789,0.0970251822405363
1384,42.334984,-89.03777,0.0980112401667886
181,34.5538,105.8945,0.0998907268026878
1357,42.14175,-80.03861,0.102119875526849
611,36.5482,104.1465,0.1031928207245278
722,49.40619,1.15515,0.1042937706921728
391,38.8394,117.457,0.10592842864525
1261,35.63348,-83.941605,0.1072429137171218
267,46.8028,130.2751,0.107813960828964
452,24.5058,118.0936,0.1080404702765958
936,50.85780611,4.288706017,0.109169301167426
1246,33.342224,-81.788734,0.1094603706996775
794,65.04338,25.4979,0.1103345407037057
489,36.881,118.746,0.1108350030597595
940,48.248993,16.357079,0.1109771469044359
1017,53.187222,-6.121667,0.1118603521612371
1305,46.0519,-89.654,0.1135005105709687
1392,38.71085,-90.47606,0.1145091872541415
1299,63.7232,-148.9676,0.1146628431128146
171,35.5307,106.7021,0.1179452002173179
1388,37.70097,-94.03474,0.1188529169745178
521,30.5944,114.3014,0.1196326564621105
220,35.4936,112.8318,0.1222091271741843
932,43.322554,21.919025,0.123496607059966
1403,29.939613,-89.92388,0.1241454798157725
1240,53.371306,-2.239218,0.1245575791406739
931,50.12218857,14.46757793,0.1252948924813786
1280,41.420883,-82.095726,0.1253318216246792
1446,43.670834,-110.59947,0.1262610488040959
483,38.5167,102.1692,0.1280452260855119
849,47.676111,17.649736,0.1305895856832404
1123,45.714444,11.368611,0.1312481882227674
476,46.7432,82.9994,0.1323120973315436
1337,38.20087,-77.37742,0.137678382456185
1420,35.158688,-78.728035,0.1381048397936843
1073,48.507703,9.051178,0.1392993744962842
1377,43.97462,-70.12461,0.1394442483426727
1250,44.18089,-85.73898,0.139463664125842
744,43.34639,-4.06417,0.1401530834115206
125,37.5639,121.2514,0.1404293613914276
1348,34.454514,-94.143524,0.1413598242590985
581,42.0353,119.2658,0.1414124603302466
8,44.5963,129.5904,0.1451855208093199
105,37.8572,113.5758,0.1460914999099987
968,50.889871,6.985074,0.1485570673348466
573,30.4663,106.6271,0.1486401891237115
268,30.6764,104.1419,0.1488630439898629
532,27.725,111.9975,0.1489257868236261
239,46.6365,126.9785,0.1500210365365206
10,44.5462,129.6386,0.1505829717017836
1455,38.23887,-82.9881,0.1506857790742407
1096,51.838221,5.856938,0.1510925363394848
699,49.45165634,17.45415878,0.1513537675196125
701,46.13167,9.56639,0.1514547183074011
542,27.7569,111.9561,0.1521734485138926
802,49.119442,6.180833,0.1525030919097336
1318,42.04915,-88.273026,0.1525966483305967
1260,32.82006,-96.860115,0.1531059455781876
927,54.88361,-1.406878,0.1535804439067637
1295,41.6175,-87.199165,0.1541474792650815
755,51.259431,22.569133,0.1566571382894717
1039,50.766815,7.973542,0.157665862250937
557,32.6389,110.7258,0.1588748524089637
687,45.183611,11.311389,0.1596070580219421
771,43.3583,-5.8664,0.1600854391255756
902,45.038831,24.298631,0.160450007314334
688,45.1828,5.7531,0.1609152667452109
74,41.1489,122.0303,0.1616484057598948
1296,43.4351,-89.67979,0.1659421973733131
1223,47.0677,8.30068,0.1675420991660777
339,32.0005,120.86,0.1679252833292018
526,27.8851,102.2685,0.1694162433628548
901,48.68817,6.190431,0.170364295902339
725,49.02134,1.148319,0.1718327905325544
230,35.0303,110.9686,0.1722848513161423
300,34.81334,113.56746,0.1777906763256105
650,28.7728,104.6201,0.1781548878853001
1076,47.3868,8.53981,0.1803906464715688
322,36.6114,116.9862,0.1810839783652473
1406,41.644066,-83.54616,0.1826218173150022
841,47.557222,18.420836,0.1829527892493542
1365,41.61524,-71.72,0.1848855891556869
729,46.072224,5.820833,0.1863570701021044
1309,45.56498,-88.80859,0.1890233817324319
523,29.9775,102.9905,0.1891739910529946
120,36.8103,118.0414,0.1892328217880425
456,29.7178,118.327,0.1899556430314382
254,45.1722,124.7965,0.1954872796627077
642,24.7733,113.5824,0.1987676081697265
636,23.4714,116.7519,0.1993567932257456
143,32.6494,110.78,0.200849713132999
862,51.921389,4.401389,0.2011224695731721
1116,51.34879529,4.339709947,0.2019949754913253
101,36.2125,113.0886,0.2021141376432216
84,30.6306,104.1122,0.2022538594485821
344,34.2761,117.179,0.2033915014310368
877,46.256617,26.792892,0.2037527688869287
95,36.1856,113.0844,0.2045693536367956
739,49.357861,6.73354,0.2051801392671632
406,30.1819,120.2697,0.2069278108544365
255,45.6077,122.7911,0.2074617215891918
198,32.6939,109.0281,0.2079729761563542
1247,35.0608,-83.4306,0.208094705486893
1382,38.06503,-84.49761,0.2081456589733565
193,30.0475,101.9603,0.2092666020584026
495,28.1944,113.0014,0.2101737059074979
272,37.0886,114.4704,0.212308738346326
354,41.7653,123.4114,0.2127184723338217
695,49.50260925,18.53856087,0.2141584304407099
728,49.442356,1.093789,0.2151322728709052
1307,43.7775,-91.2269,0.2152089211146091
371,43.8447,125.3863,0.2160851526589259
745,40.41666666,-0.24916666,0.2162488419249411
330,31.6219,120.275,0.2182927303244349
197,38.2839,109.7289,0.2195185241135396
286,33.9528,118.293,0.2210147146689029
1414,40.046665,-76.28333,0.2211310474658627
34,34.3622,107.2386,0.2216122887970301
1371,27.189215,-81.34035,0.2230171913683117
454,29.6963,118.2903,0.2231965342087134
1372,46.81826,-92.08936,0.2241618846875793
252,45.1214,124.8006,0.2262345190414463
1274,41.53694,-81.45887,0.2263510686784787
380,38.8639,115.5086,0.2282478205682786
1185,51.536893,7.457409,0.2294177633835041
867,51.207944,10.450997,0.2326598416927835
1175,46.329586,-0.458889,0.233133663964519
881,51.468662,5.47235,0.2332861275899806
976,45.56472,5.928333,0.2345014592510108
1102,50.010325,8.451527,0.2348461041437062
791,56.00833511,21.88694763,0.2361212855952876
1405,43.577602,-116.178154,0.2373152071861883
782,42.157856,11.908954,0.2380179219006341
1398,27.939747,-82.000084,0.2423727378954832
1363,35.96497,-84.22317,0.2424005454942977
953,45.69802778,18.83463889,0.242699049573831
1255,38.013332,-87.577225,0.2430068323229505
1125,47.565439,14.244676,0.2434200990780786
596,33.965,118.283,0.245940980418512
804,48.124711,17.125496,0.2466163912123532
485,31.0201,103.6202,0.2466936216297259
224,39.3197,112.4258,0.2470225899119146
237,50.2341,127.5144,0.2473827742139851
31,34.3017,107.0708,0.2474470955788004
1160,42.36831811,1.776783258,0.2488635603137254
83,34.3731,109.2186,0.2495680467652644
1219,47.60472222,15.67305556,0.2504852938601088
834,48.257474,13.03923,0.2507819075016539
92,38.5036,106.1358,0.2513900595899738
677,43.2561,-5.7759,0.2521076584654022
828,43.9275,12.224722,0.2529097715870331
515,26.8956,112.6211,0.2564543257063894
1133,49.07655,8.40666,0.2571814482810396
170,35.5461,106.6692,0.2579337573577324
1014,50.32276,3.39593,0.2579632551390032
497,28.2597,112.9792,0.2593476076504252
1370,42.51334,-83.005974,0.2593807889158763
64,40.6821,109.8538,0.2594161496989175
1126,49.079012,19.3025249,0.2608352369615962
996,49.32273,11.02792,0.261573589275395
885,51.407365,5.393328,0.2629793937875983
949,50.81487387,3.322494319,0.2633093454589901
133,32.9917,112.5192,0.2640952208868538
397,26.3003,106.805,0.2641372566958742
1267,35.85611,-78.574165,0.2652092856623856
756,43.16832,-2.63794,0.2681711625699993
1310,45.2384,-86.994,0.2686595150553575
1355,39.80933,-80.26567,0.2694902200259785
540,28.2558,109.6414,0.2698008893974419
349,45.7258,126.6411,0.2698890500390389
1344,41.84046,-72.01037,0.27092864401467
1360,40.107224,-74.882225,0.2723527560899432
1288,30.229652,-90.96563,0.273731323132923
933,46.401944,13.011111,0.273945489388588
1218,51.028931,7.004976,0.2739926907495137
226,39.9289,116.4174,0.274121967355199
734,43.310833,-0.391111,0.2755787698837922
1079,41.91614,0.191101,0.276239432840508
1425,40.304695,-79.50567,0.2781770842592883
511,26.8919,112.6006,0.2798530809135132
427,30.6465,111.3549,0.2800643954292767
929,51.897598,14.057064,0.2808088512123055
81,43.831,87.6432,0.28195656512658
440,29.3547,110.5594,0.2841819458211976
705,45.5588,8.0564,0.2859029322473005
1314,30.085262,-93.76134,0.2871212016186534
746,42.14326062,2.510206967,0.28834194085353
1131,46.112775,24.22805,0.2899692104203446
247,30.9412,117.8177,0.2916353527098104
430,29.3578,113.1094,0.2962949807816236
172,42.9418,89.1904,0.2978506626625127
1046,40.33639,-1.10667,0.2983009414826434
673,49.419528,8.6767,0.2999481546729553
262,46.6554,131.1524,0.3003990516584615
1006,51.27399,1.098061,0.303148866361655
1423,35.43477,-83.44213,0.3032979021537464
1264,35.10264,-85.16219,0.3036668032717364
1361,41.44278,-75.623055,0.3049795747689651
453,26.567,101.7227,0.3051789993435058
941,47.04027778,14.330725,0.305934810817069
114,37.4674,116.3032,0.3065708367447367
26,41.0879,121.1115,0.3099576709964031
232,37.5211,111.1406,0.3100001582733911
1063,48.326013,10.903051,0.3129495922314194
1183,51.303394,6.819887,0.3157481231313207
436,28.9703,111.6975,0.3167219810698667
1266,36.0388,-85.7331,0.3168488529902808
437,27.9153,113.0048,0.3171921529587316
240,46.6528,126.964,0.3173143666860238
1415,30.419806,-91.182014,0.3186100870834445
533,30.5366,105.5861,0.3210580129267896
718,41.096667,-8.555833,0.3224602754939619
422,32.0023,118.7752,0.3228911525356933
335,34.2778,117.2933,0.3251054806147042
614,32.1873,119.4424,0.3280883901468541
250,50.2524,127.4833,0.3282515168939389
1333,40.06483,-74.44405,0.3302350152291172
424,33.774,113.182,0.330376290166626
860,43.28334,5.511384,0.3306573053423878
676,49.224167,4.020556,0.3313070977265551
134,32.9735,112.5003,0.3325650071518963
513,25.0992,104.8811,0.335989689574098
623,33.5828,114.0138,0.3381060004204227
338,31.3708,120.641,0.338511161378608
441,29.5102,106.5777,0.3389742800103918
879,41.53583,20.6989,0.3389960470148974
389,38.0058,114.4586,0.3412408790376466
765,45.809998,2.06,0.3443485102445554
1214,45.297325,27.949461,0.3443990007873704
1283,35.9359,-81.5306,0.3453756606078872
1201,41.15604,15.09675,0.3465030949784385
645,36.7019,119.12,0.3479561104168523
1395,33.545277,-86.549164,0.3479578513674033
499,34.77172,113.73961,0.3505954183967985
1093,49.107502,6.122775,0.3525259479457143
679,48.899233,9.172792,0.3534662040470557
583,41.7347,123.2444,0.3548658440868572
167,30.4742,114.9028,0.3549611283858201
174,42.8172,93.5128,0.3552836856878308
468,47.8517,88.1264,0.3590522260016893
512,25.0925,104.9022,0.3610166202955482
769,41.47676936,2.088977264,0.3611817623150027
1170,43.5915,3.88681,0.3619149266441608
1074,43.5512,-5.9197,0.3689045938003368
211,41.5881,120.4318,0.3697717319538272
855,42.142889,24.765239,0.3718081749999866
259,47.3388,130.3114,0.3721554023715209
1304,34.474525,-85.408844,0.374335777867983
766,45.848333,11.569167,0.3745998530331107
1245,33.81468,-80.781136,0.3748262937652644
1251,35.59095,-78.4622,0.375158187290326
429,36.0022,106.2792,0.3756678676753198
102,36.0783,111.5531,0.3766491615251504
486,45.6094,84.895,0.3791876875550569
784,55.072222,24.283894,0.3795303696536797
1252,42.416637,-83.90218,0.3801232595313212
334,31.2284,121.533,0.3802015260832782
1138,52.401352,13.059945,0.3808143453884428
1340,29.723333,-95.63583,0.3816054351535219
572,38.4418,106.2266,0.3847173145945959
2,43.8306,126.555,0.3858527169689024
893,45.7789,4.9247,0.3876991333080922
480,27.5002,114.0997,0.3886422521722306
20,41.8611,124.0436,0.3905582103050887
326,45.7319,126.685,0.3908557266685286
303,36.5713,114.4918,0.3922228284611015
1441,31.188932,-85.423096,0.3926936844288778
631,27.8614,112.9433,0.394851105413163
969,51.453459,6.86505,0.3967467153412504
882,51.60308,4.781016,0.3973346392918407
1270,41.515053,-81.24991,0.397973793259877
947,48.33472,16.729445,0.3989978224574133
215,40.761,107.4212,0.4002336742933998
96,35.2464,115.4208,0.4008073698523221
774,47.40555556,15.36083333,0.4030709918222551
1157,47.594913,7.568175,0.4032989974835436
1302,37.1655,-78.3069,0.4123452751944969
108,37.8703,113.5614,0.4125942427313945
324,40.8369,111.7516,0.4133724575516201
851,43.126475,25.691211,0.4138872749977385
798,42.404687,12.857794,0.4139522540036954
461,32.6524,117.0067,0.4183807820056383
445,27.6253,113.8493,0.4208911419589788
347,32.0745,118.7794,0.4215507688486057
652,37.374,120.399,0.4237858438262838
1434,43.68578,-74.98538,0.4244677105866952
552,28.6542,121.419,0.4244949500567939
829,46.143173,-0.396042,0.4247654574500826
750,43.2757,-5.596,0.4255962367224232
562,22.2281,113.299,0.4266664126775392
196,38.2911,109.7456,0.4267166402571383
111,42.2554,118.8788,0.4277070070648813
928,51.5645,14.3764,0.427749771509823
1106,50.84971052,4.33410368,0.4286640805211809
1432,36.60843,-83.73694,0.4300824465413527
